Ensembl Gene ID	Ensembl Transcript ID	Microbat Ensembl Protein ID
ENSG00000204580	ENST00000376575	ENSMLUP00000007277
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSMLUP00000000886
ENSG00000178726	ENST00000377103	ENSMLUP00000017309
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	
ENSG00000204694	ENST00000377148	ENSMLUP00000019454
ENSG00000243729	ENST00000377154	
ENSG00000204695	ENST00000377160	
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	
ENSG00000204703	ENST00000377173	
ENSG00000204704	ENST00000377175	ENSMLUP00000008088
ENSG00000113749	ENST00000377291	ENSMLUP00000006850
ENSG00000180758	ENST00000377411	
ENSG00000049249	ENST00000377507	ENSMLUP00000001790
ENSG00000204882	ENST00000377741	ENSMLUP00000012273
ENSG00000215788	ENST00000377782	
ENSG00000158292	ENST00000377893	ENSMLUP00000013485
ENSG00000168828	ENST00000377981	ENSMLUP00000010689
ENSG00000077943	ENST00000378076	ENSMLUP00000010051
ENSG00000171659	ENST00000378142	ENSMLUP00000002734
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	ENSMLUP00000009484
ENSG00000205030	ENST00000378397	ENSMLUP00000019213
ENSG00000205030	ENST00000378397	ENSMLUP00000005336
ENSG00000205030	ENST00000378397	ENSMLUP00000018143
ENSG00000205030	ENST00000378397	ENSMLUP00000021662
ENSG00000139679	ENST00000378434	ENSMLUP00000017359
ENSG00000182220	ENST00000378438	ENSMLUP00000001058
ENSG00000187730	ENST00000378585	ENSMLUP00000011866
ENSG00000134569	ENST00000378623	ENSMLUP00000016084
ENSG00000162881	ENST00000378661	ENSMLUP00000021524
ENSG00000102468	ENST00000378688	ENSMLUP00000006992
ENSG00000169306	ENST00000378993	ENSMLUP00000010583
ENSG00000205213	ENST00000379214	ENSMLUP00000014502
ENSG00000186827	ENST00000379236	ENSMLUP00000005859
ENSG00000165186	ENST00000379361	ENSMLUP00000010000
ENSG00000171873	ENST00000379453	ENSMLUP00000022637
ENSG00000138741	ENST00000379645	ENSMLUP00000010630
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	ENSMLUP00000003906
ENSG00000205330	ENST00000379668	ENSMLUP00000016425
ENSG00000170782	ENST00000379829	ENSMLUP00000017236
ENSG00000170782	ENST00000379829	ENSMLUP00000016675
ENSG00000173698	ENST00000379869	ENSMLUP00000004766
ENSG00000134460	ENST00000379959	ENSMLUP00000004371
ENSG00000178015	ENST00000380007	ENSMLUP00000019518
ENSG00000120156	ENST00000380036	ENSMLUP00000008597
ENSG00000167359	ENST00000380211	ENSMLUP00000020644
ENSG00000176239	ENST00000380219	ENSMLUP00000017938
ENSG00000183251	ENST00000380224	ENSMLUP00000003758
ENSG00000126010	ENST00000380289	ENSMLUP00000006894
ENSG00000182070	ENST00000380367	
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSMLUP00000008869
ENSG00000205496	ENST00000380371	ENSMLUP00000017127
ENSG00000205497	ENST00000380373	ENSMLUP00000017127
ENSG00000176900	ENST00000380378	ENSMLUP00000015292
ENSG00000132670	ENST00000380393	ENSMLUP00000017803
ENSG00000120907	ENST00000380586	ENSMLUP00000016773
ENSG00000196664	ENST00000380659	ENSMLUP00000019342
ENSG00000139514	ENST00000380752	ENSMLUP00000013313
ENSG00000146938	ENST00000381095	
ENSG00000153707	ENST00000381196	ENSMLUP00000004137
ENSG00000182162	ENST00000381297	
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSMLUP00000008745
ENSG00000205809	ENST00000381902	ENSMLUP00000020925
ENSG00000205809	ENST00000381902	ENSMLUP00000011447
ENSG00000205809	ENST00000381902	ENSMLUP00000019903
ENSG00000205809	ENST00000381902	ENSMLUP00000020526
ENSG00000205809	ENST00000381902	ENSMLUP00000018706
ENSG00000134539	ENST00000381907	ENSMLUP00000013102
ENSG00000172150	ENST00000381951	
ENSG00000159110	ENST00000382241	ENSMLUP00000009523
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	ENSMLUP00000009901
ENSG00000112902	ENST00000382496	ENSMLUP00000004916
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSMLUP00000016298
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	
ENSG00000230301	ENST00000383696	ENSMLUP00000022142
ENSG00000205336	ENST00000388812	ENSMLUP00000008403
ENSG00000136011	ENST00000388887	ENSMLUP00000000317
ENSG00000156886	ENST00000389202	ENSMLUP00000020096
ENSG00000196811	ENST00000389494	ENSMLUP00000010248
ENSG00000080224	ENST00000389672	ENSMLUP00000014424
ENSG00000174948	ENST00000389740	ENSMLUP00000010931
ENSG00000006071	ENST00000389817	ENSMLUP00000011199
ENSG00000184350	ENST00000389832	
ENSG00000212807	ENST00000391496	
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	
ENSG00000186818	ENST00000391736	ENSMLUP00000001317
ENSG00000167613	ENST00000391742	ENSMLUP00000008269
ENSG00000167613	ENST00000391742	ENSMLUP00000021445
ENSG00000167613	ENST00000391742	ENSMLUP00000009002
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSMLUP00000003033
ENSG00000064989	ENST00000392370	ENSMLUP00000013460
ENSG00000197177	ENST00000392607	ENSMLUP00000004811
ENSG00000007312	ENST00000392795	
ENSG00000213215	ENST00000392899	ENSMLUP00000018392
ENSG00000213215	ENST00000392899	ENSMLUP00000021540
ENSG00000106123	ENST00000392957	
ENSG00000106278	ENST00000393386	ENSMLUP00000012270
ENSG00000114554	ENST00000393409	ENSMLUP00000007289
ENSG00000175591	ENST00000393597	ENSMLUP00000002708
ENSG00000184845	ENST00000393752	ENSMLUP00000015562
ENSG00000144847	ENST00000393775	ENSMLUP00000009680
ENSG00000145864	ENST00000393959	ENSMLUP00000004289
ENSG00000156920	ENST00000394143	
ENSG00000179626	ENST00000394256	ENSMLUP00000017315
ENSG00000186867	ENST00000394427	ENSMLUP00000011769
ENSG00000119737	ENST00000394705	ENSMLUP00000016697
ENSG00000188372	ENST00000394857	ENSMLUP00000005756
ENSG00000164082	ENST00000395052	ENSMLUP00000004207
ENSG00000172772	ENST00000395079	ENSMLUP00000008993
ENSG00000137868	ENST00000395105	ENSMLUP00000002209
ENSG00000181619	ENST00000395116	
ENSG00000165215	ENST00000395145	
ENSG00000126777	ENST00000395309	ENSMLUP00000005530
ENSG00000197471	ENST00000395389	ENSMLUP00000020239
ENSG00000077238	ENST00000395762	ENSMLUP00000010724
ENSG00000077238	ENST00000395762	ENSMLUP00000022140
ENSG00000077238	ENST00000395762	ENSMLUP00000018437
ENSG00000150093	ENST00000396033	ENSMLUP00000016023
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	ENSMLUP00000014209
ENSG00000206503	ENST00000396634	ENSMLUP00000017999
ENSG00000137101	ENST00000396757	ENSMLUP00000013593
ENSG00000167332	ENST00000396950	ENSMLUP00000013085
ENSG00000180785	ENST00000396952	ENSMLUP00000013084
ENSG00000115232	ENST00000397033	ENSMLUP00000012938
ENSG00000164849	ENST00000397095	ENSMLUP00000006793
ENSG00000125245	ENST00000397473	ENSMLUP00000015510
ENSG00000162009	ENST00000397547	ENSMLUP00000012024
ENSG00000197646	ENST00000397747	ENSMLUP00000008682
ENSG00000134160	ENST00000397795	
ENSG00000160255	ENST00000397852	ENSMLUP00000002875
ENSG00000154928	ENST00000398015	ENSMLUP00000011894
ENSG00000152558	ENST00000398136	
ENSG00000120088	ENST00000398285	ENSMLUP00000010251
ENSG00000127418	ENST00000398484	ENSMLUP00000021470
ENSG00000184012	ENST00000398585	ENSMLUP00000010478
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	
ENSG00000215764	ENST00000400875	
ENSG00000112486	ENST00000400926	ENSMLUP00000022771
ENSG00000111886	ENST00000402938	ENSMLUP00000009567
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSMLUP00000008358
ENSG00000100368	ENST00000403662	
ENSG00000179915	ENST00000404971	ENSMLUP00000016337
ENSG00000179915	ENST00000404971	ENSMLUP00000007252
ENSG00000164199	ENST00000405460	ENSMLUP00000000294
ENSG00000132975	ENST00000405846	ENSMLUP00000002146
ENSG00000170820	ENST00000406846	ENSMLUP00000007148
ENSG00000183671	ENST00000407325	ENSMLUP00000015129
ENSG00000064547	ENST00000407877	ENSMLUP00000007199
ENSG00000120903	ENST00000407991	ENSMLUP00000001387
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	
ENSG00000221933	ENST00000408898	ENSMLUP00000017461
ENSG00000221933	ENST00000408898	ENSMLUP00000018657
ENSG00000221933	ENST00000408898	ENSMLUP00000017673
ENSG00000221938	ENST00000408899	
ENSG00000221836	ENST00000408906	ENSMLUP00000022526
ENSG00000221996	ENST00000408920	ENSMLUP00000017639
ENSG00000221813	ENST00000408922	ENSMLUP00000020183
ENSG00000221977	ENST00000408935	ENSMLUP00000019041
ENSG00000221858	ENST00000408949	ENSMLUP00000019657
ENSG00000221970	ENST00000408951	
ENSG00000221910	ENST00000408955	ENSMLUP00000018392
ENSG00000221910	ENST00000408955	ENSMLUP00000021540
ENSG00000221989	ENST00000408979	ENSMLUP00000022607
ENSG00000091409	ENST00000409080	ENSMLUP00000005073
ENSG00000222040	ENST00000409345	ENSMLUP00000018997
ENSG00000121966	ENST00000409817	ENSMLUP00000005224
ENSG00000115594	ENST00000410023	ENSMLUP00000010057
ENSG00000115604	ENST00000410040	ENSMLUP00000015125
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	ENSMLUP00000003200
ENSG00000020181	ENST00000412232	ENSMLUP00000021239
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	ENSMLUP00000017999
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSMLUP00000015341
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSMLUP00000012726
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	ENSMLUP00000007220
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSMLUP00000014762
ENSG00000225781	ENST00000418316	ENSMLUP00000018986
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSMLUP00000011410
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	ENSMLUP00000007094
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSMLUP00000007699
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSMLUP00000015756
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	ENSMLUP00000008833
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSMLUP00000001615
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	ENSMLUP00000013176
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	ENSMLUP00000016562
ENSG00000026508	ENST00000428726	ENSMLUP00000009141
ENSG00000170929	ENST00000429566	ENSMLUP00000018027
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	ENSMLUP00000012559
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	
ENSG00000180720	ENST00000433765	ENSMLUP00000020799
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSMLUP00000009874
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSMLUP00000002017
ENSG00000147145	ENST00000435339	ENSMLUP00000020023
ENSG00000135218	ENST00000435819	ENSMLUP00000020919
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSMLUP00000007678
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	ENSMLUP00000022142
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSMLUP00000018404
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSMLUP00000006420
ENSG00000241106	ENST00000438763	
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	ENSMLUP00000013796
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSMLUP00000011575
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSMLUP00000018842
ENSG00000081237	ENST00000442510	
ENSG00000187323	ENST00000442544	ENSMLUP00000008802
ENSG00000187323	ENST00000442544	ENSMLUP00000018096
ENSG00000144648	ENST00000442925	ENSMLUP00000015001
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSMLUP00000005247
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSMLUP00000006354
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSMLUP00000015943
ENSG00000152034	ENST00000445970	ENSMLUP00000006951
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	
ENSG00000091181	ENST00000446632	ENSMLUP00000012135
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSMLUP00000010945
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	ENSMLUP00000013779
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSMLUP00000008686
ENSG00000232268	ENST00000450052	ENSMLUP00000016702
ENSG00000187764	ENST00000450295	ENSMLUP00000013567
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSMLUP00000004979
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSMLUP00000008294
ENSG00000175344	ENST00000454250	ENSMLUP00000005351
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSMLUP00000001425
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	ENSMLUP00000011291
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	
ENSG00000145888	ENST00000455880	ENSMLUP00000001458
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSMLUP00000022478
ENSG00000237521	ENST00000456448	ENSMLUP00000022289
ENSG00000237521	ENST00000456448	ENSMLUP00000016311
ENSG00000237521	ENST00000456448	ENSMLUP00000022034
ENSG00000230178	ENST00000456475	ENSMLUP00000013176
ENSG00000228198	ENST00000456743	
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSMLUP00000003473
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSMLUP00000004019
ENSG00000151577	ENST00000460779	ENSMLUP00000004312
ENSG00000175697	ENST00000464295	ENSMLUP00000008528
ENSG00000101850	ENST00000467482	ENSMLUP00000002236
ENSG00000106113	ENST00000471646	ENSMLUP00000016200
ENSG00000144724	ENST00000474889	ENSMLUP00000013125
ENSG00000179921	ENST00000479077	ENSMLUP00000022447
ENSG00000112195	ENST00000483722	
ENSG00000185008	ENST00000487694	ENSMLUP00000007459
ENSG00000243896	ENST00000493325	
ENSG00000147155	ENST00000495186	ENSMLUP00000020144
ENSG00000144891	ENST00000497524	ENSMLUP00000001705
ENSG00000036828	ENST00000498619	ENSMLUP00000008249
ENSG00000163956	ENST00000500728	ENSMLUP00000003019
ENSG00000164604	ENST00000501255	ENSMLUP00000016964
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	ENSMLUP00000010301
ENSG00000069018	ENST00000513104	ENSMLUP00000016066
ENSG00000150471	ENST00000514591	ENSMLUP00000003895
ENSG00000138696	ENST00000515059	ENSMLUP00000008280
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSMLUP00000005420
ENSG00000094755	ENST00000518525	ENSMLUP00000005183
ENSG00000174417	ENST00000518632	
ENSG00000164930	ENST00000522566	ENSMLUP00000000236
ENSG00000255012	ENST00000526538	ENSMLUP00000022033
ENSG00000254834	ENST00000526812	ENSMLUP00000022033
ENSG00000149403	ENST00000527524	ENSMLUP00000014229
ENSG00000156097	ENST00000527748	ENSMLUP00000017590
ENSG00000255223	ENST00000528616	ENSMLUP00000018070
ENSG00000185803	ENST00000530047	
ENSG00000254466	ENST00000530162	ENSMLUP00000009049
ENSG00000255307	ENST00000530810	ENSMLUP00000022450
ENSG00000174804	ENST00000531380	ENSMLUP00000008606
ENSG00000119714	ENST00000531499	ENSMLUP00000018508
ENSG00000196248	ENST00000531945	
ENSG00000160654	ENST00000532917	ENSMLUP00000012800
ENSG00000213906	ENST00000533293	ENSMLUP00000016504
ENSG00000226761	ENST00000533467	ENSMLUP00000022495
ENSG00000226761	ENST00000533467	ENSMLUP00000019465
ENSG00000226761	ENST00000533467	ENSMLUP00000022582
ENSG00000256797	ENST00000535540	ENSMLUP00000020858
ENSG00000137872	ENST00000536845	ENSMLUP00000007253
ENSG00000238243	ENST00000537741	ENSMLUP00000005404
ENSG00000104290	ENST00000537916	ENSMLUP00000002010
ENSG00000183269	ENST00000537935	ENSMLUP00000013301
ENSG00000198753	ENST00000538966	ENSMLUP00000004040
ENSG00000171631	ENST00000540342	ENSMLUP00000016324
ENSG00000255804	ENST00000540461	
ENSG00000183150	ENST00000540510	ENSMLUP00000002862
ENSG00000187554	ENST00000540964	ENSMLUP00000020966
ENSG00000165409	ENST00000541158	ENSMLUP00000015731
ENSG00000135503	ENST00000541224	ENSMLUP00000004085
ENSG00000128271	ENST00000541988	ENSMLUP00000014341
ENSG00000257019	ENST00000542196	ENSMLUP00000017651
ENSG00000255582	ENST00000542433	ENSMLUP00000019663
ENSG00000255582	ENST00000542433	ENSMLUP00000018093
ENSG00000105281	ENST00000542575	ENSMLUP00000004452
ENSG00000078589	ENST00000544091	ENSMLUP00000009551
ENSG00000144230	ENST00000544369	
ENSG00000169896	ENST00000544665	ENSMLUP00000010325
ENSG00000183625	ENST00000545097	ENSMLUP00000017969
ENSG00000255713	ENST00000545221	ENSMLUP00000021414
ENSG00000101292	ENST00000546004	ENSMLUP00000007056
ENSG00000089041	ENST00000546057	ENSMLUP00000015195
ENSG00000258227	ENST00000546910	ENSMLUP00000015733
ENSG00000258083	ENST00000548136	ENSMLUP00000018670
ENSG00000257115	ENST00000550708	
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	
ENSG00000168398	ENST00000554311	ENSMLUP00000017441
ENSG00000021645	ENST00000554719	ENSMLUP00000022483
ENSG00000137070	ENST00000555003	ENSMLUP00000002790
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	
