Ensembl Gene ID	Ensembl Transcript ID	Sloth Ensembl Protein ID
ENSG00000205030	ENST00000378397	ENSCHOP00000004522
ENSG00000205030	ENST00000378397	ENSCHOP00000006881
ENSG00000205030	ENST00000378397	ENSCHOP00000009975
ENSG00000205030	ENST00000378397	ENSCHOP00000007901
ENSG00000139679	ENST00000378434	
ENSG00000182220	ENST00000378438	ENSCHOP00000000805
ENSG00000187730	ENST00000378585	
ENSG00000134569	ENST00000378623	ENSCHOP00000009761
ENSG00000162881	ENST00000378661	ENSCHOP00000003203
ENSG00000102468	ENST00000378688	ENSCHOP00000009760
ENSG00000169306	ENST00000378993	ENSCHOP00000005830
ENSG00000205213	ENST00000379214	ENSCHOP00000005355
ENSG00000186827	ENST00000379236	
ENSG00000165186	ENST00000379361	
ENSG00000171873	ENST00000379453	
ENSG00000138741	ENST00000379645	ENSCHOP00000000705
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	ENSCHOP00000006941
ENSG00000205329	ENST00000379667	ENSCHOP00000006576
ENSG00000205330	ENST00000379668	ENSCHOP00000006417
ENSG00000205330	ENST00000379668	ENSCHOP00000009616
ENSG00000205330	ENST00000379668	ENSCHOP00000008070
ENSG00000170782	ENST00000379829	
ENSG00000173698	ENST00000379869	
ENSG00000134460	ENST00000379959	ENSCHOP00000005158
ENSG00000178015	ENST00000380007	ENSCHOP00000004769
ENSG00000120156	ENST00000380036	ENSCHOP00000006159
ENSG00000167359	ENST00000380211	
ENSG00000176239	ENST00000380219	ENSCHOP00000010282
ENSG00000183251	ENST00000380224	
ENSG00000126010	ENST00000380289	
ENSG00000182070	ENST00000380367	ENSCHOP00000006079
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSCHOP00000001381
ENSG00000205495	ENST00000380370	ENSCHOP00000009423
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000176900	ENST00000380378	
ENSG00000132670	ENST00000380393	ENSCHOP00000006574
ENSG00000120907	ENST00000380586	ENSCHOP00000009682
ENSG00000196664	ENST00000380659	
ENSG00000139514	ENST00000380752	ENSCHOP00000007648
ENSG00000146938	ENST00000381095	ENSCHOP00000002810
ENSG00000153707	ENST00000381196	ENSCHOP00000003368
ENSG00000182162	ENST00000381297	ENSCHOP00000008523
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSCHOP00000007298
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	ENSCHOP00000005498
ENSG00000134539	ENST00000381907	ENSCHOP00000002355
ENSG00000134539	ENST00000381907	ENSCHOP00000000242
ENSG00000172150	ENST00000381951	ENSCHOP00000002111
ENSG00000172150	ENST00000381951	ENSCHOP00000000722
ENSG00000172150	ENST00000381951	ENSCHOP00000003197
ENSG00000172150	ENST00000381951	ENSCHOP00000004647
ENSG00000172150	ENST00000381951	ENSCHOP00000010446
ENSG00000172150	ENST00000381951	ENSCHOP00000012020
ENSG00000172150	ENST00000381951	ENSCHOP00000002320
ENSG00000172150	ENST00000381951	ENSCHOP00000007158
ENSG00000159110	ENST00000382241	ENSCHOP00000003593
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	ENSCHOP00000003627
ENSG00000112902	ENST00000382496	ENSCHOP00000005192
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSCHOP00000002023
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSCHOP00000004492
ENSG00000168787	ENST00000383555	ENSCHOP00000006657
ENSG00000168787	ENST00000383555	ENSCHOP00000009157
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	ENSCHOP00000007377
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSCHOP00000009780
ENSG00000206536	ENST00000383695	ENSCHOP00000000789
ENSG00000206536	ENST00000383695	ENSCHOP00000002752
ENSG00000230301	ENST00000383696	
ENSG00000205336	ENST00000388812	
ENSG00000136011	ENST00000388887	ENSCHOP00000005646
ENSG00000156886	ENST00000389202	
ENSG00000196811	ENST00000389494	
ENSG00000080224	ENST00000389672	ENSCHOP00000010165
ENSG00000174948	ENST00000389740	ENSCHOP00000002631
ENSG00000006071	ENST00000389817	ENSCHOP00000005259
ENSG00000184350	ENST00000389832	
ENSG00000212807	ENST00000391496	
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	ENSCHOP00000007746
ENSG00000186818	ENST00000391736	ENSCHOP00000005654
ENSG00000167613	ENST00000391742	ENSCHOP00000003341
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSCHOP00000005748
ENSG00000064989	ENST00000392370	ENSCHOP00000006546
ENSG00000197177	ENST00000392607	
ENSG00000007312	ENST00000392795	
ENSG00000213215	ENST00000392899	
ENSG00000106123	ENST00000392957	
ENSG00000106278	ENST00000393386	ENSCHOP00000004114
ENSG00000114554	ENST00000393409	
ENSG00000175591	ENST00000393597	
ENSG00000184845	ENST00000393752	
ENSG00000144847	ENST00000393775	ENSCHOP00000002968
ENSG00000145864	ENST00000393959	ENSCHOP00000002489
ENSG00000156920	ENST00000394143	
ENSG00000179626	ENST00000394256	
ENSG00000186867	ENST00000394427	ENSCHOP00000002493
ENSG00000119737	ENST00000394705	ENSCHOP00000000483
ENSG00000188372	ENST00000394857	
ENSG00000164082	ENST00000395052	
ENSG00000172772	ENST00000395079	ENSCHOP00000004242
ENSG00000137868	ENST00000395105	
ENSG00000181619	ENST00000395116	
ENSG00000165215	ENST00000395145	
ENSG00000126777	ENST00000395309	ENSCHOP00000010149
ENSG00000197471	ENST00000395389	
ENSG00000077238	ENST00000395762	
ENSG00000150093	ENST00000396033	ENSCHOP00000006961
ENSG00000179826	ENST00000396275	ENSCHOP00000004626
ENSG00000244482	ENST00000396365	ENSCHOP00000008966
ENSG00000183454	ENST00000396573	ENSCHOP00000000381
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	
ENSG00000167332	ENST00000396950	
ENSG00000180785	ENST00000396952	
ENSG00000115232	ENST00000397033	ENSCHOP00000002112
ENSG00000164849	ENST00000397095	
ENSG00000125245	ENST00000397473	ENSCHOP00000011970
ENSG00000162009	ENST00000397547	
ENSG00000197646	ENST00000397747	
ENSG00000134160	ENST00000397795	ENSCHOP00000006519
ENSG00000160255	ENST00000397852	
ENSG00000154928	ENST00000398015	
ENSG00000152558	ENST00000398136	ENSCHOP00000009073
ENSG00000152558	ENST00000398136	ENSCHOP00000002150
ENSG00000120088	ENST00000398285	
ENSG00000127418	ENST00000398484	
ENSG00000184012	ENST00000398585	
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	ENSCHOP00000008900
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	
ENSG00000215764	ENST00000400875	ENSCHOP00000007746
ENSG00000112486	ENST00000400926	ENSCHOP00000007877
ENSG00000111886	ENST00000402938	ENSCHOP00000011989
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSCHOP00000000856
ENSG00000100368	ENST00000403662	
ENSG00000179915	ENST00000404971	ENSCHOP00000005464
ENSG00000164199	ENST00000405460	ENSCHOP00000010740
ENSG00000132975	ENST00000405846	ENSCHOP00000006940
ENSG00000170820	ENST00000406846	ENSCHOP00000004233
ENSG00000183671	ENST00000407325	ENSCHOP00000012249
ENSG00000064547	ENST00000407877	
ENSG00000120903	ENST00000407991	
ENSG00000221882	ENST00000408891	ENSCHOP00000005888
ENSG00000221882	ENST00000408891	ENSCHOP00000004417
ENSG00000221888	ENST00000408896	ENSCHOP00000002511
ENSG00000221933	ENST00000408898	
ENSG00000221938	ENST00000408899	
ENSG00000221836	ENST00000408906	ENSCHOP00000008602
ENSG00000221996	ENST00000408920	ENSCHOP00000006801
ENSG00000221813	ENST00000408922	ENSCHOP00000001130
ENSG00000221977	ENST00000408935	
ENSG00000221858	ENST00000408949	
ENSG00000221970	ENST00000408951	
ENSG00000221910	ENST00000408955	
ENSG00000221989	ENST00000408979	
ENSG00000091409	ENST00000409080	ENSCHOP00000002363
ENSG00000222040	ENST00000409345	
ENSG00000121966	ENST00000409817	ENSCHOP00000002086
ENSG00000115594	ENST00000410023	ENSCHOP00000006391
ENSG00000115604	ENST00000410040	ENSCHOP00000006626
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	
ENSG00000020181	ENST00000412232	
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	ENSCHOP00000007924
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSCHOP00000009926
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSCHOP00000006028
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSCHOP00000010341
ENSG00000225781	ENST00000418316	ENSCHOP00000000126
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	ENSCHOP00000010122
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSCHOP00000012358
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSCHOP00000010342
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSCHOP00000003758
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSCHOP00000000492
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	
ENSG00000026508	ENST00000428726	ENSCHOP00000003492
ENSG00000170929	ENST00000429566	
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	
ENSG00000180720	ENST00000433765	
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSCHOP00000003932
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	
ENSG00000147145	ENST00000435339	
ENSG00000135218	ENST00000435819	ENSCHOP00000000954
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	
ENSG00000241106	ENST00000438763	ENSCHOP00000005849
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSCHOP00000004145
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSCHOP00000002281
ENSG00000081237	ENST00000442510	ENSCHOP00000001102
ENSG00000187323	ENST00000442544	ENSCHOP00000003007
ENSG00000144648	ENST00000442925	
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSCHOP00000004003
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSCHOP00000009713
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSCHOP00000012228
ENSG00000152034	ENST00000445970	ENSCHOP00000001237
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	ENSCHOP00000001542
ENSG00000237388	ENST00000446524	ENSCHOP00000006788
ENSG00000091181	ENST00000446632	ENSCHOP00000004924
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSCHOP00000005245
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	ENSCHOP00000012235
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSCHOP00000000041
ENSG00000232268	ENST00000450052	
ENSG00000187764	ENST00000450295	ENSCHOP00000008514
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSCHOP00000002733
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSCHOP00000004882
ENSG00000175344	ENST00000454250	ENSCHOP00000004353
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSCHOP00000007802
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	ENSCHOP00000008661
ENSG00000145888	ENST00000455880	
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSCHOP00000005460
ENSG00000230178	ENST00000456475	
ENSG00000228198	ENST00000456743	
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSCHOP00000003023
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSCHOP00000003266
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	
ENSG00000151577	ENST00000460779	ENSCHOP00000004500
ENSG00000175697	ENST00000464295	ENSCHOP00000003862
ENSG00000101850	ENST00000467482	
ENSG00000106113	ENST00000471646	ENSCHOP00000002971
ENSG00000144724	ENST00000474889	ENSCHOP00000010152
ENSG00000179921	ENST00000479077	
ENSG00000112195	ENST00000483722	
ENSG00000185008	ENST00000487694	ENSCHOP00000006530
ENSG00000243896	ENST00000493325	
ENSG00000147155	ENST00000495186	ENSCHOP00000006073
ENSG00000144891	ENST00000497524	ENSCHOP00000003829
ENSG00000036828	ENST00000498619	ENSCHOP00000011907
ENSG00000163956	ENST00000500728	ENSCHOP00000009333
ENSG00000164604	ENST00000501255	ENSCHOP00000000134
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	
ENSG00000069018	ENST00000513104	ENSCHOP00000009231
ENSG00000150471	ENST00000514591	ENSCHOP00000005124
ENSG00000138696	ENST00000515059	ENSCHOP00000010053
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSCHOP00000001508
ENSG00000094755	ENST00000518525	
ENSG00000174417	ENST00000518632	ENSCHOP00000005755
ENSG00000164930	ENST00000522566	ENSCHOP00000001924
ENSG00000255012	ENST00000526538	
ENSG00000254834	ENST00000526812	
ENSG00000149403	ENST00000527524	ENSCHOP00000006823
ENSG00000156097	ENST00000527748	
ENSG00000255223	ENST00000528616	
ENSG00000185803	ENST00000530047	
ENSG00000254466	ENST00000530162	ENSCHOP00000012175
ENSG00000254466	ENST00000530162	ENSCHOP00000009105
ENSG00000254466	ENST00000530162	ENSCHOP00000009945
ENSG00000254466	ENST00000530162	ENSCHOP00000004596
ENSG00000255307	ENST00000530810	
ENSG00000174804	ENST00000531380	
ENSG00000119714	ENST00000531499	
ENSG00000196248	ENST00000531945	
ENSG00000160654	ENST00000532917	ENSCHOP00000009334
ENSG00000213906	ENST00000533293	
ENSG00000226761	ENST00000533467	
ENSG00000256797	ENST00000535540	
ENSG00000137872	ENST00000536845	ENSCHOP00000006234
ENSG00000238243	ENST00000537741	ENSCHOP00000008369
ENSG00000238243	ENST00000537741	ENSCHOP00000010309
ENSG00000104290	ENST00000537916	ENSCHOP00000000485
ENSG00000183269	ENST00000537935	ENSCHOP00000007398
ENSG00000198753	ENST00000538966	
ENSG00000171631	ENST00000540342	
ENSG00000255804	ENST00000540461	ENSCHOP00000010451
ENSG00000183150	ENST00000540510	ENSCHOP00000007167
ENSG00000187554	ENST00000540964	ENSCHOP00000009998
ENSG00000165409	ENST00000541158	
ENSG00000135503	ENST00000541224	ENSCHOP00000000288
ENSG00000128271	ENST00000541988	ENSCHOP00000008967
ENSG00000257019	ENST00000542196	ENSCHOP00000010271
ENSG00000257019	ENST00000542196	ENSCHOP00000005669
ENSG00000257019	ENST00000542196	ENSCHOP00000010712
ENSG00000257019	ENST00000542196	ENSCHOP00000001421
ENSG00000257019	ENST00000542196	ENSCHOP00000004672
ENSG00000255582	ENST00000542433	ENSCHOP00000009424
ENSG00000105281	ENST00000542575	
ENSG00000078589	ENST00000544091	ENSCHOP00000011817
ENSG00000144230	ENST00000544369	
ENSG00000169896	ENST00000544665	ENSCHOP00000002288
ENSG00000183625	ENST00000545097	
ENSG00000255713	ENST00000545221	
ENSG00000101292	ENST00000546004	ENSCHOP00000004422
ENSG00000089041	ENST00000546057	ENSCHOP00000002271
ENSG00000258227	ENST00000546910	ENSCHOP00000010246
ENSG00000258083	ENST00000548136	ENSCHOP00000009209
ENSG00000257115	ENST00000550708	ENSCHOP00000010326
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	
ENSG00000168398	ENST00000554311	
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	
ENSG00000258817	ENST00000555099	ENSCHOP00000000223
ENSG00000258839	ENST00000555147	
