Ensembl Gene ID	Ensembl Transcript ID	Platypus Ensembl Protein ID
ENSG00000162747	ENST00000367964	ENSOANP00000000366
ENSG00000162747	ENST00000367964	ENSOANP00000010878
ENSG00000162747	ENST00000367964	ENSOANP00000000359
ENSG00000203747	ENST00000367969	ENSOANP00000000362
ENSG00000203747	ENST00000367969	ENSOANP00000000366
ENSG00000203747	ENST00000367969	ENSOANP00000010878
ENSG00000203747	ENST00000367969	ENSOANP00000000359
ENSG00000143217	ENST00000368012	ENSOANP00000022964
ENSG00000158769	ENST00000368026	
ENSG00000122223	ENST00000368033	
ENSG00000026751	ENST00000368043	
ENSG00000162739	ENST00000368057	ENSOANP00000026363
ENSG00000162739	ENST00000368057	ENSOANP00000014995
ENSG00000179639	ENST00000368115	
ENSG00000213088	ENST00000368121	
ENSG00000180433	ENST00000368144	
ENSG00000203757	ENST00000368145	
ENSG00000186400	ENST00000368150	
ENSG00000198965	ENST00000368152	ENSOANP00000026634
ENSG00000198965	ENST00000368152	ENSOANP00000025700
ENSG00000158473	ENST00000368171	
ENSG00000163534	ENST00000368176	ENSOANP00000000364
ENSG00000160856	ENST00000368184	ENSOANP00000000364
ENSG00000027644	ENST00000368195	
ENSG00000152894	ENST00000368213	ENSOANP00000023966
ENSG00000173080	ENST00000368318	
ENSG00000160716	ENST00000368476	ENSOANP00000014862
ENSG00000160712	ENST00000368485	
ENSG00000047936	ENST00000368508	ENSOANP00000019734
ENSG00000159164	ENST00000369146	
ENSG00000150337	ENST00000369168	ENSOANP00000025986
ENSG00000043591	ENST00000369295	ENSOANP00000002499
ENSG00000135333	ENST00000369303	ENSOANP00000014218
ENSG00000143127	ENST00000369304	
ENSG00000198019	ENST00000369384	ENSOANP00000025986
ENSG00000116824	ENST00000369478	
ENSG00000118432	ENST00000369501	ENSOANP00000000850
ENSG00000121933	ENST00000369716	ENSOANP00000006729
ENSG00000125522	ENST00000369768	ENSOANP00000007789
ENSG00000166160	ENST00000369929	ENSOANP00000017463
ENSG00000147380	ENST00000369935	ENSOANP00000017463
ENSG00000135312	ENST00000369947	
ENSG00000102076	ENST00000369951	ENSOANP00000017463
ENSG00000101204	ENST00000370263	ENSOANP00000005904
ENSG00000147402	ENST00000370306	
ENSG00000011677	ENST00000370314	ENSOANP00000013911
ENSG00000102287	ENST00000370328	ENSOANP00000013914
ENSG00000101188	ENST00000370501	ENSOANP00000007892
ENSG00000135298	ENST00000370598	ENSOANP00000002594
ENSG00000135298	ENST00000370598	ENSOANP00000002600
ENSG00000102239	ENST00000370648	ENSOANP00000018500
ENSG00000162618	ENST00000370742	ENSOANP00000022939
ENSG00000122420	ENST00000370758	ENSOANP00000007268
ENSG00000137252	ENST00000370862	
ENSG00000185483	ENST00000371079	ENSOANP00000013241
ENSG00000170927	ENST00000371117	ENSOANP00000004966
ENSG00000162604	ENST00000371180	
ENSG00000184292	ENST00000371225	
ENSG00000153292	ENST00000371253	ENSOANP00000013157
ENSG00000186188	ENST00000371483	
ENSG00000176884	ENST00000371553	ENSOANP00000021062
ENSG00000131724	ENST00000371666	ENSOANP00000025330
ENSG00000180772	ENST00000371906	
ENSG00000122375	ENST00000372071	ENSOANP00000016554
ENSG00000148600	ENST00000372117	ENSOANP00000023861
ENSG00000148600	ENST00000372117	ENSOANP00000011880
ENSG00000148600	ENST00000372117	ENSOANP00000027741
ENSG00000117425	ENST00000372192	
ENSG00000101017	ENST00000372285	
ENSG00000117400	ENST00000372470	ENSOANP00000013046
ENSG00000066056	ENST00000372476	ENSOANP00000013044
ENSG00000188828	ENST00000372617	ENSOANP00000006717
ENSG00000124145	ENST00000372733	ENSOANP00000016733
ENSG00000183317	ENST00000373048	ENSOANP00000015327
ENSG00000096264	ENST00000373089	
ENSG00000163873	ENST00000373091	ENSOANP00000003266
ENSG00000119535	ENST00000373103	ENSOANP00000003268
ENSG00000095970	ENST00000373113	ENSOANP00000022344
ENSG00000161911	ENST00000373127	ENSOANP00000018213
ENSG00000196090	ENST00000373187	ENSOANP00000023748
ENSG00000196090	ENST00000373187	ENSOANP00000023754
ENSG00000106991	ENST00000373203	
ENSG00000112164	ENST00000373256	ENSOANP00000020797
ENSG00000173198	ENST00000373304	ENSOANP00000020042
ENSG00000075073	ENST00000373306	ENSOANP00000014155
ENSG00000188394	ENST00000373642	ENSOANP00000013012
ENSG00000121753	ENST00000373658	ENSOANP00000019556
ENSG00000148215	ENST00000373680	
ENSG00000171501	ENST00000373688	ENSOANP00000018734
ENSG00000186810	ENST00000373691	
ENSG00000181773	ENST00000374024	ENSOANP00000004544
ENSG00000124493	ENST00000374181	ENSOANP00000023366
ENSG00000147168	ENST00000374202	
ENSG00000182749	ENST00000374296	
ENSG00000204174	ENST00000374312	ENSOANP00000019936
ENSG00000096433	ENST00000374316	ENSOANP00000017849
ENSG00000198121	ENST00000374431	ENSOANP00000011107
ENSG00000030304	ENST00000374448	ENSOANP00000011101
ENSG00000188822	ENST00000374472	ENSOANP00000010910
ENSG00000101000	ENST00000374477	ENSOANP00000023903
ENSG00000186912	ENST00000374519	
ENSG00000204217	ENST00000374580	ENSOANP00000019463
ENSG00000133216	ENST00000374632	ENSOANP00000025815
ENSG00000177283	ENST00000374694	
ENSG00000131080	ENST00000374719	
ENSG00000165029	ENST00000374736	ENSOANP00000004495
ENSG00000255800	ENST00000374779	
ENSG00000204246	ENST00000374781	
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSOANP00000023412
ENSG00000204293	ENST00000375013	
ENSG00000236981	ENST00000375024	ENSOANP00000017051
ENSG00000204305	ENST00000375076	ENSOANP00000006987
ENSG00000204345	ENST00000375352	ENSOANP00000005219
ENSG00000179002	ENST00000375371	ENSOANP00000000889
ENSG00000169071	ENST00000375708	
ENSG00000204420	ENST00000375806	
ENSG00000148053	ENST00000376214	ENSOANP00000006403
ENSG00000028137	ENST00000376259	ENSOANP00000028137
ENSG00000080031	ENST00000376350	
ENSG00000151025	ENST00000376351	ENSOANP00000009585
ENSG00000169508	ENST00000376414	ENSOANP00000023097
ENSG00000204580	ENST00000376575	ENSOANP00000017419
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSOANP00000013089
ENSG00000178726	ENST00000377103	ENSOANP00000023888
ENSG00000204687	ENST00000377127	ENSOANP00000009314
ENSG00000204687	ENST00000377127	ENSOANP00000023893
ENSG00000204687	ENST00000377127	ENSOANP00000019328
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	ENSOANP00000009502
ENSG00000204694	ENST00000377148	
ENSG00000243729	ENST00000377154	ENSOANP00000027545
ENSG00000204695	ENST00000377160	ENSOANP00000025313
ENSG00000204695	ENST00000377160	ENSOANP00000028644
ENSG00000204695	ENST00000377160	ENSOANP00000024998
ENSG00000204695	ENST00000377160	ENSOANP00000020620
ENSG00000204695	ENST00000377160	ENSOANP00000022566
ENSG00000204695	ENST00000377160	ENSOANP00000026186
ENSG00000204695	ENST00000377160	ENSOANP00000018127
ENSG00000204695	ENST00000377160	ENSOANP00000026098
ENSG00000204695	ENST00000377160	ENSOANP00000028223
ENSG00000204695	ENST00000377160	ENSOANP00000025662
ENSG00000204695	ENST00000377160	ENSOANP00000003099
ENSG00000204695	ENST00000377160	ENSOANP00000026725
ENSG00000204695	ENST00000377160	ENSOANP00000025913
ENSG00000204695	ENST00000377160	ENSOANP00000016290
ENSG00000204695	ENST00000377160	ENSOANP00000018676
ENSG00000204695	ENST00000377160	ENSOANP00000005291
ENSG00000204695	ENST00000377160	ENSOANP00000026518
ENSG00000204695	ENST00000377160	ENSOANP00000017060
ENSG00000204695	ENST00000377160	ENSOANP00000021619
ENSG00000204695	ENST00000377160	ENSOANP00000026041
ENSG00000204695	ENST00000377160	ENSOANP00000028224
ENSG00000204695	ENST00000377160	ENSOANP00000019153
ENSG00000204695	ENST00000377160	ENSOANP00000005502
ENSG00000204695	ENST00000377160	ENSOANP00000027248
ENSG00000204695	ENST00000377160	ENSOANP00000015078
ENSG00000204695	ENST00000377160	ENSOANP00000018233
ENSG00000204695	ENST00000377160	ENSOANP00000021723
ENSG00000204695	ENST00000377160	ENSOANP00000028285
ENSG00000204695	ENST00000377160	ENSOANP00000026426
ENSG00000204695	ENST00000377160	ENSOANP00000026187
ENSG00000204695	ENST00000377160	ENSOANP00000006760
ENSG00000204695	ENST00000377160	ENSOANP00000028256
ENSG00000204695	ENST00000377160	ENSOANP00000028391
ENSG00000204695	ENST00000377160	ENSOANP00000027713
ENSG00000204695	ENST00000377160	ENSOANP00000008552
ENSG00000204695	ENST00000377160	ENSOANP00000002728
ENSG00000204695	ENST00000377160	ENSOANP00000011905
ENSG00000204695	ENST00000377160	ENSOANP00000017341
ENSG00000204695	ENST00000377160	ENSOANP00000008540
ENSG00000204695	ENST00000377160	ENSOANP00000010644
ENSG00000204701	ENST00000377169	ENSOANP00000026458
ENSG00000204702	ENST00000377171	ENSOANP00000026458
ENSG00000204703	ENST00000377173	ENSOANP00000016865
ENSG00000204704	ENST00000377175	
ENSG00000113749	ENST00000377291	ENSOANP00000014846
ENSG00000180758	ENST00000377411	ENSOANP00000002250
ENSG00000049249	ENST00000377507	ENSOANP00000006393
ENSG00000204882	ENST00000377741	ENSOANP00000015488
ENSG00000215788	ENST00000377782	ENSOANP00000013664
ENSG00000158292	ENST00000377893	ENSOANP00000011357
ENSG00000158292	ENST00000377893	ENSOANP00000025032
ENSG00000168828	ENST00000377981	
ENSG00000077943	ENST00000378076	ENSOANP00000007021
ENSG00000171659	ENST00000378142	ENSOANP00000017859
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	
ENSG00000139679	ENST00000378434	
ENSG00000182220	ENST00000378438	ENSOANP00000017871
ENSG00000187730	ENST00000378585	
ENSG00000134569	ENST00000378623	ENSOANP00000003104
ENSG00000162881	ENST00000378661	
ENSG00000102468	ENST00000378688	ENSOANP00000024516
ENSG00000169306	ENST00000378993	ENSOANP00000010794
ENSG00000205213	ENST00000379214	ENSOANP00000011752
ENSG00000186827	ENST00000379236	
ENSG00000165186	ENST00000379361	ENSOANP00000016892
ENSG00000171873	ENST00000379453	
ENSG00000138741	ENST00000379645	ENSOANP00000023811
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	ENSOANP00000018826
ENSG00000205328	ENST00000379665	ENSOANP00000026165
ENSG00000205328	ENST00000379665	ENSOANP00000013224
ENSG00000205328	ENST00000379665	ENSOANP00000017671
ENSG00000205328	ENST00000379665	ENSOANP00000018035
ENSG00000205328	ENST00000379665	ENSOANP00000000953
ENSG00000205328	ENST00000379665	ENSOANP00000019016
ENSG00000205328	ENST00000379665	ENSOANP00000025086
ENSG00000205328	ENST00000379665	ENSOANP00000005797
ENSG00000205329	ENST00000379667	ENSOANP00000018826
ENSG00000205329	ENST00000379667	ENSOANP00000026165
ENSG00000205329	ENST00000379667	ENSOANP00000013224
ENSG00000205329	ENST00000379667	ENSOANP00000017671
ENSG00000205329	ENST00000379667	ENSOANP00000018035
ENSG00000205329	ENST00000379667	ENSOANP00000000953
ENSG00000205329	ENST00000379667	ENSOANP00000019016
ENSG00000205329	ENST00000379667	ENSOANP00000025086
ENSG00000205329	ENST00000379667	ENSOANP00000005797
ENSG00000205330	ENST00000379668	ENSOANP00000018826
ENSG00000205330	ENST00000379668	ENSOANP00000026165
ENSG00000205330	ENST00000379668	ENSOANP00000013224
ENSG00000205330	ENST00000379668	ENSOANP00000017671
ENSG00000205330	ENST00000379668	ENSOANP00000018035
ENSG00000205330	ENST00000379668	ENSOANP00000000953
ENSG00000205330	ENST00000379668	ENSOANP00000019016
ENSG00000205330	ENST00000379668	ENSOANP00000025086
ENSG00000205330	ENST00000379668	ENSOANP00000005797
ENSG00000170782	ENST00000379829	ENSOANP00000016084
ENSG00000173698	ENST00000379869	ENSOANP00000006388
ENSG00000134460	ENST00000379959	ENSOANP00000024326
ENSG00000178015	ENST00000380007	
ENSG00000120156	ENST00000380036	ENSOANP00000020901
ENSG00000167359	ENST00000380211	
ENSG00000176239	ENST00000380219	
ENSG00000183251	ENST00000380224	
ENSG00000126010	ENST00000380289	ENSOANP00000004068
ENSG00000182070	ENST00000380367	
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSOANP00000022122
ENSG00000205495	ENST00000380370	ENSOANP00000018003
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000176900	ENST00000380378	
ENSG00000132670	ENST00000380393	ENSOANP00000008701
ENSG00000120907	ENST00000380586	ENSOANP00000024921
ENSG00000196664	ENST00000380659	ENSOANP00000004155
ENSG00000139514	ENST00000380752	ENSOANP00000013809
ENSG00000146938	ENST00000381095	ENSOANP00000006420
ENSG00000153707	ENST00000381196	ENSOANP00000002375
ENSG00000182162	ENST00000381297	ENSOANP00000017513
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSOANP00000015995
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	
ENSG00000172150	ENST00000381951	
ENSG00000159110	ENST00000382241	ENSOANP00000003841
ENSG00000155269	ENST00000382487	ENSOANP00000012810
ENSG00000186090	ENST00000382489	
ENSG00000112902	ENST00000382496	ENSOANP00000018360
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSOANP00000009502
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	
ENSG00000230301	ENST00000383696	
ENSG00000205336	ENST00000388812	ENSOANP00000007423
ENSG00000136011	ENST00000388887	ENSOANP00000008838
ENSG00000156886	ENST00000389202	ENSOANP00000012202
ENSG00000156886	ENST00000389202	ENSOANP00000017061
ENSG00000156886	ENST00000389202	ENSOANP00000010388
ENSG00000196811	ENST00000389494	ENSOANP00000020491
ENSG00000080224	ENST00000389672	ENSOANP00000012014
ENSG00000174948	ENST00000389740	ENSOANP00000015182
ENSG00000006071	ENST00000389817	ENSOANP00000012233
ENSG00000184350	ENST00000389832	ENSOANP00000009314
ENSG00000184350	ENST00000389832	ENSOANP00000023893
ENSG00000184350	ENST00000389832	ENSOANP00000019328
ENSG00000212807	ENST00000391496	ENSOANP00000027676
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	
ENSG00000186818	ENST00000391736	
ENSG00000167613	ENST00000391742	
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSOANP00000019527
ENSG00000064989	ENST00000392370	ENSOANP00000026465
ENSG00000197177	ENST00000392607	ENSOANP00000012521
ENSG00000007312	ENST00000392795	ENSOANP00000025405
ENSG00000213215	ENST00000392899	
ENSG00000106123	ENST00000392957	ENSOANP00000019829
ENSG00000106278	ENST00000393386	
ENSG00000114554	ENST00000393409	ENSOANP00000015107
ENSG00000175591	ENST00000393597	ENSOANP00000022819
ENSG00000184845	ENST00000393752	
ENSG00000144847	ENST00000393775	
ENSG00000145864	ENST00000393959	ENSOANP00000005725
ENSG00000156920	ENST00000394143	ENSOANP00000018501
ENSG00000179626	ENST00000394256	
ENSG00000186867	ENST00000394427	ENSOANP00000023798
ENSG00000119737	ENST00000394705	
ENSG00000188372	ENST00000394857	
ENSG00000164082	ENST00000395052	ENSOANP00000009192
ENSG00000172772	ENST00000395079	
ENSG00000137868	ENST00000395105	ENSOANP00000022713
ENSG00000137868	ENST00000395105	ENSOANP00000016165
ENSG00000181619	ENST00000395116	
ENSG00000165215	ENST00000395145	ENSOANP00000019990
ENSG00000126777	ENST00000395309	ENSOANP00000028399
ENSG00000126777	ENST00000395309	ENSOANP00000003013
ENSG00000197471	ENST00000395389	
ENSG00000077238	ENST00000395762	ENSOANP00000026520
ENSG00000150093	ENST00000396033	ENSOANP00000009657
ENSG00000179826	ENST00000396275	ENSOANP00000009314
ENSG00000179826	ENST00000396275	ENSOANP00000023893
ENSG00000179826	ENST00000396275	ENSOANP00000019328
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	ENSOANP00000011389
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	ENSOANP00000011895
ENSG00000167332	ENST00000396950	
ENSG00000180785	ENST00000396952	ENSOANP00000000223
ENSG00000115232	ENST00000397033	ENSOANP00000005765
ENSG00000164849	ENST00000397095	ENSOANP00000016910
ENSG00000125245	ENST00000397473	ENSOANP00000008697
ENSG00000125245	ENST00000397473	ENSOANP00000022254
ENSG00000162009	ENST00000397547	ENSOANP00000015333
ENSG00000197646	ENST00000397747	ENSOANP00000015994
ENSG00000134160	ENST00000397795	ENSOANP00000016440
ENSG00000160255	ENST00000397852	ENSOANP00000027208
ENSG00000154928	ENST00000398015	ENSOANP00000021432
ENSG00000152558	ENST00000398136	
ENSG00000120088	ENST00000398285	ENSOANP00000000454
ENSG00000127418	ENST00000398484	ENSOANP00000000414
ENSG00000184012	ENST00000398585	ENSOANP00000010278
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	
ENSG00000215764	ENST00000400875	
ENSG00000112486	ENST00000400926	
ENSG00000111886	ENST00000402938	ENSOANP00000000842
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSOANP00000019566
ENSG00000100368	ENST00000403662	ENSOANP00000016070
ENSG00000179915	ENST00000404971	ENSOANP00000022894
ENSG00000164199	ENST00000405460	ENSOANP00000017536
ENSG00000164199	ENST00000405460	ENSOANP00000017537
ENSG00000132975	ENST00000405846	ENSOANP00000014411
ENSG00000170820	ENST00000406846	
ENSG00000183671	ENST00000407325	ENSOANP00000025000
ENSG00000064547	ENST00000407877	
ENSG00000120903	ENST00000407991	
ENSG00000221882	ENST00000408891	ENSOANP00000000595
ENSG00000221882	ENST00000408891	ENSOANP00000028797
ENSG00000221888	ENST00000408896	
ENSG00000221933	ENST00000408898	ENSOANP00000027676
ENSG00000221938	ENST00000408899	ENSOANP00000027676
ENSG00000221836	ENST00000408906	ENSOANP00000027676
ENSG00000221996	ENST00000408920	
ENSG00000221813	ENST00000408922	
ENSG00000221977	ENST00000408935	ENSOANP00000017050
ENSG00000221858	ENST00000408949	ENSOANP00000027676
ENSG00000221970	ENST00000408951	ENSOANP00000027676
ENSG00000221910	ENST00000408955	
ENSG00000221989	ENST00000408979	ENSOANP00000027676
ENSG00000091409	ENST00000409080	ENSOANP00000013685
ENSG00000222040	ENST00000409345	
ENSG00000121966	ENST00000409817	ENSOANP00000012716
ENSG00000115594	ENST00000410023	ENSOANP00000017691
ENSG00000115604	ENST00000410040	ENSOANP00000019368
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	ENSOANP00000021323
ENSG00000020181	ENST00000412232	
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	ENSOANP00000012047
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSOANP00000005720
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	ENSOANP00000017509
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSOANP00000014122
ENSG00000168959	ENST00000418177	ENSOANP00000014121
ENSG00000225781	ENST00000418316	ENSOANP00000015250
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSOANP00000016505
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	ENSOANP00000027124
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSOANP00000016348
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSOANP00000009415
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	ENSOANP00000026634
ENSG00000196184	ENST00000423932	ENSOANP00000025700
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSOANP00000019288
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSOANP00000005151
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	ENSOANP00000017430
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	ENSOANP00000013202
ENSG00000204632	ENST00000428701	ENSOANP00000023672
ENSG00000204632	ENST00000428701	ENSOANP00000006672
ENSG00000026508	ENST00000428726	ENSOANP00000011764
ENSG00000170929	ENST00000429566	ENSOANP00000008136
ENSG00000170929	ENST00000429566	ENSOANP00000015549
ENSG00000170929	ENST00000429566	ENSOANP00000012364
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	ENSOANP00000002059
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	ENSOANP00000017051
ENSG00000180720	ENST00000433765	ENSOANP00000020261
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSOANP00000023031
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSOANP00000018078
ENSG00000147145	ENST00000435339	
ENSG00000135218	ENST00000435819	ENSOANP00000005521
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSOANP00000016370
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSOANP00000001553
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSOANP00000010838
ENSG00000241106	ENST00000438763	
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSOANP00000019818
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSOANP00000006308
ENSG00000081237	ENST00000442510	ENSOANP00000022603
ENSG00000187323	ENST00000442544	ENSOANP00000002860
ENSG00000144648	ENST00000442925	
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSOANP00000007049
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSOANP00000007955
ENSG00000152034	ENST00000445970	ENSOANP00000014239
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	ENSOANP00000012608
ENSG00000091181	ENST00000446632	ENSOANP00000024198
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSOANP00000008659
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	
ENSG00000232268	ENST00000450052	
ENSG00000187764	ENST00000450295	ENSOANP00000007245
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSOANP00000013155
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSOANP00000029055
ENSG00000182168	ENST00000453304	ENSOANP00000029056
ENSG00000175344	ENST00000454250	ENSOANP00000024048
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSOANP00000000845
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	ENSOANP00000022841
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	ENSOANP00000010394
ENSG00000145888	ENST00000455880	ENSOANP00000008110
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	
ENSG00000230178	ENST00000456475	ENSOANP00000017430
ENSG00000228198	ENST00000456743	
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSOANP00000000755
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSOANP00000016192
ENSG00000151577	ENST00000460779	
ENSG00000175697	ENST00000464295	
ENSG00000101850	ENST00000467482	ENSOANP00000015382
ENSG00000106113	ENST00000471646	ENSOANP00000012868
ENSG00000144724	ENST00000474889	ENSOANP00000009563
ENSG00000179921	ENST00000479077	
ENSG00000112195	ENST00000483722	ENSOANP00000022343
ENSG00000185008	ENST00000487694	ENSOANP00000015081
ENSG00000185008	ENST00000487694	ENSOANP00000015083
ENSG00000185008	ENST00000487694	ENSOANP00000028039
ENSG00000243896	ENST00000493325	ENSOANP00000027676
