Ensembl Gene ID	Ensembl Transcript ID	Horse Ensembl Protein ID
ENSG00000133067	ENST00000367278	ENSECAP00000010010
ENSG00000170075	ENST00000367282	ENSECAP00000016884
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	ENSECAP00000017258
ENSG00000143324	ENST00000367590	ENSECAP00000013687
ENSG00000112414	ENST00000367609	ENSECAP00000013011
ENSG00000203737	ENST00000367685	
ENSG00000027697	ENST00000367739	ENSECAP00000007472
ENSG00000143147	ENST00000367838	ENSECAP00000017441
ENSG00000143167	ENST00000367868	ENSECAP00000000236
ENSG00000162733	ENST00000367922	ENSECAP00000008980
ENSG00000162747	ENST00000367964	ENSECAP00000005110
ENSG00000203747	ENST00000367969	ENSECAP00000005110
ENSG00000143217	ENST00000368012	ENSECAP00000013912
ENSG00000158769	ENST00000368026	ENSECAP00000016301
ENSG00000122223	ENST00000368033	ENSECAP00000019934
ENSG00000026751	ENST00000368043	ENSECAP00000010634
ENSG00000162739	ENST00000368057	ENSECAP00000018512
ENSG00000179639	ENST00000368115	ENSECAP00000006700
ENSG00000213088	ENST00000368121	ENSECAP00000000556
ENSG00000180433	ENST00000368144	ENSECAP00000002127
ENSG00000203757	ENST00000368145	ENSECAP00000002339
ENSG00000186400	ENST00000368150	ENSECAP00000002682
ENSG00000186400	ENST00000368150	ENSECAP00000002785
ENSG00000198965	ENST00000368152	ENSECAP00000005203
ENSG00000198965	ENST00000368152	ENSECAP00000004651
ENSG00000158473	ENST00000368171	ENSECAP00000010324
ENSG00000163534	ENST00000368176	ENSECAP00000001982
ENSG00000160856	ENST00000368184	ENSECAP00000007996
ENSG00000027644	ENST00000368195	ENSECAP00000012547
ENSG00000152894	ENST00000368213	ENSECAP00000005913
ENSG00000173080	ENST00000368318	ENSECAP00000005303
ENSG00000160716	ENST00000368476	
ENSG00000160712	ENST00000368485	ENSECAP00000021528
ENSG00000047936	ENST00000368508	ENSECAP00000021339
ENSG00000159164	ENST00000369146	ENSECAP00000005815
ENSG00000150337	ENST00000369168	ENSECAP00000012162
ENSG00000043591	ENST00000369295	
ENSG00000135333	ENST00000369303	ENSECAP00000019703
ENSG00000143127	ENST00000369304	ENSECAP00000006990
ENSG00000198019	ENST00000369384	ENSECAP00000012162
ENSG00000116824	ENST00000369478	ENSECAP00000017053
ENSG00000118432	ENST00000369501	ENSECAP00000010292
ENSG00000121933	ENST00000369716	ENSECAP00000016067
ENSG00000125522	ENST00000369768	ENSECAP00000003341
ENSG00000166160	ENST00000369929	ENSECAP00000016460
ENSG00000147380	ENST00000369935	ENSECAP00000016460
ENSG00000135312	ENST00000369947	
ENSG00000102076	ENST00000369951	ENSECAP00000016460
ENSG00000101204	ENST00000370263	ENSECAP00000013676
ENSG00000147402	ENST00000370306	ENSECAP00000013369
ENSG00000011677	ENST00000370314	ENSECAP00000009490
ENSG00000102287	ENST00000370328	ENSECAP00000007523
ENSG00000101188	ENST00000370501	ENSECAP00000016825
ENSG00000135298	ENST00000370598	ENSECAP00000006609
ENSG00000102239	ENST00000370648	ENSECAP00000006736
ENSG00000162618	ENST00000370742	ENSECAP00000004647
ENSG00000122420	ENST00000370758	ENSECAP00000008462
ENSG00000137252	ENST00000370862	ENSECAP00000021801
ENSG00000185483	ENST00000371079	ENSECAP00000021597
ENSG00000170927	ENST00000371117	ENSECAP00000020775
ENSG00000162604	ENST00000371180	ENSECAP00000012649
ENSG00000184292	ENST00000371225	
ENSG00000153292	ENST00000371253	ENSECAP00000009183
ENSG00000186188	ENST00000371483	ENSECAP00000015932
ENSG00000176884	ENST00000371553	ENSECAP00000022237
ENSG00000131724	ENST00000371666	ENSECAP00000016953
ENSG00000180772	ENST00000371906	ENSECAP00000016387
ENSG00000122375	ENST00000372071	ENSECAP00000008904
ENSG00000148600	ENST00000372117	ENSECAP00000007629
ENSG00000117425	ENST00000372192	ENSECAP00000000430
ENSG00000101017	ENST00000372285	ENSECAP00000014907
ENSG00000117400	ENST00000372470	ENSECAP00000014725
ENSG00000066056	ENST00000372476	ENSECAP00000005046
ENSG00000188828	ENST00000372617	ENSECAP00000010085
ENSG00000124145	ENST00000372733	ENSECAP00000017943
ENSG00000183317	ENST00000373048	ENSECAP00000020529
ENSG00000096264	ENST00000373089	ENSECAP00000016445
ENSG00000163873	ENST00000373091	ENSECAP00000008903
ENSG00000119535	ENST00000373103	ENSECAP00000011394
ENSG00000095970	ENST00000373113	ENSECAP00000012909
ENSG00000161911	ENST00000373127	ENSECAP00000010371
ENSG00000196090	ENST00000373187	ENSECAP00000019228
ENSG00000106991	ENST00000373203	ENSECAP00000018048
ENSG00000112164	ENST00000373256	ENSECAP00000014791
ENSG00000173198	ENST00000373304	ENSECAP00000005147
ENSG00000075073	ENST00000373306	ENSECAP00000006699
ENSG00000188394	ENST00000373642	
ENSG00000121753	ENST00000373658	ENSECAP00000008365
ENSG00000148215	ENST00000373680	ENSECAP00000001193
ENSG00000171501	ENST00000373688	ENSECAP00000002191
ENSG00000171501	ENST00000373688	ENSECAP00000016810
ENSG00000186810	ENST00000373691	ENSECAP00000020988
ENSG00000181773	ENST00000374024	ENSECAP00000003825
ENSG00000124493	ENST00000374181	ENSECAP00000014430
ENSG00000147168	ENST00000374202	ENSECAP00000014310
ENSG00000182749	ENST00000374296	ENSECAP00000003923
ENSG00000204174	ENST00000374312	ENSECAP00000002911
ENSG00000096433	ENST00000374316	ENSECAP00000007443
ENSG00000198121	ENST00000374431	ENSECAP00000014255
ENSG00000030304	ENST00000374448	ENSECAP00000008277
ENSG00000188822	ENST00000374472	ENSECAP00000003943
ENSG00000101000	ENST00000374477	ENSECAP00000021910
ENSG00000186912	ENST00000374519	
ENSG00000204217	ENST00000374580	ENSECAP00000022713
ENSG00000133216	ENST00000374632	ENSECAP00000010161
ENSG00000177283	ENST00000374694	ENSECAP00000004071
ENSG00000131080	ENST00000374719	ENSECAP00000022843
ENSG00000165029	ENST00000374736	ENSECAP00000008591
ENSG00000255800	ENST00000374779	ENSECAP00000002863
ENSG00000204246	ENST00000374781	ENSECAP00000002165
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	ENSECAP00000007413
ENSG00000237541	ENST00000374940	ENSECAP00000021755
ENSG00000237541	ENST00000374940	ENSECAP00000004800
ENSG00000106799	ENST00000374994	ENSECAP00000003921
ENSG00000204293	ENST00000375013	ENSECAP00000002498
ENSG00000204293	ENST00000375013	ENSECAP00000002261
ENSG00000236981	ENST00000375024	ENSECAP00000001165
ENSG00000236981	ENST00000375024	ENSECAP00000001110
ENSG00000236981	ENST00000375024	ENSECAP00000005140
ENSG00000236981	ENST00000375024	ENSECAP00000001251
ENSG00000236981	ENST00000375024	ENSECAP00000001364
ENSG00000204305	ENST00000375076	ENSECAP00000018527
ENSG00000204345	ENST00000375352	ENSECAP00000007225
ENSG00000179002	ENST00000375371	
ENSG00000169071	ENST00000375708	ENSECAP00000019929
ENSG00000204420	ENST00000375806	ENSECAP00000019809
ENSG00000148053	ENST00000376214	ENSECAP00000010149
ENSG00000028137	ENST00000376259	ENSECAP00000010485
ENSG00000080031	ENST00000376350	ENSECAP00000007528
ENSG00000151025	ENST00000376351	ENSECAP00000004369
ENSG00000169508	ENST00000376414	ENSECAP00000020878
ENSG00000204580	ENST00000376575	ENSECAP00000016651
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSECAP00000008138
ENSG00000178726	ENST00000377103	ENSECAP00000003584
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	ENSECAP00000005169
ENSG00000204688	ENST00000377136	ENSECAP00000005054
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	ENSECAP00000004822
ENSG00000204694	ENST00000377148	ENSECAP00000004231
ENSG00000243729	ENST00000377154	ENSECAP00000003924
ENSG00000204695	ENST00000377160	ENSECAP00000003852
ENSG00000204701	ENST00000377169	ENSECAP00000002775
ENSG00000204701	ENST00000377169	ENSECAP00000002628
ENSG00000204701	ENST00000377169	ENSECAP00000004495
ENSG00000204701	ENST00000377169	ENSECAP00000004536
ENSG00000204701	ENST00000377169	ENSECAP00000004516
ENSG00000204702	ENST00000377171	ENSECAP00000002409
ENSG00000204702	ENST00000377171	ENSECAP00000002708
ENSG00000204703	ENST00000377173	ENSECAP00000003381
ENSG00000204703	ENST00000377173	ENSECAP00000003117
ENSG00000204704	ENST00000377175	ENSECAP00000001970
ENSG00000113749	ENST00000377291	ENSECAP00000014246
ENSG00000180758	ENST00000377411	ENSECAP00000019103
ENSG00000049249	ENST00000377507	ENSECAP00000014871
ENSG00000204882	ENST00000377741	ENSECAP00000004194
ENSG00000215788	ENST00000377782	ENSECAP00000016802
ENSG00000158292	ENST00000377893	ENSECAP00000022196
ENSG00000168828	ENST00000377981	ENSECAP00000002626
ENSG00000077943	ENST00000378076	ENSECAP00000011756
ENSG00000171659	ENST00000378142	ENSECAP00000002279
ENSG00000205029	ENST00000378396	ENSECAP00000005156
ENSG00000205030	ENST00000378397	
ENSG00000139679	ENST00000378434	ENSECAP00000003368
ENSG00000182220	ENST00000378438	ENSECAP00000017513
ENSG00000187730	ENST00000378585	ENSECAP00000016762
ENSG00000134569	ENST00000378623	ENSECAP00000021146
ENSG00000162881	ENST00000378661	
ENSG00000102468	ENST00000378688	ENSECAP00000021729
ENSG00000169306	ENST00000378993	ENSECAP00000013884
ENSG00000205213	ENST00000379214	ENSECAP00000011421
ENSG00000186827	ENST00000379236	ENSECAP00000017475
ENSG00000165186	ENST00000379361	ENSECAP00000007507
ENSG00000171873	ENST00000379453	ENSECAP00000003536
ENSG00000138741	ENST00000379645	ENSECAP00000020783
ENSG00000205327	ENST00000379662	ENSECAP00000004289
ENSG00000205328	ENST00000379665	ENSECAP00000004224
ENSG00000205329	ENST00000379667	ENSECAP00000002610
ENSG00000205330	ENST00000379668	ENSECAP00000004159
ENSG00000205330	ENST00000379668	ENSECAP00000004047
ENSG00000205330	ENST00000379668	ENSECAP00000003438
ENSG00000205330	ENST00000379668	ENSECAP00000003987
ENSG00000205330	ENST00000379668	ENSECAP00000002639
ENSG00000205330	ENST00000379668	ENSECAP00000003281
ENSG00000170782	ENST00000379829	ENSECAP00000003328
ENSG00000173698	ENST00000379869	ENSECAP00000021240
ENSG00000134460	ENST00000379959	ENSECAP00000015713
ENSG00000178015	ENST00000380007	ENSECAP00000022356
ENSG00000120156	ENST00000380036	ENSECAP00000014782
ENSG00000167359	ENST00000380211	ENSECAP00000001767
ENSG00000176239	ENST00000380219	ENSECAP00000000978
ENSG00000183251	ENST00000380224	ENSECAP00000000843
ENSG00000126010	ENST00000380289	ENSECAP00000012975
ENSG00000182070	ENST00000380367	ENSECAP00000000591
ENSG00000182070	ENST00000380367	ENSECAP00000000710
ENSG00000182070	ENST00000380367	ENSECAP00000000574
ENSG00000182070	ENST00000380367	ENSECAP00000000667
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSECAP00000020075
ENSG00000205495	ENST00000380370	ENSECAP00000020051
ENSG00000205495	ENST00000380370	ENSECAP00000020063
ENSG00000205495	ENST00000380370	ENSECAP00000020045
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000176900	ENST00000380378	ENSECAP00000001576
ENSG00000132670	ENST00000380393	ENSECAP00000009347
ENSG00000120907	ENST00000380586	ENSECAP00000013508
ENSG00000196664	ENST00000380659	ENSECAP00000005855
ENSG00000139514	ENST00000380752	ENSECAP00000013361
ENSG00000146938	ENST00000381095	ENSECAP00000000673
ENSG00000153707	ENST00000381196	ENSECAP00000008863
ENSG00000182162	ENST00000381297	
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSECAP00000014003
ENSG00000205809	ENST00000381902	ENSECAP00000020588
ENSG00000205809	ENST00000381902	ENSECAP00000019289
ENSG00000134539	ENST00000381907	
ENSG00000172150	ENST00000381951	ENSECAP00000001603
ENSG00000159110	ENST00000382241	ENSECAP00000005151
ENSG00000159110	ENST00000382241	ENSECAP00000002399
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	
ENSG00000112902	ENST00000382496	ENSECAP00000014081
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSECAP00000001810
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSECAP00000004197
ENSG00000168787	ENST00000383555	ENSECAP00000004273
ENSG00000168787	ENST00000383555	ENSECAP00000004458
ENSG00000168787	ENST00000383555	ENSECAP00000004116
ENSG00000168787	ENST00000383555	ENSECAP00000004141
ENSG00000168787	ENST00000383555	ENSECAP00000004728
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	ENSECAP00000005207
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSECAP00000001236
ENSG00000206536	ENST00000383695	ENSECAP00000004052
ENSG00000230301	ENST00000383696	ENSECAP00000003918
ENSG00000230301	ENST00000383696	ENSECAP00000001281
ENSG00000230301	ENST00000383696	ENSECAP00000004814
ENSG00000230301	ENST00000383696	ENSECAP00000004074
ENSG00000230301	ENST00000383696	ENSECAP00000003926
ENSG00000230301	ENST00000383696	ENSECAP00000003837
ENSG00000230301	ENST00000383696	ENSECAP00000003968
ENSG00000205336	ENST00000388812	ENSECAP00000019176
ENSG00000136011	ENST00000388887	ENSECAP00000012976
ENSG00000156886	ENST00000389202	ENSECAP00000012459
ENSG00000196811	ENST00000389494	ENSECAP00000002998
ENSG00000080224	ENST00000389672	ENSECAP00000019319
ENSG00000174948	ENST00000389740	ENSECAP00000007037
ENSG00000006071	ENST00000389817	ENSECAP00000018853
ENSG00000184350	ENST00000389832	
ENSG00000212807	ENST00000391496	ENSECAP00000018845
ENSG00000212807	ENST00000391496	ENSECAP00000005278
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	ENSECAP00000014906
ENSG00000167633	ENST00000391728	ENSECAP00000008147
ENSG00000186818	ENST00000391736	
ENSG00000167613	ENST00000391742	ENSECAP00000008209
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSECAP00000004420
ENSG00000064989	ENST00000392370	ENSECAP00000011151
ENSG00000197177	ENST00000392607	ENSECAP00000000047
ENSG00000007312	ENST00000392795	ENSECAP00000007054
ENSG00000213215	ENST00000392899	ENSECAP00000002747
ENSG00000213215	ENST00000392899	ENSECAP00000003225
ENSG00000213215	ENST00000392899	ENSECAP00000002163
ENSG00000213215	ENST00000392899	ENSECAP00000003331
ENSG00000106123	ENST00000392957	ENSECAP00000006644
ENSG00000106278	ENST00000393386	ENSECAP00000009622
ENSG00000114554	ENST00000393409	ENSECAP00000000016
ENSG00000175591	ENST00000393597	ENSECAP00000008428
ENSG00000184845	ENST00000393752	ENSECAP00000009417
ENSG00000144847	ENST00000393775	ENSECAP00000008013
ENSG00000145864	ENST00000393959	ENSECAP00000014819
ENSG00000156920	ENST00000394143	
ENSG00000179626	ENST00000394256	ENSECAP00000004382
ENSG00000179626	ENST00000394256	ENSECAP00000004247
ENSG00000186867	ENST00000394427	ENSECAP00000008712
ENSG00000119737	ENST00000394705	ENSECAP00000002156
ENSG00000188372	ENST00000394857	ENSECAP00000006948
ENSG00000164082	ENST00000395052	ENSECAP00000007430
ENSG00000172772	ENST00000395079	ENSECAP00000004982
ENSG00000137868	ENST00000395105	ENSECAP00000014883
ENSG00000181619	ENST00000395116	
ENSG00000165215	ENST00000395145	
ENSG00000126777	ENST00000395309	ENSECAP00000014223
ENSG00000197471	ENST00000395389	ENSECAP00000006807
ENSG00000077238	ENST00000395762	ENSECAP00000019165
ENSG00000150093	ENST00000396033	ENSECAP00000020201
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	ENSECAP00000020539
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	ENSECAP00000003301
ENSG00000167332	ENST00000396950	ENSECAP00000006588
ENSG00000180785	ENST00000396952	ENSECAP00000000734
ENSG00000115232	ENST00000397033	ENSECAP00000009001
ENSG00000164849	ENST00000397095	ENSECAP00000000939
ENSG00000125245	ENST00000397473	ENSECAP00000020864
ENSG00000162009	ENST00000397547	ENSECAP00000003469
ENSG00000197646	ENST00000397747	ENSECAP00000018052
ENSG00000134160	ENST00000397795	ENSECAP00000006895
ENSG00000160255	ENST00000397852	ENSECAP00000021220
ENSG00000154928	ENST00000398015	ENSECAP00000011511
ENSG00000154928	ENST00000398015	ENSECAP00000011695
ENSG00000152558	ENST00000398136	ENSECAP00000009503
ENSG00000120088	ENST00000398285	ENSECAP00000017527
ENSG00000127418	ENST00000398484	ENSECAP00000015896
ENSG00000184012	ENST00000398585	ENSECAP00000020029
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	ENSECAP00000004955
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSECAP00000008117
ENSG00000215764	ENST00000400875	ENSECAP00000014906
ENSG00000215764	ENST00000400875	ENSECAP00000008147
ENSG00000112486	ENST00000400926	ENSECAP00000003567
ENSG00000111886	ENST00000402938	ENSECAP00000006475
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSECAP00000007036
ENSG00000100368	ENST00000403662	ENSECAP00000017726
ENSG00000100368	ENST00000403662	ENSECAP00000010384
ENSG00000179915	ENST00000404971	ENSECAP00000023046
ENSG00000164199	ENST00000405460	ENSECAP00000019160
ENSG00000132975	ENST00000405846	ENSECAP00000001794
ENSG00000170820	ENST00000406846	ENSECAP00000010338
ENSG00000183671	ENST00000407325	ENSECAP00000002987
ENSG00000064547	ENST00000407877	ENSECAP00000007144
ENSG00000120903	ENST00000407991	ENSECAP00000020099
ENSG00000221882	ENST00000408891	ENSECAP00000003711
ENSG00000221882	ENST00000408891	ENSECAP00000001931
ENSG00000221882	ENST00000408891	ENSECAP00000002161
ENSG00000221888	ENST00000408896	
ENSG00000221933	ENST00000408898	ENSECAP00000004432
ENSG00000221938	ENST00000408899	ENSECAP00000004995
ENSG00000221938	ENST00000408899	ENSECAP00000005038
ENSG00000221836	ENST00000408906	ENSECAP00000004280
ENSG00000221996	ENST00000408920	
ENSG00000221813	ENST00000408922	ENSECAP00000004045
ENSG00000221977	ENST00000408935	ENSECAP00000002376
ENSG00000221858	ENST00000408949	
ENSG00000221970	ENST00000408951	ENSECAP00000018845
ENSG00000221970	ENST00000408951	ENSECAP00000005278
ENSG00000221910	ENST00000408955	ENSECAP00000002747
ENSG00000221910	ENST00000408955	ENSECAP00000003225
ENSG00000221910	ENST00000408955	ENSECAP00000002163
ENSG00000221910	ENST00000408955	ENSECAP00000003331
ENSG00000221989	ENST00000408979	ENSECAP00000005064
ENSG00000221989	ENST00000408979	ENSECAP00000005256
ENSG00000221989	ENST00000408979	ENSECAP00000005175
ENSG00000221989	ENST00000408979	ENSECAP00000005185
ENSG00000221989	ENST00000408979	ENSECAP00000005153
ENSG00000221989	ENST00000408979	ENSECAP00000005178
ENSG00000091409	ENST00000409080	ENSECAP00000004402
ENSG00000222040	ENST00000409345	ENSECAP00000005015
ENSG00000121966	ENST00000409817	ENSECAP00000002602
ENSG00000115594	ENST00000410023	ENSECAP00000014347
ENSG00000115604	ENST00000410040	ENSECAP00000005479
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	
ENSG00000020181	ENST00000412232	ENSECAP00000000021
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	ENSECAP00000006892
ENSG00000099957	ENST00000413302	ENSECAP00000016018
ENSG00000099957	ENST00000413302	ENSECAP00000000087
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSECAP00000005558
ENSG00000154269	ENST00000414305	ENSECAP00000010156
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSECAP00000019162
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	ENSECAP00000014118
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	ENSECAP00000020863
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSECAP00000016621
ENSG00000225781	ENST00000418316	ENSECAP00000005649
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSECAP00000009836
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSECAP00000018580
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSECAP00000011576
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	ENSECAP00000003522
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSECAP00000007218
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSECAP00000013783
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	ENSECAP00000002884
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	
ENSG00000026508	ENST00000428726	ENSECAP00000008636
ENSG00000170929	ENST00000429566	
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	ENSECAP00000019388
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	ENSECAP00000001165
ENSG00000234560	ENST00000431524	ENSECAP00000001110
ENSG00000234560	ENST00000431524	ENSECAP00000005140
ENSG00000234560	ENST00000431524	ENSECAP00000001251
ENSG00000234560	ENST00000431524	ENSECAP00000001364
ENSG00000180720	ENST00000433765	
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSECAP00000011339
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSECAP00000004574
ENSG00000147145	ENST00000435339	ENSECAP00000002104
ENSG00000135218	ENST00000435819	ENSECAP00000013084
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSECAP00000001398
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	ENSECAP00000003918
ENSG00000236032	ENST00000437310	ENSECAP00000001281
ENSG00000236032	ENST00000437310	ENSECAP00000004814
ENSG00000236032	ENST00000437310	ENSECAP00000004074
ENSG00000236032	ENST00000437310	ENSECAP00000003926
ENSG00000236032	ENST00000437310	ENSECAP00000003837
ENSG00000236032	ENST00000437310	ENSECAP00000003968
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSECAP00000003049
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSECAP00000002159
ENSG00000241106	ENST00000438763	ENSECAP00000018511
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSECAP00000022942
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	ENSECAP00000017045
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSECAP00000003866
ENSG00000081237	ENST00000442510	ENSECAP00000006018
ENSG00000187323	ENST00000442544	ENSECAP00000019211
ENSG00000144648	ENST00000442925	ENSECAP00000002578
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSECAP00000004036
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSECAP00000004609
ENSG00000206474	ENST00000444197	ENSECAP00000004444
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSECAP00000021830
ENSG00000152034	ENST00000445970	ENSECAP00000006025
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	ENSECAP00000005222
ENSG00000091181	ENST00000446632	ENSECAP00000020059
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSECAP00000014609
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	ENSECAP00000001555
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSECAP00000007154
ENSG00000232268	ENST00000450052	ENSECAP00000006303
ENSG00000232268	ENST00000450052	ENSECAP00000000616
ENSG00000232268	ENST00000450052	ENSECAP00000000571
ENSG00000232268	ENST00000450052	ENSECAP00000000586
ENSG00000187764	ENST00000450295	ENSECAP00000008174
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSECAP00000008930
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSECAP00000017314
ENSG00000175344	ENST00000454250	ENSECAP00000022314
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSECAP00000002484
ENSG00000241910	ENST00000454969	
