Ensembl Gene ID	Ensembl Transcript ID	Pig Ensembl Protein ID
ENSG00000198128	ENST00000359959	ENSSSCP00000014848
ENSG00000198128	ENST00000359959	ENSSSCP00000014849
ENSG00000196126	ENST00000360004	
ENSG00000072274	ENST00000360110	ENSSSCP00000012619
ENSG00000167851	ENST00000360141	
ENSG00000197790	ENST00000360213	ENSSSCP00000015690
ENSG00000197790	ENST00000360213	ENSSSCP00000015693
ENSG00000198283	ENST00000360374	ENSSSCP00000013988
ENSG00000118257	ENST00000360409	
ENSG00000197635	ENST00000360534	ENSSSCP00000016843
ENSG00000239732	ENST00000360658	ENSSSCP00000012188
ENSG00000239732	ENST00000360658	ENSSSCP00000012180
ENSG00000164270	ENST00000360693	ENSSSCP00000015354
ENSG00000170683	ENST00000360759	
ENSG00000170180	ENST00000360771	
ENSG00000119121	ENST00000360774	ENSSSCP00000005660
ENSG00000140538	ENST00000360948	ENSSSCP00000005487
ENSG00000197594	ENST00000360971	ENSSSCP00000004527
ENSG00000198967	ENST00000361284	ENSSSCP00000006870
ENSG00000196776	ENST00000361309	ENSSSCP00000012724
ENSG00000158458	ENST00000361474	
ENSG00000132704	ENST00000361516	
ENSG00000198822	ENST00000361669	ENSSSCP00000016322
ENSG00000152822	ENST00000361719	ENSSSCP00000004451
ENSG00000198877	ENST00000361760	ENSSSCP00000015389
ENSG00000198851	ENST00000361763	ENSSSCP00000016015
ENSG00000105699	ENST00000361790	ENSSSCP00000003105
ENSG00000198785	ENST00000361820	ENSSSCP00000005796
ENSG00000143297	ENST00000361835	
ENSG00000198829	ENST00000362032	
ENSG00000149295	ENST00000362072	ENSSSCP00000015973
ENSG00000198821	ENST00000362089	ENSSSCP00000006726
ENSG00000203618	ENST00000366425	ENSSSCP00000010800
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	ENSSSCP00000015478
ENSG00000196071	ENST00000366478	ENSSSCP00000014851
ENSG00000203663	ENST00000366479	ENSSSCP00000014842
ENSG00000203663	ENST00000366479	ENSSSCP00000014850
ENSG00000203663	ENST00000366479	ENSSSCP00000014847
ENSG00000203663	ENST00000366479	ENSSSCP00000014848
ENSG00000203663	ENST00000366479	ENSSSCP00000014849
ENSG00000187080	ENST00000366480	ENSSSCP00000014841
ENSG00000241128	ENST00000366485	
ENSG00000196242	ENST00000366487	ENSSSCP00000014828
ENSG00000054277	ENST00000366554	
ENSG00000116996	ENST00000366570	ENSSSCP00000010814
ENSG00000077585	ENST00000366592	ENSSSCP00000010824
ENSG00000120436	ENST00000366834	
ENSG00000162769	ENST00000366971	ENSSSCP00000016529
ENSG00000076356	ENST00000367033	ENSSSCP00000016561
ENSG00000203710	ENST00000367049	ENSSSCP00000016219
ENSG00000117322	ENST00000367057	
ENSG00000198049	ENST00000367126	ENSSSCP00000016580
ENSG00000133067	ENST00000367278	ENSSSCP00000011647
ENSG00000170075	ENST00000367282	
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	ENSSSCP00000016476
ENSG00000143324	ENST00000367590	ENSSSCP00000016473
ENSG00000112414	ENST00000367609	ENSSSCP00000004471
ENSG00000203737	ENST00000367685	ENSSSCP00000016437
ENSG00000027697	ENST00000367739	ENSSSCP00000004491
ENSG00000143147	ENST00000367838	ENSSSCP00000006719
ENSG00000143167	ENST00000367868	ENSSSCP00000006731
ENSG00000162733	ENST00000367922	ENSSSCP00000006757
ENSG00000162747	ENST00000367964	
ENSG00000203747	ENST00000367969	
ENSG00000143217	ENST00000368012	ENSSSCP00000006788
ENSG00000158769	ENST00000368026	ENSSSCP00000006789
ENSG00000122223	ENST00000368033	ENSSSCP00000006795
ENSG00000026751	ENST00000368043	ENSSSCP00000006799
ENSG00000162739	ENST00000368057	ENSSSCP00000006805
ENSG00000179639	ENST00000368115	ENSSSCP00000006836
ENSG00000213088	ENST00000368121	ENSSSCP00000006839
ENSG00000180433	ENST00000368144	ENSSSCP00000006849
ENSG00000203757	ENST00000368145	ENSSSCP00000006851
ENSG00000186400	ENST00000368150	ENSSSCP00000006861
ENSG00000186400	ENST00000368150	ENSSSCP00000006872
ENSG00000186400	ENST00000368150	ENSSSCP00000006871
ENSG00000186400	ENST00000368150	ENSSSCP00000006855
ENSG00000186400	ENST00000368150	ENSSSCP00000006860
ENSG00000186400	ENST00000368150	ENSSSCP00000006862
ENSG00000198965	ENST00000368152	ENSSSCP00000006869
ENSG00000158473	ENST00000368171	ENSSSCP00000006876
ENSG00000163534	ENST00000368176	ENSSSCP00000006880
ENSG00000160856	ENST00000368184	ENSSSCP00000006882
ENSG00000027644	ENST00000368195	ENSSSCP00000006890
ENSG00000152894	ENST00000368213	ENSSSCP00000004543
ENSG00000173080	ENST00000368318	ENSSSCP00000006931
ENSG00000160716	ENST00000368476	ENSSSCP00000006977
ENSG00000160712	ENST00000368485	ENSSSCP00000006981
ENSG00000160712	ENST00000368485	ENSSSCP00000006980
ENSG00000047936	ENST00000368508	
ENSG00000159164	ENST00000369146	ENSSSCP00000007109
ENSG00000150337	ENST00000369168	ENSSSCP00000007121
ENSG00000043591	ENST00000369295	ENSSSCP00000011344
ENSG00000135333	ENST00000369303	ENSSSCP00000004679
ENSG00000143127	ENST00000369304	ENSSSCP00000007131
ENSG00000198019	ENST00000369384	ENSSSCP00000007121
ENSG00000116824	ENST00000369478	ENSSSCP00000007184
ENSG00000118432	ENST00000369501	ENSSSCP00000004653
ENSG00000121933	ENST00000369716	ENSSSCP00000007240
ENSG00000125522	ENST00000369768	
ENSG00000166160	ENST00000369929	
ENSG00000147380	ENST00000369935	
ENSG00000135312	ENST00000369947	ENSSSCP00000004826
ENSG00000102076	ENST00000369951	
ENSG00000101204	ENST00000370263	
ENSG00000147402	ENST00000370306	ENSSSCP00000013562
ENSG00000011677	ENST00000370314	
ENSG00000102287	ENST00000370328	ENSSSCP00000013561
ENSG00000101188	ENST00000370501	
ENSG00000135298	ENST00000370598	ENSSSCP00000004611
ENSG00000102239	ENST00000370648	
ENSG00000162618	ENST00000370742	ENSSSCP00000004070
ENSG00000122420	ENST00000370758	ENSSSCP00000004072
ENSG00000137252	ENST00000370862	ENSSSCP00000001611
ENSG00000185483	ENST00000371079	ENSSSCP00000004123
ENSG00000170927	ENST00000371117	ENSSSCP00000001902
ENSG00000170927	ENST00000371117	ENSSSCP00000001903
ENSG00000162604	ENST00000371180	ENSSSCP00000004136
ENSG00000184292	ENST00000371225	ENSSSCP00000004146
ENSG00000153292	ENST00000371253	ENSSSCP00000001883
ENSG00000186188	ENST00000371483	ENSSSCP00000011167
ENSG00000176884	ENST00000371553	
ENSG00000131724	ENST00000371666	ENSSSCP00000013433
ENSG00000180772	ENST00000371906	ENSSSCP00000013398
ENSG00000122375	ENST00000372071	ENSSSCP00000011046
ENSG00000148600	ENST00000372117	ENSSSCP00000011036
ENSG00000117425	ENST00000372192	
ENSG00000101017	ENST00000372285	ENSSSCP00000007928
ENSG00000117400	ENST00000372470	ENSSSCP00000004266
ENSG00000066056	ENST00000372476	ENSSSCP00000004269
ENSG00000188828	ENST00000372617	ENSSSCP00000013327
ENSG00000124145	ENST00000372733	ENSSSCP00000007885
ENSG00000183317	ENST00000373048	
ENSG00000096264	ENST00000373089	ENSSSCP00000001753
ENSG00000163873	ENST00000373091	ENSSSCP00000003945
ENSG00000119535	ENST00000373103	
ENSG00000095970	ENST00000373113	ENSSSCP00000001748
ENSG00000161911	ENST00000373127	ENSSSCP00000001747
ENSG00000196090	ENST00000373187	
ENSG00000106991	ENST00000373203	ENSSSCP00000006026
ENSG00000112164	ENST00000373256	ENSSSCP00000001723
ENSG00000173198	ENST00000373304	ENSSSCP00000013241
ENSG00000075073	ENST00000373306	ENSSSCP00000010932
ENSG00000188394	ENST00000373642	ENSSSCP00000005975
ENSG00000121753	ENST00000373658	ENSSSCP00000003908
ENSG00000148215	ENST00000373680	ENSSSCP00000005972
ENSG00000148215	ENST00000373680	ENSSSCP00000005954
ENSG00000148215	ENST00000373680	ENSSSCP00000005965
ENSG00000148215	ENST00000373680	ENSSSCP00000006273
ENSG00000171501	ENST00000373688	ENSSSCP00000006279
ENSG00000186810	ENST00000373691	ENSSSCP00000013197
ENSG00000181773	ENST00000374024	ENSSSCP00000003879
ENSG00000124493	ENST00000374181	ENSSSCP00000001652
ENSG00000147168	ENST00000374202	ENSSSCP00000013192
ENSG00000182749	ENST00000374296	ENSSSCP00000003854
ENSG00000204174	ENST00000374312	ENSSSCP00000011057
ENSG00000096433	ENST00000374316	ENSSSCP00000001647
ENSG00000198121	ENST00000374431	ENSSSCP00000005853
ENSG00000030304	ENST00000374448	ENSSSCP00000005852
ENSG00000188822	ENST00000374472	
ENSG00000101000	ENST00000374477	
ENSG00000186912	ENST00000374519	ENSSSCP00000013176
ENSG00000204217	ENST00000374580	ENSSSCP00000017072
ENSG00000133216	ENST00000374632	ENSSSCP00000003828
ENSG00000177283	ENST00000374694	
ENSG00000131080	ENST00000374719	
ENSG00000165029	ENST00000374736	ENSSSCP00000005818
ENSG00000255800	ENST00000374779	
ENSG00000204246	ENST00000374781	
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSSSCP00000005775
ENSG00000204293	ENST00000375013	ENSSSCP00000016109
ENSG00000204293	ENST00000375013	ENSSSCP00000016110
ENSG00000236981	ENST00000375024	ENSSSCP00000016091
ENSG00000236981	ENST00000375024	ENSSSCP00000016092
ENSG00000236981	ENST00000375024	ENSSSCP00000016093
ENSG00000204305	ENST00000375076	ENSSSCP00000001544
ENSG00000204345	ENST00000375352	ENSSSCP00000018262
ENSG00000179002	ENST00000375371	
ENSG00000169071	ENST00000375708	ENSSSCP00000010242
ENSG00000204420	ENST00000375806	
ENSG00000148053	ENST00000376214	ENSSSCP00000011687
ENSG00000028137	ENST00000376259	
ENSG00000080031	ENST00000376350	
ENSG00000151025	ENST00000376351	ENSSSCP00000011794
ENSG00000169508	ENST00000376414	ENSSSCP00000010164
ENSG00000204580	ENST00000376575	ENSSSCP00000001462
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSSSCP00000001324
ENSG00000178726	ENST00000377103	ENSSSCP00000007578
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	ENSSSCP00000001358
ENSG00000112462	ENST00000377143	ENSSSCP00000001363
ENSG00000204694	ENST00000377148	ENSSSCP00000018718
ENSG00000204694	ENST00000377148	ENSSSCP00000001341
ENSG00000243729	ENST00000377154	ENSSSCP00000001365
ENSG00000243729	ENST00000377154	ENSSSCP00000001360
ENSG00000204695	ENST00000377160	ENSSSCP00000001367
ENSG00000204701	ENST00000377169	ENSSSCP00000001406
ENSG00000204701	ENST00000377169	ENSSSCP00000001397
ENSG00000204701	ENST00000377169	ENSSSCP00000001382
ENSG00000204701	ENST00000377169	ENSSSCP00000001380
ENSG00000204701	ENST00000377169	ENSSSCP00000001399
ENSG00000204701	ENST00000377169	ENSSSCP00000001404
ENSG00000204701	ENST00000377169	ENSSSCP00000001414
ENSG00000204702	ENST00000377171	ENSSSCP00000001411
ENSG00000204702	ENST00000377171	ENSSSCP00000001293
ENSG00000204703	ENST00000377173	ENSSSCP00000001386
ENSG00000204703	ENST00000377173	ENSSSCP00000001409
ENSG00000204703	ENST00000377173	ENSSSCP00000001394
ENSG00000204703	ENST00000377173	ENSSSCP00000001350
ENSG00000204703	ENST00000377173	ENSSSCP00000001401
ENSG00000204703	ENST00000377173	ENSSSCP00000001351
ENSG00000204703	ENST00000377173	ENSSSCP00000001385
ENSG00000204703	ENST00000377173	ENSSSCP00000001408
ENSG00000204703	ENST00000377173	ENSSSCP00000001395
ENSG00000204703	ENST00000377173	ENSSSCP00000001378
ENSG00000204704	ENST00000377175	ENSSSCP00000001292
ENSG00000204704	ENST00000377175	ENSSSCP00000001291
ENSG00000204704	ENST00000377175	ENSSSCP00000001393
ENSG00000204704	ENST00000377175	ENSSSCP00000001410
ENSG00000113749	ENST00000377291	
ENSG00000180758	ENST00000377411	
ENSG00000049249	ENST00000377507	ENSSSCP00000003671
ENSG00000204882	ENST00000377741	
ENSG00000215788	ENST00000377782	ENSSSCP00000003659
ENSG00000215788	ENST00000377782	ENSSSCP00000003665
ENSG00000158292	ENST00000377893	ENSSSCP00000003655
ENSG00000168828	ENST00000377981	ENSSSCP00000005722
ENSG00000168828	ENST00000377981	ENSSSCP00000005721
ENSG00000077943	ENST00000378076	ENSSSCP00000011782
ENSG00000171659	ENST00000378142	
ENSG00000205029	ENST00000378396	ENSSSCP00000015392
ENSG00000205030	ENST00000378397	
ENSG00000139679	ENST00000378434	ENSSSCP00000010033
ENSG00000182220	ENST00000378438	ENSSSCP00000013033
ENSG00000187730	ENST00000378585	
ENSG00000134569	ENST00000378623	ENSSSCP00000014076
ENSG00000162881	ENST00000378661	
ENSG00000102468	ENST00000378688	ENSSSCP00000010037
ENSG00000169306	ENST00000378993	ENSSSCP00000012983
ENSG00000205213	ENST00000379214	ENSSSCP00000014168
ENSG00000186827	ENST00000379236	ENSSSCP00000003612
ENSG00000165186	ENST00000379361	ENSSSCP00000012955
ENSG00000171873	ENST00000379453	ENSSSCP00000007601
ENSG00000138741	ENST00000379645	ENSSSCP00000009701
ENSG00000205327	ENST00000379662	ENSSSCP00000000361
ENSG00000205327	ENST00000379662	ENSSSCP00000000357
ENSG00000205327	ENST00000379662	ENSSSCP00000000350
ENSG00000205327	ENST00000379662	ENSSSCP00000000362
ENSG00000205327	ENST00000379662	ENSSSCP00000000356
ENSG00000205327	ENST00000379662	ENSSSCP00000000346
ENSG00000205327	ENST00000379662	ENSSSCP00000000347
ENSG00000205328	ENST00000379665	ENSSSCP00000000339
ENSG00000205329	ENST00000379667	ENSSSCP00000000328
ENSG00000205330	ENST00000379668	ENSSSCP00000000348
ENSG00000205330	ENST00000379668	ENSSSCP00000000345
ENSG00000205330	ENST00000379668	ENSSSCP00000000343
ENSG00000170782	ENST00000379829	ENSSSCP00000015532
ENSG00000173698	ENST00000379869	ENSSSCP00000012943
ENSG00000134460	ENST00000379959	
ENSG00000178015	ENST00000380007	ENSSSCP00000015035
ENSG00000120156	ENST00000380036	ENSSSCP00000005506
ENSG00000167359	ENST00000380211	ENSSSCP00000015612
ENSG00000176239	ENST00000380219	
ENSG00000183251	ENST00000380224	
ENSG00000126010	ENST00000380289	ENSSSCP00000012927
ENSG00000182070	ENST00000380367	ENSSSCP00000015644
ENSG00000182070	ENST00000380367	ENSSSCP00000015641
ENSG00000182070	ENST00000380367	ENSSSCP00000015642
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSSSCP00000015666
ENSG00000205496	ENST00000380371	ENSSSCP00000015667
ENSG00000205496	ENST00000380371	ENSSSCP00000015670
ENSG00000205497	ENST00000380373	ENSSSCP00000015667
ENSG00000205497	ENST00000380373	ENSSSCP00000015670
ENSG00000176900	ENST00000380378	ENSSSCP00000015674
ENSG00000132670	ENST00000380393	ENSSSCP00000007628
ENSG00000120907	ENST00000380586	ENSSSCP00000010317
ENSG00000196664	ENST00000380659	ENSSSCP00000012898
ENSG00000139514	ENST00000380752	ENSSSCP00000009950
ENSG00000146938	ENST00000381095	ENSSSCP00000012878
ENSG00000153707	ENST00000381196	ENSSSCP00000005584
ENSG00000182162	ENST00000381297	
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSSSCP00000005602
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	ENSSSCP00000000678
ENSG00000172150	ENST00000381951	
ENSG00000159110	ENST00000382241	
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	ENSSSCP00000012555
ENSG00000112902	ENST00000382496	ENSSSCP00000018112
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSSSCP00000002439
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSSSCP00000001361
ENSG00000168787	ENST00000383555	ENSSSCP00000001337
ENSG00000168787	ENST00000383555	ENSSSCP00000018717
ENSG00000168787	ENST00000383555	ENSSSCP00000001355
ENSG00000168787	ENST00000383555	ENSSSCP00000018707
ENSG00000168787	ENST00000383555	ENSSSCP00000001354
ENSG00000168787	ENST00000383555	ENSSSCP00000001356
ENSG00000168787	ENST00000383555	ENSSSCP00000018706
ENSG00000168787	ENST00000383555	ENSSSCP00000001340
ENSG00000168787	ENST00000383555	ENSSSCP00000001352
ENSG00000168787	ENST00000383555	ENSSSCP00000001339
ENSG00000168787	ENST00000383555	ENSSSCP00000018714
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	ENSSSCP00000001333
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSSSCP00000012765
ENSG00000206536	ENST00000383695	ENSSSCP00000012766
ENSG00000206536	ENST00000383695	ENSSSCP00000012767
ENSG00000206536	ENST00000383695	ENSSSCP00000012768
ENSG00000206536	ENST00000383695	ENSSSCP00000012769
ENSG00000230301	ENST00000383696	ENSSSCP00000012773
ENSG00000230301	ENST00000383696	ENSSSCP00000012774
ENSG00000205336	ENST00000388812	ENSSSCP00000003034
ENSG00000136011	ENST00000388887	ENSSSCP00000000909
ENSG00000136011	ENST00000388887	ENSSSCP00000000911
ENSG00000136011	ENST00000388887	ENSSSCP00000017372
ENSG00000156886	ENST00000389202	
ENSG00000196811	ENST00000389494	ENSSSCP00000017256
ENSG00000080224	ENST00000389672	ENSSSCP00000012775
ENSG00000174948	ENST00000389740	
ENSG00000006071	ENST00000389817	ENSSSCP00000014217
ENSG00000184350	ENST00000389832	
ENSG00000212807	ENST00000391496	ENSSSCP00000016395
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	ENSSSCP00000003562
ENSG00000186818	ENST00000391736	
ENSG00000167613	ENST00000391742	ENSSSCP00000003552
ENSG00000167613	ENST00000391742	ENSSSCP00000003549
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSSSCP00000017234
ENSG00000064989	ENST00000392370	ENSSSCP00000016986
ENSG00000197177	ENST00000392607	ENSSSCP00000011481
ENSG00000007312	ENST00000392795	ENSSSCP00000018313
ENSG00000213215	ENST00000392899	ENSSSCP00000017437
ENSG00000213215	ENST00000392899	ENSSSCP00000017436
ENSG00000106123	ENST00000392957	ENSSSCP00000017456
ENSG00000106278	ENST00000393386	ENSSSCP00000017599
ENSG00000114554	ENST00000393409	
ENSG00000175591	ENST00000393597	
ENSG00000184845	ENST00000393752	
ENSG00000144847	ENST00000393775	ENSSSCP00000012687
ENSG00000145864	ENST00000393959	ENSSSCP00000018041
ENSG00000156920	ENST00000394143	
ENSG00000179626	ENST00000394256	ENSSSCP00000000333
ENSG00000179626	ENST00000394256	ENSSSCP00000000368
ENSG00000186867	ENST00000394427	ENSSSCP00000009707
ENSG00000119737	ENST00000394705	ENSSSCP00000008979
ENSG00000188372	ENST00000394857	ENSSSCP00000008213
ENSG00000164082	ENST00000395052	ENSSSCP00000012175
ENSG00000172772	ENST00000395079	
ENSG00000137868	ENST00000395105	ENSSSCP00000002088
ENSG00000181619	ENST00000395116	
ENSG00000165215	ENST00000395145	
ENSG00000126777	ENST00000395309	ENSSSCP00000005439
ENSG00000197471	ENST00000395389	
ENSG00000077238	ENST00000395762	ENSSSCP00000008346
ENSG00000150093	ENST00000396033	ENSSSCP00000011838
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	ENSSSCP00000005704
ENSG00000167332	ENST00000396950	ENSSSCP00000015684
ENSG00000180785	ENST00000396952	ENSSSCP00000015686
ENSG00000115232	ENST00000397033	ENSSSCP00000016962
ENSG00000164849	ENST00000397095	ENSSSCP00000008064
ENSG00000125245	ENST00000397473	ENSSSCP00000010162
ENSG00000162009	ENST00000397547	
ENSG00000197646	ENST00000397747	ENSSSCP00000005600
ENSG00000134160	ENST00000397795	ENSSSCP00000005213
ENSG00000160255	ENST00000397852	
ENSG00000154928	ENST00000398015	ENSSSCP00000012415
ENSG00000152558	ENST00000398136	
ENSG00000120088	ENST00000398285	ENSSSCP00000018346
ENSG00000127418	ENST00000398484	
ENSG00000184012	ENST00000398585	ENSSSCP00000012860
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	
ENSG00000215764	ENST00000400875	ENSSSCP00000003562
ENSG00000112486	ENST00000400926	
ENSG00000111886	ENST00000402938	ENSSSCP00000004664
ENSG00000111886	ENST00000402938	ENSSSCP00000004661
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSSSCP00000003905
ENSG00000100368	ENST00000403662	ENSSSCP00000000140
ENSG00000179915	ENST00000404971	
ENSG00000164199	ENST00000405460	ENSSSCP00000015053
ENSG00000132975	ENST00000405846	ENSSSCP00000009923
ENSG00000170820	ENST00000406846	
ENSG00000183671	ENST00000407325	ENSSSCP00000017089
ENSG00000064547	ENST00000407877	ENSSSCP00000014812
ENSG00000120903	ENST00000407991	ENSSSCP00000010321
ENSG00000221882	ENST00000408891	ENSSSCP00000018912
ENSG00000221888	ENST00000408896	
ENSG00000221933	ENST00000408898	
ENSG00000221938	ENST00000408899	
ENSG00000221836	ENST00000408906	
ENSG00000221996	ENST00000408920	
ENSG00000221813	ENST00000408922	
ENSG00000221977	ENST00000408935	ENSSSCP00000002303
ENSG00000221858	ENST00000408949	
ENSG00000221970	ENST00000408951	ENSSSCP00000016395
ENSG00000221910	ENST00000408955	ENSSSCP00000017437
ENSG00000221910	ENST00000408955	ENSSSCP00000017436
ENSG00000221989	ENST00000408979	
ENSG00000091409	ENST00000409080	ENSSSCP00000016908
ENSG00000091409	ENST00000409080	ENSSSCP00000016907
ENSG00000222040	ENST00000409345	ENSSSCP00000008672
ENSG00000121966	ENST00000409817	ENSSSCP00000016630
ENSG00000115594	ENST00000410023	ENSSSCP00000008713
ENSG00000115604	ENST00000410040	ENSSSCP00000008709
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	ENSSSCP00000014335
ENSG00000020181	ENST00000412232	ENSSSCP00000016771
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	ENSSSCP00000010774
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSSSCP00000004528
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSSSCP00000018037
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	ENSSSCP00000004684
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSSSCP00000015845
ENSG00000225781	ENST00000418316	
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSSSCP00000010596
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSSSCP00000004705
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSSSCP00000000272
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	ENSSSCP00000006829
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSSSCP00000003333
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSSSCP00000016761
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	ENSSSCP00000002379
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	ENSSSCP00000001301
ENSG00000204632	ENST00000428701	ENSSSCP00000001297
ENSG00000204632	ENST00000428701	ENSSSCP00000004724
ENSG00000026508	ENST00000428726	ENSSSCP00000014130
ENSG00000170929	ENST00000429566	
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	ENSSSCP00000014774
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	ENSSSCP00000016091
ENSG00000234560	ENST00000431524	ENSSSCP00000016092
ENSG00000234560	ENST00000431524	ENSSSCP00000016093
ENSG00000180720	ENST00000433765	ENSSSCP00000014093
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSSSCP00000004400
ENSG00000112038	ENST00000434900	ENSSSCP00000004401
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSSSCP00000008242
ENSG00000147145	ENST00000435339	ENSSSCP00000013244
ENSG00000135218	ENST00000435819	ENSSSCP00000016332
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSSSCP00000009355
ENSG00000174130	ENST00000436693	ENSSSCP00000009362
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	ENSSSCP00000012773
ENSG00000236032	ENST00000437310	ENSSSCP00000012774
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSSSCP00000012335
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSSSCP00000012069
ENSG00000241106	ENST00000438763	ENSSSCP00000001577
ENSG00000241106	ENST00000438763	ENSSSCP00000001586
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	
ENSG00000228652	ENST00000439723	
