Ensembl Gene ID	Ensembl Transcript ID	Rat Ensembl Protein ID
ENSG00000110148	ENST00000334619	ENSRNOP00000024077
ENSG00000186440	ENST00000334632	ENSRNOP00000004728
ENSG00000186881	ENST00000334726	ENSRNOP00000007462
ENSG00000180264	ENST00000334810	ENSRNOP00000059347
ENSG00000180264	ENST00000334810	ENSRNOP00000034577
ENSG00000184155	ENST00000334857	ENSRNOP00000012103
ENSG00000186723	ENST00000334920	ENSRNOP00000049679
ENSG00000186723	ENST00000334920	ENSRNOP00000040418
ENSG00000186723	ENST00000334920	ENSRNOP00000049724
ENSG00000186723	ENST00000334920	ENSRNOP00000046747
ENSG00000186943	ENST00000335040	ENSRNOP00000039243
ENSG00000197403	ENST00000335094	ENSRNOP00000030627
ENSG00000186092	ENST00000335137	ENSRNOP00000041931
ENSG00000186092	ENST00000335137	ENSRNOP00000043682
ENSG00000186092	ENST00000335137	ENSRNOP00000050284
ENSG00000221954	ENST00000335238	ENSRNOP00000008750
ENSG00000197233	ENST00000335302	
ENSG00000186038	ENST00000335304	
ENSG00000107731	ENST00000335350	ENSRNOP00000034951
ENSG00000186509	ENST00000335397	ENSRNOP00000038023
ENSG00000186113	ENST00000335605	ENSRNOP00000007782
ENSG00000186297	ENST00000335625	ENSRNOP00000014573
ENSG00000257008	ENST00000335666	ENSRNOP00000036358
ENSG00000125498	ENST00000336077	ENSRNOP00000031521
ENSG00000148680	ENST00000336152	ENSRNOP00000025450
ENSG00000044524	ENST00000336596	ENSRNOP00000043263
ENSG00000125510	ENST00000336866	ENSRNOP00000047053
ENSG00000135124	ENST00000337233	ENSRNOP00000001752
ENSG00000187800	ENST00000338302	ENSRNOP00000019502
ENSG00000164129	ENST00000338566	ENSRNOP00000018976
ENSG00000188124	ENST00000338569	ENSRNOP00000047835
ENSG00000188124	ENST00000338569	ENSRNOP00000050297
ENSG00000188124	ENST00000338569	ENSRNOP00000039905
ENSG00000188124	ENST00000338569	ENSRNOP00000041835
ENSG00000188124	ENST00000338569	ENSRNOP00000048425
ENSG00000188124	ENST00000338569	ENSRNOP00000039127
ENSG00000188124	ENST00000338569	ENSRNOP00000063039
ENSG00000188124	ENST00000338569	ENSRNOP00000043319
ENSG00000188124	ENST00000338569	ENSRNOP00000046916
ENSG00000188124	ENST00000338569	ENSRNOP00000044407
ENSG00000188124	ENST00000338569	ENSRNOP00000030877
ENSG00000171054	ENST00000338616	
ENSG00000187474	ENST00000339223	ENSRNOP00000042428
ENSG00000187474	ENST00000339223	ENSRNOP00000061936
ENSG00000187474	ENST00000339223	ENSRNOP00000059491
ENSG00000187474	ENST00000339223	ENSRNOP00000037328
ENSG00000187474	ENST00000339223	ENSRNOP00000047516
ENSG00000188340	ENST00000339258	
ENSG00000169962	ENST00000339381	ENSRNOP00000026671
ENSG00000179603	ENST00000339582	ENSRNOP00000035953
ENSG00000171049	ENST00000340023	ENSRNOP00000042428
ENSG00000171049	ENST00000340023	ENSRNOP00000061936
ENSG00000171049	ENST00000340023	ENSRNOP00000059491
ENSG00000171049	ENST00000340023	ENSRNOP00000037328
ENSG00000171049	ENST00000340023	ENSRNOP00000047516
ENSG00000204475	ENST00000340027	ENSRNOP00000001139
ENSG00000068078	ENST00000340107	ENSRNOP00000049031
ENSG00000101180	ENST00000340177	ENSRNOP00000059081
ENSG00000159618	ENST00000340339	ENSRNOP00000057982
ENSG00000187871	ENST00000340465	ENSRNOP00000043286
ENSG00000072071	ENST00000340736	ENSRNOP00000042610
ENSG00000239590	ENST00000340750	ENSRNOP00000039738
ENSG00000159346	ENST00000340990	ENSRNOP00000005551
ENSG00000187918	ENST00000341449	ENSRNOP00000022759
ENSG00000196131	ENST00000341702	
ENSG00000187957	ENST00000341772	ENSRNOP00000022564
ENSG00000122718	ENST00000341959	ENSRNOP00000041214
ENSG00000122718	ENST00000341959	ENSRNOP00000047260
ENSG00000122718	ENST00000341959	ENSRNOP00000040530
ENSG00000168575	ENST00000342228	ENSRNOP00000026418
ENSG00000188888	ENST00000342292	ENSRNOP00000052295
ENSG00000243772	ENST00000342376	ENSRNOP00000031521
ENSG00000189181	ENST00000342623	
ENSG00000170412	ENST00000342648	ENSRNOP00000004256
ENSG00000178568	ENST00000342788	ENSRNOP00000019283
ENSG00000196240	ENST00000342927	ENSRNOP00000038706
ENSG00000092421	ENST00000343348	ENSRNOP00000005476
ENSG00000187857	ENST00000343399	ENSRNOP00000004472
ENSG00000188558	ENST00000343414	
ENSG00000188069	ENST00000343430	ENSRNOP00000043719
ENSG00000188069	ENST00000343430	ENSRNOP00000040201
ENSG00000160791	ENST00000343801	
ENSG00000197706	ENST00000343870	
ENSG00000187848	ENST00000343948	ENSRNOP00000053533
ENSG00000188000	ENST00000344248	
ENSG00000187612	ENST00000344514	ENSRNOP00000041352
ENSG00000187612	ENST00000344514	ENSRNOP00000007665
ENSG00000187612	ENST00000344514	ENSRNOP00000007553
ENSG00000187612	ENST00000344514	ENSRNOP00000043194
ENSG00000187612	ENST00000344514	ENSRNOP00000050056
ENSG00000187612	ENST00000344514	ENSRNOP00000042356
ENSG00000187612	ENST00000344514	ENSRNOP00000039823
ENSG00000187612	ENST00000344514	ENSRNOP00000046545
ENSG00000187612	ENST00000344514	ENSRNOP00000045653
ENSG00000188763	ENST00000344575	ENSRNOP00000001973
ENSG00000187701	ENST00000344889	
ENSG00000187747	ENST00000345043	
ENSG00000188778	ENST00000345060	ENSRNOP00000016907
ENSG00000156642	ENST00000345330	ENSRNOP00000012091
ENSG00000060656	ENST00000345512	ENSRNOP00000030956
ENSG00000189013	ENST00000345540	ENSRNOP00000031521
ENSG00000104921	ENST00000346664	ENSRNOP00000001332
ENSG00000162594	ENST00000347310	ENSRNOP00000055234
ENSG00000162594	ENST00000347310	ENSRNOP00000010151
ENSG00000110448	ENST00000347785	ENSRNOP00000051697
ENSG00000116678	ENST00000349533	ENSRNOP00000046647
ENSG00000179468	ENST00000350513	
ENSG00000114739	ENST00000352511	ENSRNOP00000049841
ENSG00000231192	ENST00000354565	
ENSG00000196661	ENST00000354597	ENSRNOP00000050333
ENSG00000196661	ENST00000354597	ENSRNOP00000041806
ENSG00000168079	ENST00000354914	ENSRNOP00000046929
ENSG00000196098	ENST00000354924	ENSRNOP00000042534
ENSG00000196098	ENST00000354924	ENSRNOP00000046608
ENSG00000196098	ENST00000354924	ENSRNOP00000039530
ENSG00000196189	ENST00000355014	ENSRNOP00000053704
ENSG00000161944	ENST00000355035	ENSRNOP00000060474
ENSG00000197405	ENST00000355085	
ENSG00000197938	ENST00000355273	ENSRNOP00000039013
ENSG00000197454	ENST00000355281	ENSRNOP00000047757
ENSG00000166736	ENST00000355556	ENSRNOP00000008965
ENSG00000136869	ENST00000355622	ENSRNOP00000014020
ENSG00000157873	ENST00000355716	ENSRNOP00000018492
ENSG00000198104	ENST00000355728	ENSRNOP00000008805
ENSG00000197591	ENST00000355784	ENSRNOP00000003818
ENSG00000173890	ENST00000355897	ENSRNOP00000012560
ENSG00000165246	ENST00000355905	
ENSG00000198053	ENST00000356025	ENSRNOP00000006408
ENSG00000176937	ENST00000356069	ENSRNOP00000021006
ENSG00000198657	ENST00000356130	ENSRNOP00000049975
ENSG00000233412	ENST00000356526	
ENSG00000050628	ENST00000356595	ENSRNOP00000014034
ENSG00000173535	ENST00000356864	ENSRNOP00000055444
ENSG00000197081	ENST00000356956	ENSRNOP00000021840
ENSG00000139187	ENST00000356986	ENSRNOP00000020094
ENSG00000196917	ENST00000356987	ENSRNOP00000032350
ENSG00000196936	ENST00000357191	ENSRNOP00000047757
ENSG00000196832	ENST00000357366	ENSRNOP00000048335
ENSG00000196832	ENST00000357366	ENSRNOP00000047008
ENSG00000196832	ENST00000357366	ENSRNOP00000051238
ENSG00000196832	ENST00000357366	ENSRNOP00000047036
ENSG00000196832	ENST00000357366	ENSRNOP00000041494
ENSG00000105426	ENST00000357368	
ENSG00000197786	ENST00000357377	ENSRNOP00000060792
ENSG00000121797	ENST00000357392	ENSRNOP00000044084
ENSG00000197263	ENST00000357438	
ENSG00000180616	ENST00000357585	ENSRNOP00000003735
ENSG00000197428	ENST00000357605	
ENSG00000196772	ENST00000357627	ENSRNOP00000024937
ENSG00000196277	ENST00000357716	ENSRNOP00000053411
ENSG00000196277	ENST00000357716	ENSRNOP00000053414
ENSG00000196341	ENST00000357821	ENSRNOP00000016117
ENSG00000135622	ENST00000357877	ENSRNOP00000009269
ENSG00000213694	ENST00000358157	ENSRNOP00000019473
ENSG00000196411	ENST00000358173	
ENSG00000168329	ENST00000358309	ENSRNOP00000025019
ENSG00000142627	ENST00000358432	ENSRNOP00000060577
ENSG00000188324	ENST00000358433	ENSRNOP00000049798
ENSG00000188324	ENST00000358433	ENSRNOP00000046881
ENSG00000188324	ENST00000358433	ENSRNOP00000049366
ENSG00000188324	ENST00000358433	ENSRNOP00000048263
ENSG00000188324	ENST00000358433	ENSRNOP00000044425
ENSG00000196578	ENST00000358642	
ENSG00000072694	ENST00000358671	ENSRNOP00000055293
ENSG00000196338	ENST00000358741	ENSRNOP00000005077
ENSG00000126895	ENST00000358927	ENSRNOP00000053179
ENSG00000163513	ENST00000359013	ENSRNOP00000017950
ENSG00000134545	ENST00000359151	
ENSG00000177575	ENST00000359156	ENSRNOP00000013689
ENSG00000176895	ENST00000359350	ENSRNOP00000041128
ENSG00000176895	ENST00000359350	ENSRNOP00000020952
ENSG00000148604	ENST00000359452	ENSRNOP00000017038
ENSG00000004948	ENST00000359558	ENSRNOP00000013910
ENSG00000196539	ENST00000359594	
ENSG00000196218	ENST00000359596	ENSRNOP00000027893
ENSG00000196171	ENST00000359610	ENSRNOP00000004680
ENSG00000198601	ENST00000359682	
ENSG00000197437	ENST00000359688	ENSRNOP00000050244
ENSG00000187258	ENST00000359791	ENSRNOP00000021625
ENSG00000117114	ENST00000359929	ENSRNOP00000042136
ENSG00000142949	ENST00000359947	ENSRNOP00000027271
ENSG00000198128	ENST00000359959	ENSRNOP00000047757
ENSG00000196126	ENST00000360004	ENSRNOP00000000522
ENSG00000196126	ENST00000360004	ENSRNOP00000042899
ENSG00000072274	ENST00000360110	ENSRNOP00000002407
ENSG00000167851	ENST00000360141	
ENSG00000197790	ENST00000360213	ENSRNOP00000024945
ENSG00000198283	ENST00000360374	ENSRNOP00000017126
ENSG00000118257	ENST00000360409	ENSRNOP00000047206
ENSG00000197635	ENST00000360534	ENSRNOP00000045536
ENSG00000239732	ENST00000360658	
ENSG00000164270	ENST00000360693	ENSRNOP00000025892
ENSG00000170683	ENST00000360759	ENSRNOP00000038958
ENSG00000170683	ENST00000360759	ENSRNOP00000040613
ENSG00000170683	ENST00000360759	ENSRNOP00000042349
ENSG00000170683	ENST00000360759	ENSRNOP00000043991
ENSG00000170180	ENST00000360771	ENSRNOP00000056635
ENSG00000119121	ENST00000360774	ENSRNOP00000017892
ENSG00000140538	ENST00000360948	ENSRNOP00000046935
ENSG00000197594	ENST00000360971	ENSRNOP00000019519
ENSG00000198967	ENST00000361284	ENSRNOP00000004719
ENSG00000196776	ENST00000361309	ENSRNOP00000059274
ENSG00000196776	ENST00000361309	ENSRNOP00000062870
ENSG00000158458	ENST00000361474	ENSRNOP00000025901
ENSG00000132704	ENST00000361516	
ENSG00000198822	ENST00000361669	ENSRNOP00000007572
ENSG00000152822	ENST00000361719	ENSRNOP00000019319
ENSG00000198877	ENST00000361760	
ENSG00000198851	ENST00000361763	ENSRNOP00000047591
ENSG00000105699	ENST00000361790	ENSRNOP00000041379
ENSG00000198785	ENST00000361820	ENSRNOP00000007957
ENSG00000143297	ENST00000361835	
ENSG00000198829	ENST00000362032	ENSRNOP00000018767
ENSG00000149295	ENST00000362072	ENSRNOP00000063750
ENSG00000198821	ENST00000362089	ENSRNOP00000004403
ENSG00000203618	ENST00000366425	
ENSG00000203661	ENST00000366473	
ENSG00000175143	ENST00000366474	ENSRNOP00000008798
ENSG00000196944	ENST00000366475	
ENSG00000162727	ENST00000366476	
ENSG00000196071	ENST00000366478	ENSRNOP00000054800
ENSG00000196071	ENST00000366478	ENSRNOP00000044789
ENSG00000203663	ENST00000366479	ENSRNOP00000047757
ENSG00000187080	ENST00000366480	ENSRNOP00000039895
ENSG00000187080	ENST00000366480	ENSRNOP00000049731
ENSG00000187080	ENST00000366480	ENSRNOP00000043553
ENSG00000187080	ENST00000366480	ENSRNOP00000047976
ENSG00000187080	ENST00000366480	ENSRNOP00000044377
ENSG00000187080	ENST00000366480	ENSRNOP00000043931
ENSG00000187080	ENST00000366480	ENSRNOP00000055297
ENSG00000187080	ENST00000366480	ENSRNOP00000043826
ENSG00000187080	ENST00000366480	ENSRNOP00000050506
ENSG00000187080	ENST00000366480	ENSRNOP00000048396
ENSG00000187080	ENST00000366480	ENSRNOP00000043505
ENSG00000187080	ENST00000366480	ENSRNOP00000042706
ENSG00000241128	ENST00000366485	ENSRNOP00000048210
ENSG00000241128	ENST00000366485	ENSRNOP00000040006
ENSG00000241128	ENST00000366485	ENSRNOP00000041433
ENSG00000241128	ENST00000366485	ENSRNOP00000045094
ENSG00000241128	ENST00000366485	ENSRNOP00000043574
ENSG00000241128	ENST00000366485	ENSRNOP00000048168
ENSG00000196242	ENST00000366487	
ENSG00000054277	ENST00000366554	ENSRNOP00000005072
ENSG00000116996	ENST00000366570	ENSRNOP00000031597
ENSG00000077585	ENST00000366592	ENSRNOP00000003438
ENSG00000120436	ENST00000366834	ENSRNOP00000056869
ENSG00000162769	ENST00000366971	
ENSG00000076356	ENST00000367033	ENSRNOP00000009900
ENSG00000203710	ENST00000367049	ENSRNOP00000010798
ENSG00000117322	ENST00000367057	ENSRNOP00000010910
ENSG00000198049	ENST00000367126	ENSRNOP00000009102
ENSG00000133067	ENST00000367278	ENSRNOP00000006969
ENSG00000170075	ENST00000367282	ENSRNOP00000008282
ENSG00000111981	ENST00000367345	
ENSG00000131015	ENST00000367351	
ENSG00000153029	ENST00000367580	ENSRNOP00000004694
ENSG00000143324	ENST00000367590	ENSRNOP00000000049
ENSG00000112414	ENST00000367609	ENSRNOP00000029263
ENSG00000203737	ENST00000367685	ENSRNOP00000003659
ENSG00000027697	ENST00000367739	ENSRNOP00000016286
ENSG00000143147	ENST00000367838	ENSRNOP00000061743
ENSG00000143167	ENST00000367868	ENSRNOP00000004986
ENSG00000162733	ENST00000367922	ENSRNOP00000003901
ENSG00000162747	ENST00000367964	ENSRNOP00000043183
ENSG00000203747	ENST00000367969	ENSRNOP00000043183
ENSG00000143217	ENST00000368012	ENSRNOP00000005550
ENSG00000158769	ENST00000368026	ENSRNOP00000006141
ENSG00000158769	ENST00000368026	ENSRNOP00000051726
ENSG00000122223	ENST00000368033	ENSRNOP00000006266
ENSG00000122223	ENST00000368033	ENSRNOP00000000053
ENSG00000026751	ENST00000368043	ENSRNOP00000038176
ENSG00000162739	ENST00000368057	ENSRNOP00000035388
ENSG00000179639	ENST00000368115	ENSRNOP00000054898
ENSG00000213088	ENST00000368121	ENSRNOP00000004471
ENSG00000180433	ENST00000368144	ENSRNOP00000004670
ENSG00000203757	ENST00000368145	ENSRNOP00000004674
ENSG00000186400	ENST00000368150	ENSRNOP00000041735
ENSG00000186400	ENST00000368150	ENSRNOP00000050588
ENSG00000198965	ENST00000368152	
ENSG00000158473	ENST00000368171	ENSRNOP00000022150
ENSG00000163534	ENST00000368176	ENSRNOP00000021938
ENSG00000160856	ENST00000368184	
ENSG00000027644	ENST00000368195	ENSRNOP00000018638
ENSG00000152894	ENST00000368213	ENSRNOP00000020988
ENSG00000173080	ENST00000368318	
ENSG00000160716	ENST00000368476	ENSRNOP00000028200
ENSG00000160712	ENST00000368485	ENSRNOP00000028234
ENSG00000047936	ENST00000368508	ENSRNOP00000000459
ENSG00000159164	ENST00000369146	ENSRNOP00000028760
ENSG00000150337	ENST00000369168	ENSRNOP00000028780
ENSG00000043591	ENST00000369295	ENSRNOP00000022813
ENSG00000135333	ENST00000369303	ENSRNOP00000009899
ENSG00000143127	ENST00000369304	ENSRNOP00000028812
ENSG00000198019	ENST00000369384	ENSRNOP00000028780
ENSG00000116824	ENST00000369478	ENSRNOP00000046134
ENSG00000118432	ENST00000369501	ENSRNOP00000010850
ENSG00000121933	ENST00000369716	ENSRNOP00000021288
ENSG00000125522	ENST00000369768	
ENSG00000166160	ENST00000369929	ENSRNOP00000053164
ENSG00000147380	ENST00000369935	ENSRNOP00000053164
ENSG00000135312	ENST00000369947	ENSRNOP00000017411
ENSG00000102076	ENST00000369951	ENSRNOP00000053164
ENSG00000101204	ENST00000370263	ENSRNOP00000009041
ENSG00000147402	ENST00000370306	ENSRNOP00000022880
ENSG00000011677	ENST00000370314	ENSRNOP00000050712
ENSG00000102287	ENST00000370328	ENSRNOP00000022431
ENSG00000101188	ENST00000370501	ENSRNOP00000035997
ENSG00000135298	ENST00000370598	ENSRNOP00000016194
ENSG00000102239	ENST00000370648	ENSRNOP00000001164
ENSG00000162618	ENST00000370742	ENSRNOP00000045890
ENSG00000122420	ENST00000370758	
ENSG00000137252	ENST00000370862	ENSRNOP00000015824
ENSG00000185483	ENST00000371079	ENSRNOP00000044602
ENSG00000170927	ENST00000371117	ENSRNOP00000057487
ENSG00000170927	ENST00000371117	ENSRNOP00000057488
ENSG00000170927	ENST00000371117	ENSRNOP00000034266
ENSG00000162604	ENST00000371180	ENSRNOP00000009897
ENSG00000184292	ENST00000371225	ENSRNOP00000010156
ENSG00000153292	ENST00000371253	ENSRNOP00000032290
ENSG00000186188	ENST00000371483	ENSRNOP00000032715
ENSG00000176884	ENST00000371553	ENSRNOP00000029227
ENSG00000131724	ENST00000371666	ENSRNOP00000017746
ENSG00000180772	ENST00000371906	
ENSG00000122375	ENST00000372071	ENSRNOP00000015642
ENSG00000148600	ENST00000372117	ENSRNOP00000018631
ENSG00000117425	ENST00000372192	ENSRNOP00000031705
ENSG00000101017	ENST00000372285	ENSRNOP00000052022
ENSG00000117400	ENST00000372470	ENSRNOP00000035474
ENSG00000066056	ENST00000372476	ENSRNOP00000027414
ENSG00000188828	ENST00000372617	ENSRNOP00000042161
ENSG00000124145	ENST00000372733	ENSRNOP00000019386
ENSG00000183317	ENST00000373048	ENSRNOP00000053334
ENSG00000096264	ENST00000373089	
ENSG00000163873	ENST00000373091	ENSRNOP00000048216
ENSG00000119535	ENST00000373103	ENSRNOP00000011694
ENSG00000095970	ENST00000373113	ENSRNOP00000018351
ENSG00000161911	ENST00000373127	ENSRNOP00000018138
ENSG00000196090	ENST00000373187	ENSRNOP00000049287
ENSG00000106991	ENST00000373203	
ENSG00000112164	ENST00000373256	ENSRNOP00000061009
ENSG00000173198	ENST00000373304	ENSRNOP00000040761
ENSG00000075073	ENST00000373306	
ENSG00000188394	ENST00000373642	ENSRNOP00000062017
ENSG00000121753	ENST00000373658	ENSRNOP00000019547
ENSG00000148215	ENST00000373680	ENSRNOP00000010520
ENSG00000171501	ENST00000373688	ENSRNOP00000010450
ENSG00000186810	ENST00000373691	ENSRNOP00000004406
ENSG00000181773	ENST00000374024	ENSRNOP00000061270
ENSG00000124493	ENST00000374181	ENSRNOP00000000578
ENSG00000147168	ENST00000374202	ENSRNOP00000050241
ENSG00000182749	ENST00000374296	ENSRNOP00000022714
ENSG00000204174	ENST00000374312	ENSRNOP00000027469
ENSG00000096433	ENST00000374316	ENSRNOP00000011516
ENSG00000198121	ENST00000374431	ENSRNOP00000043652
ENSG00000030304	ENST00000374448	ENSRNOP00000056324
ENSG00000188822	ENST00000374472	ENSRNOP00000012342
ENSG00000101000	ENST00000374477	ENSRNOP00000052129
ENSG00000186912	ENST00000374519	ENSRNOP00000039027
ENSG00000204217	ENST00000374580	ENSRNOP00000037011
ENSG00000133216	ENST00000374632	ENSRNOP00000016983
ENSG00000177283	ENST00000374694	ENSRNOP00000055627
ENSG00000131080	ENST00000374719	ENSRNOP00000017429
ENSG00000165029	ENST00000374736	ENSRNOP00000024564
ENSG00000255800	ENST00000374779	ENSRNOP00000024724
ENSG00000204246	ENST00000374781	
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSRNOP00000009452
ENSG00000204293	ENST00000375013	ENSRNOP00000050333
ENSG00000204293	ENST00000375013	ENSRNOP00000041806
ENSG00000236981	ENST00000375024	ENSRNOP00000046973
ENSG00000236981	ENST00000375024	ENSRNOP00000050754
ENSG00000204305	ENST00000375076	ENSRNOP00000000508
ENSG00000204345	ENST00000375352	
ENSG00000179002	ENST00000375371	ENSRNOP00000025173
ENSG00000169071	ENST00000375708	ENSRNOP00000015504
ENSG00000204420	ENST00000375806	ENSRNOP00000033088
ENSG00000148053	ENST00000376214	ENSRNOP00000045635
ENSG00000028137	ENST00000376259	ENSRNOP00000022478
ENSG00000080031	ENST00000376350	ENSRNOP00000024492
ENSG00000151025	ENST00000376351	ENSRNOP00000038884
ENSG00000169508	ENST00000376414	ENSRNOP00000035137
ENSG00000204580	ENST00000376575	ENSRNOP00000001102
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSRNOP00000050019
ENSG00000178726	ENST00000377103	ENSRNOP00000006200
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	
ENSG00000204694	ENST00000377148	ENSRNOP00000000992
ENSG00000243729	ENST00000377154	ENSRNOP00000000986
ENSG00000204695	ENST00000377160	ENSRNOP00000000976
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	ENSRNOP00000000953
ENSG00000204703	ENST00000377173	
ENSG00000204704	ENST00000377175	ENSRNOP00000056042
ENSG00000113749	ENST00000377291	ENSRNOP00000024580
ENSG00000180758	ENST00000377411	ENSRNOP00000052398
ENSG00000049249	ENST00000377507	ENSRNOP00000052372
ENSG00000204882	ENST00000377741	
ENSG00000215788	ENST00000377782	ENSRNOP00000052331
ENSG00000158292	ENST00000377893	ENSRNOP00000014444
ENSG00000168828	ENST00000377981	ENSRNOP00000020943
ENSG00000077943	ENST00000378076	ENSRNOP00000022713
ENSG00000171659	ENST00000378142	ENSRNOP00000057707
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	ENSRNOP00000007689
ENSG00000139679	ENST00000378434	ENSRNOP00000021430
ENSG00000182220	ENST00000378438	ENSRNOP00000005138
ENSG00000187730	ENST00000378585	ENSRNOP00000022246
ENSG00000134569	ENST00000378623	ENSRNOP00000021353
ENSG00000162881	ENST00000378661	
ENSG00000102468	ENST00000378688	ENSRNOP00000013408
ENSG00000169306	ENST00000378993	ENSRNOP00000046243
ENSG00000205213	ENST00000379214	ENSRNOP00000007681
ENSG00000186827	ENST00000379236	ENSRNOP00000027251
ENSG00000165186	ENST00000379361	ENSRNOP00000044293
ENSG00000171873	ENST00000379453	ENSRNOP00000028877
ENSG00000138741	ENST00000379645	ENSRNOP00000046270
ENSG00000205327	ENST00000379662	ENSRNOP00000039478
ENSG00000205328	ENST00000379665	ENSRNOP00000004526
ENSG00000205329	ENST00000379667	ENSRNOP00000050951
ENSG00000205329	ENST00000379667	ENSRNOP00000049221
ENSG00000205330	ENST00000379668	ENSRNOP00000043673
ENSG00000205330	ENST00000379668	ENSRNOP00000058352
ENSG00000205330	ENST00000379668	ENSRNOP00000045099
ENSG00000170782	ENST00000379829	ENSRNOP00000026511
ENSG00000173698	ENST00000379869	ENSRNOP00000039239
ENSG00000134460	ENST00000379959	ENSRNOP00000045559
ENSG00000178015	ENST00000380007	ENSRNOP00000037898
ENSG00000120156	ENST00000380036	ENSRNOP00000011709
ENSG00000167359	ENST00000380211	ENSRNOP00000022740
ENSG00000176239	ENST00000380219	ENSRNOP00000044375
ENSG00000176239	ENST00000380219	ENSRNOP00000042005
ENSG00000183251	ENST00000380224	ENSRNOP00000049307
ENSG00000183251	ENST00000380224	ENSRNOP00000031107
ENSG00000126010	ENST00000380289	ENSRNOP00000005559
ENSG00000182070	ENST00000380367	
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSRNOP00000041288
ENSG00000205495	ENST00000380370	ENSRNOP00000046154
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000176900	ENST00000380378	
ENSG00000132670	ENST00000380393	ENSRNOP00000028825
ENSG00000120907	ENST00000380586	ENSRNOP00000012736
ENSG00000196664	ENST00000380659	ENSRNOP00000005620
ENSG00000139514	ENST00000380752	ENSRNOP00000001234
ENSG00000146938	ENST00000381095	
ENSG00000153707	ENST00000381196	ENSRNOP00000061929
ENSG00000182162	ENST00000381297	
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSRNOP00000029992
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	ENSRNOP00000052682
ENSG00000172150	ENST00000381951	ENSRNOP00000048662
ENSG00000172150	ENST00000381951	ENSRNOP00000047137
ENSG00000159110	ENST00000382241	
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	
ENSG00000112902	ENST00000382496	ENSRNOP00000016506
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSRNOP00000008387
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSRNOP00000051286
ENSG00000168787	ENST00000383555	ENSRNOP00000045233
ENSG00000168787	ENST00000383555	ENSRNOP00000048614
ENSG00000168787	ENST00000383555	ENSRNOP00000047140
ENSG00000168787	ENST00000383555	ENSRNOP00000058488
ENSG00000168787	ENST00000383555	ENSRNOP00000042740
ENSG00000168787	ENST00000383555	ENSRNOP00000063406
ENSG00000168787	ENST00000383555	ENSRNOP00000040084
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	
ENSG00000230301	ENST00000383696	
ENSG00000205336	ENST00000388812	ENSRNOP00000020921
ENSG00000136011	ENST00000388887	ENSRNOP00000056296
ENSG00000136011	ENST00000388887	ENSRNOP00000056294
ENSG00000156886	ENST00000389202	ENSRNOP00000026855
ENSG00000196811	ENST00000389494	ENSRNOP00000026529
ENSG00000080224	ENST00000389672	ENSRNOP00000049409
ENSG00000174948	ENST00000389740	ENSRNOP00000019929
ENSG00000006071	ENST00000389817	ENSRNOP00000028696
ENSG00000184350	ENST00000389832	ENSRNOP00000028129
ENSG00000212807	ENST00000391496	ENSRNOP00000043100
ENSG00000212807	ENST00000391496	ENSRNOP00000040571
ENSG00000212807	ENST00000391496	ENSRNOP00000007235
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	ENSRNOP00000031521
ENSG00000186818	ENST00000391736	
ENSG00000167613	ENST00000391742	
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSRNOP00000023548
ENSG00000064989	ENST00000392370	ENSRNOP00000006462
ENSG00000197177	ENST00000392607	ENSRNOP00000051768
ENSG00000007312	ENST00000392795	ENSRNOP00000015977
ENSG00000213215	ENST00000392899	ENSRNOP00000024438
