Ensembl Gene ID	Ensembl Transcript ID	Rabbit Ensembl Protein ID
ENSG00000159164	ENST00000369146	ENSOCUP00000003381
ENSG00000150337	ENST00000369168	ENSOCUP00000002951
ENSG00000043591	ENST00000369295	ENSOCUP00000023265
ENSG00000135333	ENST00000369303	ENSOCUP00000000584
ENSG00000143127	ENST00000369304	ENSOCUP00000018446
ENSG00000198019	ENST00000369384	ENSOCUP00000002951
ENSG00000116824	ENST00000369478	ENSOCUP00000007321
ENSG00000118432	ENST00000369501	ENSOCUP00000023749
ENSG00000121933	ENST00000369716	ENSOCUP00000006763
ENSG00000125522	ENST00000369768	
ENSG00000166160	ENST00000369929	ENSOCUP00000009859
ENSG00000147380	ENST00000369935	ENSOCUP00000009859
ENSG00000135312	ENST00000369947	ENSOCUP00000016295
ENSG00000102076	ENST00000369951	ENSOCUP00000009859
ENSG00000101204	ENST00000370263	ENSOCUP00000001887
ENSG00000147402	ENST00000370306	ENSOCUP00000006813
ENSG00000011677	ENST00000370314	ENSOCUP00000007328
ENSG00000102287	ENST00000370328	ENSOCUP00000008332
ENSG00000101188	ENST00000370501	ENSOCUP00000005799
ENSG00000135298	ENST00000370598	ENSOCUP00000008171
ENSG00000102239	ENST00000370648	ENSOCUP00000020826
ENSG00000162618	ENST00000370742	ENSOCUP00000009800
ENSG00000122420	ENST00000370758	ENSOCUP00000002177
ENSG00000137252	ENST00000370862	ENSOCUP00000006708
ENSG00000185483	ENST00000371079	ENSOCUP00000024693
ENSG00000170927	ENST00000371117	ENSOCUP00000003684
ENSG00000162604	ENST00000371180	ENSOCUP00000008822
ENSG00000184292	ENST00000371225	ENSOCUP00000011945
ENSG00000153292	ENST00000371253	ENSOCUP00000021484
ENSG00000186188	ENST00000371483	ENSOCUP00000009065
ENSG00000176884	ENST00000371553	
ENSG00000131724	ENST00000371666	ENSOCUP00000011781
ENSG00000180772	ENST00000371906	ENSOCUP00000010638
ENSG00000122375	ENST00000372071	ENSOCUP00000015095
ENSG00000148600	ENST00000372117	ENSOCUP00000005289
ENSG00000117425	ENST00000372192	ENSOCUP00000010757
ENSG00000101017	ENST00000372285	ENSOCUP00000004888
ENSG00000117400	ENST00000372470	ENSOCUP00000010065
ENSG00000066056	ENST00000372476	ENSOCUP00000007755
ENSG00000188828	ENST00000372617	ENSOCUP00000012708
ENSG00000124145	ENST00000372733	ENSOCUP00000007856
ENSG00000183317	ENST00000373048	ENSOCUP00000026043
ENSG00000096264	ENST00000373089	ENSOCUP00000017695
ENSG00000163873	ENST00000373091	ENSOCUP00000004845
ENSG00000119535	ENST00000373103	ENSOCUP00000009666
ENSG00000095970	ENST00000373113	ENSOCUP00000006280
ENSG00000161911	ENST00000373127	ENSOCUP00000006279
ENSG00000196090	ENST00000373187	ENSOCUP00000001357
ENSG00000106991	ENST00000373203	ENSOCUP00000006169
ENSG00000112164	ENST00000373256	ENSOCUP00000001636
ENSG00000173198	ENST00000373304	ENSOCUP00000013908
ENSG00000075073	ENST00000373306	ENSOCUP00000025353
ENSG00000188394	ENST00000373642	
ENSG00000121753	ENST00000373658	ENSOCUP00000005018
ENSG00000148215	ENST00000373680	ENSOCUP00000014813
ENSG00000171501	ENST00000373688	
ENSG00000186810	ENST00000373691	
ENSG00000181773	ENST00000374024	ENSOCUP00000025532
ENSG00000124493	ENST00000374181	ENSOCUP00000002119
ENSG00000147168	ENST00000374202	ENSOCUP00000018882
ENSG00000182749	ENST00000374296	ENSOCUP00000002128
ENSG00000204174	ENST00000374312	ENSOCUP00000012189
ENSG00000096433	ENST00000374316	ENSOCUP00000005013
ENSG00000198121	ENST00000374431	ENSOCUP00000022991
ENSG00000030304	ENST00000374448	ENSOCUP00000020781
ENSG00000188822	ENST00000374472	ENSOCUP00000022747
ENSG00000101000	ENST00000374477	ENSOCUP00000014266
ENSG00000186912	ENST00000374519	ENSOCUP00000014667
ENSG00000204217	ENST00000374580	ENSOCUP00000001701
ENSG00000133216	ENST00000374632	ENSOCUP00000011656
ENSG00000177283	ENST00000374694	ENSOCUP00000026099
ENSG00000131080	ENST00000374719	ENSOCUP00000019273
ENSG00000165029	ENST00000374736	ENSOCUP00000008019
ENSG00000255800	ENST00000374779	
ENSG00000204246	ENST00000374781	ENSOCUP00000017487
ENSG00000168384	ENST00000374808	
ENSG00000237541	ENST00000374940	
ENSG00000106799	ENST00000374994	ENSOCUP00000014003
ENSG00000204293	ENST00000375013	ENSOCUP00000009999
ENSG00000204293	ENST00000375013	ENSOCUP00000009997
ENSG00000236981	ENST00000375024	ENSOCUP00000021022
ENSG00000236981	ENST00000375024	ENSOCUP00000011125
ENSG00000204305	ENST00000375076	ENSOCUP00000017209
ENSG00000204345	ENST00000375352	
ENSG00000179002	ENST00000375371	ENSOCUP00000009177
ENSG00000169071	ENST00000375708	ENSOCUP00000014226
ENSG00000204420	ENST00000375806	ENSOCUP00000015830
ENSG00000148053	ENST00000376214	ENSOCUP00000008390
ENSG00000028137	ENST00000376259	ENSOCUP00000012146
ENSG00000080031	ENST00000376350	
ENSG00000151025	ENST00000376351	ENSOCUP00000004647
ENSG00000169508	ENST00000376414	ENSOCUP00000021098
ENSG00000204580	ENST00000376575	ENSOCUP00000014174
ENSG00000229698	ENST00000376848	
ENSG00000206512	ENST00000376947	
ENSG00000204681	ENST00000377034	ENSOCUP00000013398
ENSG00000178726	ENST00000377103	
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204690	ENST00000377140	
ENSG00000112462	ENST00000377143	ENSOCUP00000015007
ENSG00000204694	ENST00000377148	ENSOCUP00000019333
ENSG00000243729	ENST00000377154	ENSOCUP00000021826
ENSG00000204695	ENST00000377160	ENSOCUP00000023467
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	ENSOCUP00000016484
ENSG00000204703	ENST00000377173	ENSOCUP00000016830
ENSG00000204703	ENST00000377173	ENSOCUP00000024546
ENSG00000204704	ENST00000377175	ENSOCUP00000020885
ENSG00000204704	ENST00000377175	ENSOCUP00000022882
ENSG00000204704	ENST00000377175	ENSOCUP00000020662
ENSG00000113749	ENST00000377291	ENSOCUP00000021464
ENSG00000180758	ENST00000377411	ENSOCUP00000016381
ENSG00000049249	ENST00000377507	ENSOCUP00000002041
ENSG00000204882	ENST00000377741	ENSOCUP00000019275
ENSG00000215788	ENST00000377782	ENSOCUP00000017536
ENSG00000158292	ENST00000377893	ENSOCUP00000015717
ENSG00000168828	ENST00000377981	ENSOCUP00000014312
ENSG00000077943	ENST00000378076	ENSOCUP00000012331
ENSG00000171659	ENST00000378142	ENSOCUP00000022361
ENSG00000205029	ENST00000378396	ENSOCUP00000018689
ENSG00000205030	ENST00000378397	
ENSG00000139679	ENST00000378434	ENSOCUP00000002056
ENSG00000182220	ENST00000378438	ENSOCUP00000013112
ENSG00000187730	ENST00000378585	ENSOCUP00000023320
ENSG00000134569	ENST00000378623	ENSOCUP00000001777
ENSG00000162881	ENST00000378661	
ENSG00000102468	ENST00000378688	ENSOCUP00000008591
ENSG00000169306	ENST00000378993	ENSOCUP00000014190
ENSG00000205213	ENST00000379214	ENSOCUP00000003521
ENSG00000186827	ENST00000379236	
ENSG00000165186	ENST00000379361	ENSOCUP00000012356
ENSG00000171873	ENST00000379453	ENSOCUP00000006937
ENSG00000138741	ENST00000379645	ENSOCUP00000023696
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	ENSOCUP00000023599
ENSG00000205329	ENST00000379667	ENSOCUP00000007886
ENSG00000205330	ENST00000379668	ENSOCUP00000007880
ENSG00000170782	ENST00000379829	ENSOCUP00000023440
ENSG00000173698	ENST00000379869	ENSOCUP00000006338
ENSG00000134460	ENST00000379959	ENSOCUP00000024442
ENSG00000134460	ENST00000379959	ENSOCUP00000004859
ENSG00000178015	ENST00000380007	ENSOCUP00000009361
ENSG00000120156	ENST00000380036	ENSOCUP00000015174
ENSG00000167359	ENST00000380211	ENSOCUP00000019964
ENSG00000176239	ENST00000380219	ENSOCUP00000017453
ENSG00000183251	ENST00000380224	
ENSG00000126010	ENST00000380289	ENSOCUP00000011091
ENSG00000182070	ENST00000380367	
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSOCUP00000019608
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000176900	ENST00000380378	ENSOCUP00000020331
ENSG00000132670	ENST00000380393	ENSOCUP00000021795
ENSG00000120907	ENST00000380586	ENSOCUP00000018013
ENSG00000196664	ENST00000380659	
ENSG00000139514	ENST00000380752	ENSOCUP00000011605
ENSG00000146938	ENST00000381095	
ENSG00000153707	ENST00000381196	ENSOCUP00000000736
ENSG00000182162	ENST00000381297	ENSOCUP00000022656
ENSG00000134352	ENST00000381298	
ENSG00000120217	ENST00000381577	ENSOCUP00000007019
ENSG00000205809	ENST00000381902	
ENSG00000134539	ENST00000381907	
ENSG00000172150	ENST00000381951	ENSOCUP00000020156
ENSG00000159110	ENST00000382241	ENSOCUP00000015936
ENSG00000155269	ENST00000382487	
ENSG00000186090	ENST00000382489	ENSOCUP00000010089
ENSG00000112902	ENST00000382496	ENSOCUP00000003695
ENSG00000231679	ENST00000383126	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206308	ENST00000383259	
ENSG00000184984	ENST00000383263	ENSOCUP00000021415
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000137403	ENST00000383516	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000168787	ENST00000383555	ENSOCUP00000016849
ENSG00000168787	ENST00000383555	ENSOCUP00000021277
ENSG00000168787	ENST00000383555	ENSOCUP00000020209
ENSG00000204692	ENST00000383556	
ENSG00000206493	ENST00000383597	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000204657	ENST00000383640	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSOCUP00000017724
ENSG00000230301	ENST00000383696	ENSOCUP00000014627
ENSG00000205336	ENST00000388812	ENSOCUP00000006593
ENSG00000136011	ENST00000388887	ENSOCUP00000013975
ENSG00000156886	ENST00000389202	ENSOCUP00000006436
ENSG00000196811	ENST00000389494	ENSOCUP00000023151
ENSG00000080224	ENST00000389672	ENSOCUP00000021646
ENSG00000174948	ENST00000389740	ENSOCUP00000001030
ENSG00000006071	ENST00000389817	ENSOCUP00000012184
ENSG00000184350	ENST00000389832	
ENSG00000212807	ENST00000391496	ENSOCUP00000008928
ENSG00000204689	ENST00000391549	
ENSG00000167633	ENST00000391728	
ENSG00000186818	ENST00000391736	
ENSG00000167613	ENST00000391742	ENSOCUP00000025837
ENSG00000131042	ENST00000391749	
ENSG00000135898	ENST00000392040	ENSOCUP00000016677
ENSG00000064989	ENST00000392370	ENSOCUP00000011996
ENSG00000197177	ENST00000392607	ENSOCUP00000017175
ENSG00000007312	ENST00000392795	ENSOCUP00000003754
ENSG00000213215	ENST00000392899	ENSOCUP00000024869
ENSG00000213215	ENST00000392899	ENSOCUP00000019210
ENSG00000106123	ENST00000392957	ENSOCUP00000006527
ENSG00000106278	ENST00000393386	ENSOCUP00000011385
ENSG00000114554	ENST00000393409	ENSOCUP00000003178
ENSG00000175591	ENST00000393597	ENSOCUP00000024700
ENSG00000184845	ENST00000393752	ENSOCUP00000004170
ENSG00000144847	ENST00000393775	ENSOCUP00000014681
ENSG00000145864	ENST00000393959	ENSOCUP00000008704
ENSG00000156920	ENST00000394143	ENSOCUP00000005239
ENSG00000179626	ENST00000394256	ENSOCUP00000017716
ENSG00000186867	ENST00000394427	ENSOCUP00000000487
ENSG00000119737	ENST00000394705	ENSOCUP00000000707
ENSG00000188372	ENST00000394857	ENSOCUP00000013539
ENSG00000164082	ENST00000395052	ENSOCUP00000015115
ENSG00000172772	ENST00000395079	
ENSG00000137868	ENST00000395105	ENSOCUP00000020771
ENSG00000181619	ENST00000395116	ENSOCUP00000006525
ENSG00000165215	ENST00000395145	ENSOCUP00000014153
ENSG00000126777	ENST00000395309	ENSOCUP00000009186
ENSG00000197471	ENST00000395389	ENSOCUP00000026144
ENSG00000077238	ENST00000395762	ENSOCUP00000000291
ENSG00000150093	ENST00000396033	ENSOCUP00000003143
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	ENSOCUP00000008766
ENSG00000167332	ENST00000396950	ENSOCUP00000021770
ENSG00000180785	ENST00000396952	ENSOCUP00000012039
ENSG00000115232	ENST00000397033	ENSOCUP00000021994
ENSG00000164849	ENST00000397095	
ENSG00000125245	ENST00000397473	ENSOCUP00000001752
ENSG00000162009	ENST00000397547	
ENSG00000197646	ENST00000397747	
ENSG00000134160	ENST00000397795	ENSOCUP00000003733
ENSG00000160255	ENST00000397852	ENSOCUP00000009929
ENSG00000154928	ENST00000398015	ENSOCUP00000003307
ENSG00000152558	ENST00000398136	ENSOCUP00000005338
ENSG00000120088	ENST00000398285	ENSOCUP00000021298
ENSG00000127418	ENST00000398484	ENSOCUP00000025372
ENSG00000184012	ENST00000398585	ENSOCUP00000018355
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	ENSOCUP00000008262
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	
ENSG00000215764	ENST00000400875	
ENSG00000112486	ENST00000400926	ENSOCUP00000022718
ENSG00000111886	ENST00000402938	ENSOCUP00000000822
ENSG00000182083	ENST00000402971	
ENSG00000121764	ENST00000403528	ENSOCUP00000004967
ENSG00000100368	ENST00000403662	ENSOCUP00000017348
ENSG00000179915	ENST00000404971	ENSOCUP00000013468
ENSG00000179915	ENST00000404971	ENSOCUP00000008055
ENSG00000164199	ENST00000405460	ENSOCUP00000014978
ENSG00000132975	ENST00000405846	ENSOCUP00000013985
ENSG00000170820	ENST00000406846	ENSOCUP00000009670
ENSG00000183671	ENST00000407325	ENSOCUP00000025096
ENSG00000064547	ENST00000407877	ENSOCUP00000010673
ENSG00000120903	ENST00000407991	ENSOCUP00000006642
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	
ENSG00000221933	ENST00000408898	
ENSG00000221938	ENST00000408899	ENSOCUP00000023984
ENSG00000221836	ENST00000408906	ENSOCUP00000018816
ENSG00000221836	ENST00000408906	ENSOCUP00000025109
ENSG00000221996	ENST00000408920	ENSOCUP00000017720
ENSG00000221813	ENST00000408922	ENSOCUP00000022316
ENSG00000221977	ENST00000408935	ENSOCUP00000007969
ENSG00000221858	ENST00000408949	
ENSG00000221970	ENST00000408951	ENSOCUP00000008928
ENSG00000221910	ENST00000408955	ENSOCUP00000024869
ENSG00000221910	ENST00000408955	ENSOCUP00000019210
ENSG00000221989	ENST00000408979	
ENSG00000091409	ENST00000409080	ENSOCUP00000022498
ENSG00000222040	ENST00000409345	ENSOCUP00000019310
ENSG00000121966	ENST00000409817	ENSOCUP00000001655
ENSG00000115594	ENST00000410023	ENSOCUP00000006017
ENSG00000115604	ENST00000410040	ENSOCUP00000014162
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	
ENSG00000020181	ENST00000412232	ENSOCUP00000023967
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000099957	ENST00000413302	ENSOCUP00000012635
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSOCUP00000012418
ENSG00000233481	ENST00000414415	
ENSG00000113327	ENST00000414552	ENSOCUP00000014390
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	ENSOCUP00000017845
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	ENSOCUP00000013795
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	ENSOCUP00000011032
ENSG00000225781	ENST00000418316	
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSOCUP00000003690
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	ENSOCUP00000002876
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSOCUP00000003334
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSOCUP00000001228
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	ENSOCUP00000021685
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSOCUP00000024155
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSOCUP00000003590
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	ENSOCUP00000001520
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	
ENSG00000026508	ENST00000428726	ENSOCUP00000000619
ENSG00000170929	ENST00000429566	ENSOCUP00000014284
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000234560	ENST00000431524	ENSOCUP00000021022
ENSG00000234560	ENST00000431524	ENSOCUP00000011125
ENSG00000180720	ENST00000433765	
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSOCUP00000013773
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSOCUP00000008921
ENSG00000147145	ENST00000435339	ENSOCUP00000015941
ENSG00000135218	ENST00000435819	ENSOCUP00000002156
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSOCUP00000005221
ENSG00000227191	ENST00000436911	
ENSG00000236032	ENST00000437310	ENSOCUP00000014627
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSOCUP00000001640
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSOCUP00000003727
ENSG00000241106	ENST00000438763	
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSOCUP00000022607
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSOCUP00000018511
ENSG00000081237	ENST00000442510	ENSOCUP00000010311
ENSG00000187323	ENST00000442544	ENSOCUP00000000341
ENSG00000144648	ENST00000442925	ENSOCUP00000015931
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSOCUP00000025720
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSOCUP00000004696
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSOCUP00000014240
ENSG00000152034	ENST00000445970	
ENSG00000229408	ENST00000446161	
ENSG00000237388	ENST00000446524	ENSOCUP00000017026
ENSG00000237388	ENST00000446524	ENSOCUP00000019940
ENSG00000237388	ENST00000446524	ENSOCUP00000017585
ENSG00000237388	ENST00000446524	ENSOCUP00000019208
ENSG00000091181	ENST00000446632	ENSOCUP00000013400
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSOCUP00000006771
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	ENSOCUP00000024129
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSOCUP00000010691
ENSG00000232268	ENST00000450052	ENSOCUP00000016044
ENSG00000232268	ENST00000450052	ENSOCUP00000019813
ENSG00000232268	ENST00000450052	ENSOCUP00000020207
ENSG00000187764	ENST00000450295	ENSOCUP00000011155
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSOCUP00000001285
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSOCUP00000025666
ENSG00000175344	ENST00000454250	ENSOCUP00000002229
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSOCUP00000000820
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	ENSOCUP00000017137
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	
ENSG00000145888	ENST00000455880	ENSOCUP00000002289
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSOCUP00000011905
ENSG00000237521	ENST00000456448	ENSOCUP00000020830
ENSG00000237521	ENST00000456448	ENSOCUP00000020788
ENSG00000237521	ENST00000456448	ENSOCUP00000022403
ENSG00000237521	ENST00000456448	ENSOCUP00000011908
ENSG00000237521	ENST00000456448	ENSOCUP00000018064
ENSG00000237521	ENST00000456448	ENSOCUP00000020470
ENSG00000237521	ENST00000456448	ENSOCUP00000023730
ENSG00000237521	ENST00000456448	ENSOCUP00000021343
ENSG00000237521	ENST00000456448	ENSOCUP00000022224
ENSG00000237521	ENST00000456448	ENSOCUP00000021490
ENSG00000237521	ENST00000456448	ENSOCUP00000016290
ENSG00000237521	ENST00000456448	ENSOCUP00000021152
ENSG00000237521	ENST00000456448	ENSOCUP00000022895
ENSG00000237521	ENST00000456448	ENSOCUP00000015713
ENSG00000237521	ENST00000456448	ENSOCUP00000023213
ENSG00000237521	ENST00000456448	ENSOCUP00000020909
ENSG00000230178	ENST00000456475	
ENSG00000228198	ENST00000456743	
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSOCUP00000006114
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSOCUP00000008000
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSOCUP00000015397
ENSG00000151577	ENST00000460779	ENSOCUP00000025501
ENSG00000175697	ENST00000464295	ENSOCUP00000005800
ENSG00000101850	ENST00000467482	
ENSG00000106113	ENST00000471646	ENSOCUP00000025665
ENSG00000144724	ENST00000474889	ENSOCUP00000002438
ENSG00000179921	ENST00000479077	ENSOCUP00000004791
ENSG00000112195	ENST00000483722	ENSOCUP00000006282
ENSG00000185008	ENST00000487694	ENSOCUP00000015614
ENSG00000243896	ENST00000493325	ENSOCUP00000019269
ENSG00000147155	ENST00000495186	ENSOCUP00000013152
ENSG00000144891	ENST00000497524	ENSOCUP00000024805
ENSG00000036828	ENST00000498619	ENSOCUP00000004404
ENSG00000163956	ENST00000500728	
ENSG00000164604	ENST00000501255	ENSOCUP00000023909
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	ENSOCUP00000002224
ENSG00000069018	ENST00000513104	ENSOCUP00000004275
ENSG00000150471	ENST00000514591	ENSOCUP00000001651
ENSG00000138696	ENST00000515059	ENSOCUP00000012928
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSOCUP00000002981
ENSG00000094755	ENST00000518525	ENSOCUP00000007078
ENSG00000174417	ENST00000518632	ENSOCUP00000003325
ENSG00000164930	ENST00000522566	ENSOCUP00000007920
ENSG00000255012	ENST00000526538	ENSOCUP00000010202
ENSG00000255012	ENST00000526538	ENSOCUP00000025246
ENSG00000255012	ENST00000526538	ENSOCUP00000001102
ENSG00000254834	ENST00000526812	ENSOCUP00000010202
ENSG00000254834	ENST00000526812	ENSOCUP00000025246
ENSG00000254834	ENST00000526812	ENSOCUP00000001102
ENSG00000149403	ENST00000527524	ENSOCUP00000002331
ENSG00000156097	ENST00000527748	
ENSG00000255223	ENST00000528616	ENSOCUP00000018606
ENSG00000185803	ENST00000530047	
ENSG00000254466	ENST00000530162	ENSOCUP00000001843
ENSG00000255307	ENST00000530810	ENSOCUP00000019343
ENSG00000174804	ENST00000531380	ENSOCUP00000005569
ENSG00000119714	ENST00000531499	ENSOCUP00000011875
ENSG00000196248	ENST00000531945	ENSOCUP00000017751
ENSG00000160654	ENST00000532917	ENSOCUP00000006798
ENSG00000160654	ENST00000532917	ENSOCUP00000000378
ENSG00000213906	ENST00000533293	ENSOCUP00000017532
ENSG00000226761	ENST00000533467	ENSOCUP00000025291
ENSG00000256797	ENST00000535540	
ENSG00000137872	ENST00000536845	ENSOCUP00000006832
ENSG00000238243	ENST00000537741	ENSOCUP00000015547
ENSG00000238243	ENST00000537741	ENSOCUP00000020131
ENSG00000238243	ENST00000537741	ENSOCUP00000024417
ENSG00000104290	ENST00000537916	ENSOCUP00000024912
ENSG00000183269	ENST00000537935	
ENSG00000198753	ENST00000538966	ENSOCUP00000014201
ENSG00000171631	ENST00000540342	ENSOCUP00000015084
ENSG00000255804	ENST00000540461	
ENSG00000183150	ENST00000540510	ENSOCUP00000014716
ENSG00000187554	ENST00000540964	ENSOCUP00000018215
ENSG00000165409	ENST00000541158	ENSOCUP00000001182
ENSG00000135503	ENST00000541224	ENSOCUP00000019622
ENSG00000128271	ENST00000541988	ENSOCUP00000007521
ENSG00000257019	ENST00000542196	
ENSG00000255582	ENST00000542433	ENSOCUP00000024468
ENSG00000255582	ENST00000542433	ENSOCUP00000017234
ENSG00000105281	ENST00000542575	ENSOCUP00000007892
ENSG00000078589	ENST00000544091	ENSOCUP00000012471
ENSG00000144230	ENST00000544369	ENSOCUP00000009784
ENSG00000169896	ENST00000544665	ENSOCUP00000001364
