Ensembl Gene ID	Ensembl Transcript ID	Dog Ensembl Protein ID
ENSG00000196119	ENST00000284287	ENSCAFP00000030424
ENSG00000196126	ENST00000360004	
ENSG00000196131	ENST00000341702	
ENSG00000196171	ENST00000359610	ENSCAFP00000017157
ENSG00000196184	ENST00000423932	ENSCAFP00000034130
ENSG00000196189	ENST00000355014	ENSCAFP00000024799
ENSG00000196218	ENST00000359596	ENSCAFP00000008828
ENSG00000196240	ENST00000342927	ENSCAFP00000001806
ENSG00000196242	ENST00000366487	ENSCAFP00000033634
ENSG00000196248	ENST00000531945	ENSCAFP00000016807
ENSG00000196266	ENST00000332217	ENSCAFP00000031855
ENSG00000196277	ENST00000357716	ENSCAFP00000008349
ENSG00000196338	ENST00000358741	ENSCAFP00000025052
ENSG00000196341	ENST00000357821	
ENSG00000196411	ENST00000358173	ENSCAFP00000020887
ENSG00000196539	ENST00000359594	
ENSG00000196578	ENST00000358642	ENSCAFP00000013444
ENSG00000196610	ENST00000323109	
ENSG00000196639	ENST00000438284	ENSCAFP00000032854
ENSG00000196661	ENST00000354597	ENSCAFP00000016571
ENSG00000196664	ENST00000380659	ENSCAFP00000017193
ENSG00000196772	ENST00000357627	
ENSG00000196776	ENST00000361309	ENSCAFP00000014546
ENSG00000196778	ENST00000307632	ENSCAFP00000034159
ENSG00000196811	ENST00000389494	ENSCAFP00000016661
ENSG00000196832	ENST00000357366	
ENSG00000196917	ENST00000356987	ENSCAFP00000011575
ENSG00000197081	ENST00000356956	ENSCAFP00000001015
ENSG00000197125	ENST00000328064	ENSCAFP00000030349
ENSG00000197177	ENST00000392607	ENSCAFP00000020190
ENSG00000197233	ENST00000335302	
ENSG00000197263	ENST00000357438	ENSCAFP00000016625
ENSG00000197309	ENST00000318666	ENSCAFP00000016646
ENSG00000197376	ENST00000310194	ENSCAFP00000035016
ENSG00000197403	ENST00000335094	ENSCAFP00000031970
ENSG00000197405	ENST00000355085	ENSCAFP00000006201
ENSG00000197428	ENST00000357605	ENSCAFP00000009135
ENSG00000197437	ENST00000359688	ENSCAFP00000034671
ENSG00000197471	ENST00000395389	ENSCAFP00000030890
ENSG00000197532	ENST00000302617	ENSCAFP00000016860
ENSG00000197591	ENST00000355784	ENSCAFP00000035069
ENSG00000197594	ENST00000360971	ENSCAFP00000000001
ENSG00000197635	ENST00000360534	ENSCAFP00000015290
ENSG00000197646	ENST00000397747	ENSCAFP00000003108
ENSG00000197706	ENST00000343870	ENSCAFP00000035200
ENSG00000197786	ENST00000357377	ENSCAFP00000032826
ENSG00000197790	ENST00000360213	ENSCAFP00000008991
ENSG00000197887	ENST00000302592	ENSCAFP00000011450
ENSG00000197938	ENST00000355273	ENSCAFP00000035610
ENSG00000198019	ENST00000369384	ENSCAFP00000016903
ENSG00000198049	ENST00000367126	ENSCAFP00000014991
ENSG00000198104	ENST00000355728	ENSCAFP00000001800
ENSG00000198121	ENST00000374431	ENSCAFP00000004418
ENSG00000198223	ENST00000417535	ENSCAFP00000016261
ENSG00000198283	ENST00000360374	
ENSG00000198601	ENST00000359682	ENSCAFP00000032728
ENSG00000198657	ENST00000356130	ENSCAFP00000016546
ENSG00000198753	ENST00000538966	ENSCAFP00000028445
ENSG00000198785	ENST00000361820	ENSCAFP00000003807
ENSG00000198821	ENST00000362089	
ENSG00000198822	ENST00000361669	ENSCAFP00000002602
ENSG00000198822	ENST00000361669	ENSCAFP00000002605
ENSG00000198829	ENST00000362032	ENSCAFP00000012574
ENSG00000198851	ENST00000361763	ENSCAFP00000018835
ENSG00000198877	ENST00000361760	ENSCAFP00000011987
ENSG00000198965	ENST00000368152	
ENSG00000198967	ENST00000361284	ENSCAFP00000035387
ENSG00000203618	ENST00000366425	
ENSG00000203710	ENST00000367049	
ENSG00000203737	ENST00000367685	
ENSG00000203747	ENST00000367969	ENSCAFP00000019180
ENSG00000203757	ENST00000368145	ENSCAFP00000035448
ENSG00000204174	ENST00000374312	ENSCAFP00000023722
ENSG00000204217	ENST00000374580	ENSCAFP00000031969
ENSG00000204246	ENST00000374781	ENSCAFP00000003883
ENSG00000204252	ENST00000229829	ENSCAFP00000001280
ENSG00000204276	ENST00000443184	
ENSG00000204293	ENST00000375013	ENSCAFP00000016571
ENSG00000204305	ENST00000375076	ENSCAFP00000032810
ENSG00000204345	ENST00000375352	ENSCAFP00000034316
ENSG00000204420	ENST00000375806	ENSCAFP00000000864
ENSG00000204475	ENST00000340027	ENSCAFP00000031972
ENSG00000204577	ENST00000245620	
ENSG00000204580	ENST00000376575	ENSCAFP00000000658
ENSG00000204632	ENST00000428701	
ENSG00000204642	ENST00000259951	
ENSG00000204657	ENST00000383640	
ENSG00000204681	ENST00000377034	ENSCAFP00000017937
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204689	ENST00000391549	
ENSG00000204690	ENST00000377140	
ENSG00000204692	ENST00000383556	
ENSG00000204694	ENST00000377148	ENSCAFP00000031122
ENSG00000204695	ENST00000377160	ENSCAFP00000035675
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	
ENSG00000204703	ENST00000377173	
ENSG00000204704	ENST00000377175	ENSCAFP00000033834
ENSG00000204882	ENST00000377741	ENSCAFP00000001769
ENSG00000205029	ENST00000378396	
ENSG00000205213	ENST00000379214	ENSCAFP00000014962
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	
ENSG00000205336	ENST00000388812	ENSCAFP00000012785
ENSG00000205494	ENST00000380369	
ENSG00000205495	ENST00000380370	ENSCAFP00000018405
ENSG00000205495	ENST00000380370	ENSCAFP00000033883
ENSG00000205496	ENST00000380371	ENSCAFP00000032725
ENSG00000205497	ENST00000380373	ENSCAFP00000032725
ENSG00000205809	ENST00000381902	ENSCAFP00000020702
ENSG00000206240	ENST00000399450	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206306	ENST00000328980	
ENSG00000206308	ENST00000383259	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000206474	ENST00000444197	ENSCAFP00000017878
ENSG00000206493	ENST00000383597	
ENSG00000206503	ENST00000396634	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000206512	ENST00000376947	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000213088	ENST00000368121	ENSCAFP00000035226
ENSG00000213694	ENST00000358157	ENSCAFP00000003210
ENSG00000213809	ENST00000240618	ENSCAFP00000035772
ENSG00000213906	ENST00000533293	
ENSG00000213949	ENST00000282588	ENSCAFP00000027230
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSCAFP00000008754
ENSG00000215764	ENST00000400875	
ENSG00000215788	ENST00000377782	ENSCAFP00000028985
ENSG00000221813	ENST00000408922	ENSCAFP00000005238
ENSG00000221836	ENST00000408906	ENSCAFP00000005227
ENSG00000221840	ENST00000319760	
ENSG00000221858	ENST00000408949	ENSCAFP00000005225
ENSG00000221866	ENST00000321063	ENSCAFP00000001969
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	
ENSG00000221890	ENST00000333039	ENSCAFP00000001953
ENSG00000221910	ENST00000408955	ENSCAFP00000005239
ENSG00000221931	ENST00000327930	ENSCAFP00000031293
ENSG00000221933	ENST00000408898	ENSCAFP00000005226
ENSG00000221938	ENST00000408899	ENSCAFP00000005223
ENSG00000221954	ENST00000335238	ENSCAFP00000012102
ENSG00000221954	ENST00000335238	ENSCAFP00000012114
ENSG00000221970	ENST00000408951	ENSCAFP00000005219
ENSG00000221970	ENST00000408951	ENSCAFP00000034995
ENSG00000221977	ENST00000408935	ENSCAFP00000032155
ENSG00000221989	ENST00000408979	ENSCAFP00000034909
ENSG00000221996	ENST00000408920	ENSCAFP00000034552
ENSG00000222040	ENST00000409345	ENSCAFP00000030937
ENSG00000223532	ENST00000425848	
ENSG00000223793	ENST00000447735	
ENSG00000223833	ENST00000452296	
ENSG00000224103	ENST00000415247	
ENSG00000224234	ENST00000437403	
ENSG00000224320	ENST00000417978	
ENSG00000224393	ENST00000451549	
ENSG00000224395	ENST00000415581	
ENSG00000224487	ENST00000430148	
ENSG00000225211	ENST00000412603	
ENSG00000225291	ENST00000434778	
ENSG00000225550	ENST00000440124	
ENSG00000225736	ENST00000456140	
ENSG00000225781	ENST00000418316	ENSCAFP00000033744
ENSG00000226000	ENST00000415857	
ENSG00000226260	ENST00000442960	
ENSG00000226271	ENST00000428081	
ENSG00000226288	ENST00000312614	ENSCAFP00000009133
ENSG00000226347	ENST00000457762	
ENSG00000226463	ENST00000421027	
ENSG00000226761	ENST00000533467	ENSCAFP00000019721
ENSG00000226832	ENST00000415976	
ENSG00000227191	ENST00000436911	
ENSG00000227639	ENST00000411447	
ENSG00000228080	ENST00000419393	
ENSG00000228163	ENST00000422504	
ENSG00000228198	ENST00000456743	ENSCAFP00000032728
ENSG00000228254	ENST00000442043	
ENSG00000228299	ENST00000420206	
ENSG00000228377	ENST00000420035	
ENSG00000228515	ENST00000449044	
ENSG00000228567	ENST00000311170	ENSCAFP00000004054
ENSG00000228652	ENST00000439723	
ENSG00000228813	ENST00000433801	
ENSG00000228977	ENST00000420540	
ENSG00000228987	ENST00000411505	
ENSG00000229058	ENST00000412470	
ENSG00000229074	ENST00000437784	
ENSG00000229125	ENST00000440557	
ENSG00000229185	ENST00000439874	
ENSG00000229215	ENST00000444289	
ENSG00000229252	ENST00000415289	
ENSG00000229328	ENST00000446776	
ENSG00000229408	ENST00000446161	
ENSG00000229493	ENST00000419519	
ENSG00000229680	ENST00000411574	
ENSG00000229685	ENST00000454805	
ENSG00000229698	ENST00000376848	
ENSG00000229866	ENST00000419260	
ENSG00000230060	ENST00000426729	
ENSG00000230141	ENST00000438987	
ENSG00000230178	ENST00000456475	ENSCAFP00000032986
ENSG00000230254	ENST00000427936	
ENSG00000230413	ENST00000452715	
ENSG00000230456	ENST00000427053	
ENSG00000230463	ENST00000426847	
ENSG00000230505	ENST00000455234	
ENSG00000230514	ENST00000448768	
ENSG00000230726	ENST00000414698	
ENSG00000230780	ENST00000427264	
ENSG00000231003	ENST00000428302	
ENSG00000231268	ENST00000424145	
ENSG00000231286	ENST00000399088	
ENSG00000231319	ENST00000419873	
ENSG00000231389	ENST00000419277	
ENSG00000231558	ENST00000426070	
ENSG00000231679	ENST00000383126	
ENSG00000231861	ENST00000427338	ENSCAFP00000013473
ENSG00000232062	ENST00000444296	
ENSG00000232178	ENST00000414140	
ENSG00000232268	ENST00000450052	ENSCAFP00000009133
ENSG00000232289	ENST00000440485	
ENSG00000232382	ENST00000332650	ENSCAFP00000013473
ENSG00000232397	ENST00000457403	
ENSG00000232569	ENST00000452300	
ENSG00000232632	ENST00000423604	
ENSG00000232945	ENST00000419605	
ENSG00000232957	ENST00000426685	
ENSG00000232962	ENST00000434335	
ENSG00000232984	ENST00000421808	
ENSG00000233046	ENST00000441440	
ENSG00000233054	ENST00000420178	
ENSG00000233095	ENST00000434907	
ENSG00000233141	ENST00000415802	
ENSG00000233180	ENST00000444830	
ENSG00000233192	ENST00000449560	
ENSG00000233209	ENST00000416192	
ENSG00000233481	ENST00000414415	
ENSG00000233618	ENST00000418630	
ENSG00000233636	ENST00000430478	
ENSG00000233687	ENST00000450817	
ENSG00000233904	ENST00000415649	
ENSG00000234078	ENST00000421229	
ENSG00000234101	ENST00000421766	
ENSG00000234729	ENST00000441180	
ENSG00000234745	ENST00000412585	
ENSG00000234746	ENST00000427744	
ENSG00000234794	ENST00000411524	
ENSG00000234954	ENST00000418003	
ENSG00000235132	ENST00000440672	
ENSG00000235220	ENST00000428296	
ENSG00000235249	ENST00000426406	ENSCAFP00000032986
ENSG00000235346	ENST00000457132	
ENSG00000235568	ENST00000329021	ENSCAFP00000001383
ENSG00000235680	ENST00000429890	
ENSG00000235744	ENST00000452598	
ENSG00000235844	ENST00000443117	
ENSG00000235966	ENST00000438569	
ENSG00000236177	ENST00000515317	
ENSG00000236315	ENST00000457547	
ENSG00000236884	ENST00000444645	
ENSG00000236979	ENST00000441372	
ENSG00000237022	ENST00000438171	
ENSG00000237103	ENST00000436623	
ENSG00000237112	ENST00000425097	
ENSG00000237216	ENST00000415687	
ENSG00000237258	ENST00000421634	
ENSG00000237284	ENST00000451019	
ENSG00000237405	ENST00000441804	
ENSG00000237459	ENST00000444404	
ENSG00000237508	ENST00000445657	
ENSG00000237521	ENST00000456448	ENSCAFP00000030332
ENSG00000237541	ENST00000374940	ENSCAFP00000001164
ENSG00000237808	ENST00000418936	
ENSG00000238243	ENST00000537741	ENSCAFP00000033859
ENSG00000239457	ENST00000456406	
ENSG00000239590	ENST00000340750	
ENSG00000239732	ENST00000360658	ENSCAFP00000030804
ENSG00000240403	ENST00000326321	
ENSG00000240505	ENST00000261652	ENSCAFP00000027338
ENSG00000241106	ENST00000438763	ENSCAFP00000001175
ENSG00000241128	ENST00000366485	
ENSG00000241386	ENST00000447178	
ENSG00000241910	ENST00000454969	
ENSG00000242019	ENST00000291860	
ENSG00000242022	ENST00000505384	
ENSG00000242180	ENST00000300773	
ENSG00000243441	ENST00000444009	
ENSG00000243496	ENST00000454286	
ENSG00000243612	ENST00000426644	
ENSG00000243646	ENST00000290200	ENSCAFP00000013342
ENSG00000243729	ENST00000377154	
ENSG00000243772	ENST00000342376	
ENSG00000243896	ENST00000493325	
ENSG00000244165	ENST00000321826	ENSCAFP00000026440
ENSG00000244482	ENST00000396365	
ENSG00000244623	ENST00000316368	ENSCAFP00000021996
ENSG00000250510	ENST00000311268	
ENSG00000254466	ENST00000530162	ENSCAFP00000034163
ENSG00000255012	ENST00000526538	ENSCAFP00000011859
ENSG00000255012	ENST00000526538	ENSCAFP00000011864
ENSG00000255223	ENST00000528616	ENSCAFP00000011868
ENSG00000255307	ENST00000530810	ENSCAFP00000034832
ENSG00000255582	ENST00000542433	
ENSG00000255713	ENST00000545221	
ENSG00000255800	ENST00000374779	ENSCAFP00000003924
ENSG00000255804	ENST00000540461	
ENSG00000256574	ENST00000553795	ENSCAFP00000034710
ENSG00000256797	ENST00000535540	
ENSG00000257008	ENST00000335666	ENSCAFP00000006783
ENSG00000257019	ENST00000542196	ENSCAFP00000003924
ENSG00000257115	ENST00000550708	ENSCAFP00000007984
ENSG00000257473	ENST00000552745	
ENSG00000257793	ENST00000552724	
ENSG00000258227	ENST00000546910	ENSCAFP00000005767
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	ENSCAFP00000032431
