Ensembl Gene ID	Ensembl Transcript ID	Marmoset Ensembl Protein ID	
ENSG00000185245	ENST00000329125	ENSCJAP00000021644	
ENSG00000185291	ENST00000331035	ENSCJAP00000003205	
ENSG00000185372	ENST00000329365	
ENSG00000185385	ENST00000327462	
ENSG00000185436	ENST00000327535	ENSCJAP00000038837	
ENSG00000185483	ENST00000371079	ENSCJAP00000030604	
ENSG00000185803	ENST00000530047	ENSCJAP00000039869	
ENSG00000185821	ENST00000328314	
ENSG00000185825	ENST00000458587	ENSCJAP00000020885	
ENSG00000185897	ENST00000327809	ENSCJAP00000045286	
ENSG00000185920	ENST00000331920	ENSCJAP00000039692	
ENSG00000185926	ENST00000328188	ENSCJAP00000046977	
ENSG00000186038	ENST00000335304	ENSCJAP00000024132	
ENSG00000186074	ENST00000326165	ENSCJAP00000027363	
ENSG00000186090	ENST00000382489	
ENSG00000186092	ENST00000335137	ENSCJAP00000041797	
ENSG00000186113	ENST00000335605	ENSCJAP00000041285	
ENSG00000186117	ENST00000333973	ENSCJAP00000016822	
ENSG00000186119	ENST00000333976	
ENSG00000186188	ENST00000371483	ENSCJAP00000016790	
ENSG00000186265	ENST00000334529	ENSCJAP00000035651	
ENSG00000186297	ENST00000335625	ENSCJAP00000002968	
ENSG00000186306	ENST00000334438	ENSCJAP00000011869	
ENSG00000186400	ENST00000368150	
ENSG00000186407	ENST00000328630	
ENSG00000186440	ENST00000334632	ENSCJAP00000040715	
ENSG00000186509	ENST00000335397	ENSCJAP00000015583	
ENSG00000186513	ENST00000311591	ENSCJAP00000051824	
ENSG00000186723	ENST00000334920	ENSCJAP00000041699	
ENSG00000186810	ENST00000373691	ENSCJAP00000011792	
ENSG00000186818	ENST00000391736	
ENSG00000186827	ENST00000379236	ENSCJAP00000020888	
ENSG00000186867	ENST00000394427	ENSCJAP00000005639	
ENSG00000186881	ENST00000334726	
ENSG00000186891	ENST00000328596	ENSCJAP00000020913	
ENSG00000186912	ENST00000374519	
ENSG00000186919	ENST00000334586	ENSCJAP00000025252	
ENSG00000186943	ENST00000335040	ENSCJAP00000041139	
ENSG00000187037	ENST00000447769	ENSCJAP00000041382	
ENSG00000187080	ENST00000366480	ENSCJAP00000048678	
ENSG00000187244	ENST00000270233	ENSCJAP00000024083	
ENSG00000187258	ENST00000359791	ENSCJAP00000022279	
ENSG00000187266	ENST00000222139	ENSCJAP00000010477	
ENSG00000187323	ENST00000442544	ENSCJAP00000003412	
ENSG00000187474	ENST00000339223	
ENSG00000187554	ENST00000540964	ENSCJAP00000045218	
ENSG00000187612	ENST00000344514	ENSCJAP00000041284	
ENSG00000187701	ENST00000344889	ENSCJAP00000043688	
ENSG00000187730	ENST00000378585	ENSCJAP00000004365	
ENSG00000187747	ENST00000345043	
ENSG00000187764	ENST00000450295	ENSCJAP00000014617	
ENSG00000187800	ENST00000338302	ENSCJAP00000011752	
ENSG00000187848	ENST00000343948	ENSCJAP00000023524	
ENSG00000187857	ENST00000343399	
ENSG00000187871	ENST00000340465	ENSCJAP00000020016	
ENSG00000187918	ENST00000341449	ENSCJAP00000040486	
ENSG00000187957	ENST00000341772	ENSCJAP00000024089	
ENSG00000188000	ENST00000344248	
ENSG00000188069	ENST00000343430	ENSCJAP00000028810	
ENSG00000188124	ENST00000338569	ENSCJAP00000040896	
ENSG00000188269	ENST00000322301	
ENSG00000188324	ENST00000358433	ENSCJAP00000041184	
ENSG00000188340	ENST00000339258	ENSCJAP00000040710	
ENSG00000188372	ENST00000394857	ENSCJAP00000029937	
ENSG00000188393	ENST00000455827	
ENSG00000188394	ENST00000373642	
ENSG00000188558	ENST00000343414	
ENSG00000188763	ENST00000344575	
ENSG00000188778	ENST00000345060	ENSCJAP00000004865	
ENSG00000188822	ENST00000374472	ENSCJAP00000049433	
ENSG00000188828	ENST00000372617	ENSCJAP00000006148	
ENSG00000188888	ENST00000342292	ENSCJAP00000047075	
ENSG00000189013	ENST00000345540	
ENSG00000189143	ENST00000435050	ENSCJAP00000040612	
ENSG00000189181	ENST00000342623	
ENSG00000189430	ENST00000291890	
ENSG00000196071	ENST00000366478	
ENSG00000196083	ENST00000443369	ENSCJAP00000026132	
ENSG00000196090	ENST00000373187	ENSCJAP00000033070	
ENSG00000196098	ENST00000354924	
ENSG00000196099	ENST00000309154	ENSCJAP00000040764	
ENSG00000196101	ENST00000307137	
ENSG00000196119	ENST00000284287	ENSCJAP00000044373	
ENSG00000196126	ENST00000360004	ENSCJAP00000051861	
ENSG00000196131	ENST00000341702	ENSCJAP00000033898	
ENSG00000196171	ENST00000359610	ENSCJAP00000050791	
ENSG00000196184	ENST00000423932	ENSCJAP00000040709	
ENSG00000196189	ENST00000355014	ENSCJAP00000010277	
ENSG00000196218	ENST00000359596	
ENSG00000196240	ENST00000342927	ENSCJAP00000044125	
ENSG00000196242	ENST00000366487	
ENSG00000196248	ENST00000531945	ENSCJAP00000040767	
ENSG00000196266	ENST00000332217	ENSCJAP00000050968	
ENSG00000196277	ENST00000357716	ENSCJAP00000029256	
ENSG00000196338	ENST00000358741	ENSCJAP00000024974	
ENSG00000196341	ENST00000357821	
ENSG00000196411	ENST00000358173	ENSCJAP00000027630	
ENSG00000196539	ENST00000359594	
ENSG00000196578	ENST00000358642	
ENSG00000196610	ENST00000323109	
ENSG00000196639	ENST00000438284	ENSCJAP00000041613	
ENSG00000196661	ENST00000354597	ENSCJAP00000014603	
ENSG00000196664	ENST00000380659	ENSCJAP00000007128	
ENSG00000196772	ENST00000357627	
ENSG00000196776	ENST00000361309	ENSCJAP00000009073	
ENSG00000196778	ENST00000307632	
ENSG00000196811	ENST00000389494	ENSCJAP00000025331	
ENSG00000196832	ENST00000357366	ENSCJAP00000018383	
ENSG00000196917	ENST00000356987	ENSCJAP00000045007	
ENSG00000196936	ENST00000357191	
ENSG00000196944	ENST00000366475	ENSCJAP00000050939	
ENSG00000197081	ENST00000356956	ENSCJAP00000022035	
ENSG00000197125	ENST00000328064	ENSCJAP00000040776	
ENSG00000197177	ENST00000392607	ENSCJAP00000043238	
ENSG00000197233	ENST00000335302	ENSCJAP00000037324	
ENSG00000197263	ENST00000357438	
ENSG00000197309	ENST00000318666	ENSCJAP00000042352	
ENSG00000197376	ENST00000310194	ENSCJAP00000038541	
ENSG00000197403	ENST00000335094	ENSCJAP00000040711	
ENSG00000197405	ENST00000355085	ENSCJAP00000041417	
ENSG00000197428	ENST00000357605	ENSCJAP00000041588	
ENSG00000197437	ENST00000359688	ENSCJAP00000041230	
ENSG00000197454	ENST00000355281	
ENSG00000197471	ENST00000395389	ENSCJAP00000041481	
ENSG00000197532	ENST00000302617	
ENSG00000197591	ENST00000355784	
ENSG00000197594	ENST00000360971	ENSCJAP00000005516	
ENSG00000197635	ENST00000360534	ENSCJAP00000010720	
ENSG00000197646	ENST00000397747	ENSCJAP00000021018	
ENSG00000197706	ENST00000343870	ENSCJAP00000041182	
ENSG00000197786	ENST00000357377	ENSCJAP00000041257	
ENSG00000197790	ENST00000360213	ENSCJAP00000041675	
ENSG00000197887	ENST00000302592	
ENSG00000197938	ENST00000355273	
ENSG00000198019	ENST00000369384	ENSCJAP00000001314	
ENSG00000198049	ENST00000367126	ENSCJAP00000034844	
ENSG00000198053	ENST00000356025	
ENSG00000198104	ENST00000355728	ENSCJAP00000052166	
ENSG00000198121	ENST00000374431	ENSCJAP00000048121	
ENSG00000198128	ENST00000359959	
ENSG00000198223	ENST00000417535	
ENSG00000198283	ENST00000360374	ENSCJAP00000041253	
ENSG00000198601	ENST00000359682	
ENSG00000198657	ENST00000356130	ENSCJAP00000014615	
ENSG00000198753	ENST00000538966	ENSCJAP00000019174	
ENSG00000198785	ENST00000361820	ENSCJAP00000030334	
ENSG00000198821	ENST00000362089	ENSCJAP00000044177	
ENSG00000198822	ENST00000361669	ENSCJAP00000046438	
ENSG00000198829	ENST00000362032	ENSCJAP00000001856	
ENSG00000198851	ENST00000361763	ENSCJAP00000049775	
ENSG00000198877	ENST00000361760	ENSCJAP00000051322	
ENSG00000198965	ENST00000368152	ENSCJAP00000042121	
ENSG00000198967	ENST00000361284	ENSCJAP00000040713	
ENSG00000203618	ENST00000366425	ENSCJAP00000047096	
ENSG00000203661	ENST00000366473	ENSCJAP00000050939	
ENSG00000203663	ENST00000366479	
ENSG00000203710	ENST00000367049	
ENSG00000203737	ENST00000367685	
ENSG00000203747	ENST00000367969	ENSCJAP00000008591	
ENSG00000203757	ENST00000368145	
ENSG00000204174	ENST00000374312	
ENSG00000204217	ENST00000374580	ENSCJAP00000009349	
ENSG00000204246	ENST00000374781	ENSCJAP00000041137	
ENSG00000204252	ENST00000229829	ENSCJAP00000047203	
ENSG00000204276	ENST00000443184	
ENSG00000204293	ENST00000375013	ENSCJAP00000014603	
ENSG00000204305	ENST00000375076	ENSCJAP00000003502	
ENSG00000204345	ENST00000375352	ENSCJAP00000027363	
ENSG00000204420	ENST00000375806	ENSCJAP00000005230	
ENSG00000204475	ENST00000340027	ENSCJAP00000005615	
ENSG00000204577	ENST00000245620	ENSCJAP00000001958	
ENSG00000204580	ENST00000376575	ENSCJAP00000036932	
ENSG00000204632	ENST00000428701	
ENSG00000204642	ENST00000259951	
ENSG00000204657	ENST00000383640	ENSCJAP00000051785	
ENSG00000204681	ENST00000377034	ENSCJAP00000007831	
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	
ENSG00000204689	ENST00000391549	
ENSG00000204690	ENST00000377140	
ENSG00000204692	ENST00000383556	
ENSG00000204694	ENST00000377148	ENSCJAP00000051392	
ENSG00000204695	ENST00000377160	
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	ENSCJAP00000046536	
ENSG00000204703	ENST00000377173	
ENSG00000204704	ENST00000377175	ENSCJAP00000041555	
ENSG00000204882	ENST00000377741	ENSCJAP00000019149	
ENSG00000205029	ENST00000378396	ENSCJAP00000046492	
ENSG00000205030	ENST00000378397	ENSCJAP00000016822	
ENSG00000205213	ENST00000379214	ENSCJAP00000011465	
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	ENSCJAP00000041186	
ENSG00000205330	ENST00000379668	ENSCJAP00000041185	
ENSG00000205336	ENST00000388812	ENSCJAP00000049688	
ENSG00000205409	ENST00000329322	
ENSG00000205495	ENST00000380370	
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000205809	ENST00000381902	ENSCJAP00000040321	
ENSG00000206240	ENST00000399450	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206306	ENST00000328980	
ENSG00000206308	ENST00000383259	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000206474	ENST00000444197	
ENSG00000206493	ENST00000383597	
ENSG00000206503	ENST00000396634	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000206512	ENST00000376947	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	
ENSG00000212807	ENST00000391496	
ENSG00000213088	ENST00000368121	ENSCJAP00000011597	
ENSG00000213215	ENST00000392899	
ENSG00000213694	ENST00000358157	ENSCJAP00000020623	
ENSG00000213809	ENST00000240618	ENSCJAP00000040326	
ENSG00000213906	ENST00000533293	ENSCJAP00000012268	
ENSG00000213949	ENST00000282588	ENSCJAP00000002691	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSCJAP00000005391	
ENSG00000215764	ENST00000400875	
ENSG00000215788	ENST00000377782	ENSCJAP00000000289	
ENSG00000221813	ENST00000408922	ENSCJAP00000040667	
ENSG00000221836	ENST00000408906	
ENSG00000221840	ENST00000319760	ENSCJAP00000016853	
ENSG00000221858	ENST00000408949	
ENSG00000221866	ENST00000321063	ENSCJAP00000000464	
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	ENSCJAP00000016243	
ENSG00000221890	ENST00000333039	ENSCJAP00000021274	
ENSG00000221910	ENST00000408955	
ENSG00000221931	ENST00000327930	ENSCJAP00000041941	
ENSG00000221933	ENST00000408898	
ENSG00000221938	ENST00000408899	
ENSG00000221954	ENST00000335238	ENSCJAP00000028665	
ENSG00000221970	ENST00000408951	
ENSG00000221977	ENST00000408935	ENSCJAP00000041739	
ENSG00000221989	ENST00000408979	ENSCJAP00000018126	
ENSG00000221996	ENST00000408920	
ENSG00000222040	ENST00000409345	ENSCJAP00000034861	
ENSG00000223532	ENST00000425848	
ENSG00000223793	ENST00000447735	
ENSG00000223833	ENST00000452296	
ENSG00000224103	ENST00000415247	
ENSG00000224234	ENST00000437403	
ENSG00000224320	ENST00000417978	
ENSG00000224393	ENST00000451549	
ENSG00000224395	ENST00000415581	
ENSG00000224487	ENST00000430148	
ENSG00000225211	ENST00000412603	
ENSG00000225291	ENST00000434778	
ENSG00000225550	ENST00000440124	
ENSG00000225736	ENST00000456140	
ENSG00000225781	ENST00000418316	ENSCJAP00000040662	
ENSG00000226000	ENST00000415857	
ENSG00000226260	ENST00000442960	
ENSG00000226271	ENST00000428081	
ENSG00000226288	ENST00000312614	ENSCJAP00000041676	
ENSG00000226347	ENST00000457762	
ENSG00000226463	ENST00000421027	
ENSG00000226761	ENST00000533467	ENSCJAP00000040453	
ENSG00000226832	ENST00000415976	
ENSG00000227191	ENST00000436911	
ENSG00000227639	ENST00000411447	
ENSG00000228080	ENST00000419393	
ENSG00000228163	ENST00000422504	
ENSG00000228198	ENST00000456743	
ENSG00000228254	ENST00000442043	
ENSG00000228299	ENST00000420206	
ENSG00000228377	ENST00000420035	
ENSG00000228515	ENST00000449044	
ENSG00000228567	ENST00000311170	ENSCJAP00000046385	
ENSG00000228652	ENST00000439723	
ENSG00000228813	ENST00000433801	
ENSG00000228977	ENST00000420540	
ENSG00000228987	ENST00000411505	
ENSG00000229058	ENST00000412470	
ENSG00000229074	ENST00000437784	
ENSG00000229125	ENST00000440557	
ENSG00000229185	ENST00000439874	
ENSG00000229215	ENST00000444289	
ENSG00000229252	ENST00000415289	
ENSG00000229328	ENST00000446776	
ENSG00000229408	ENST00000446161	
ENSG00000229493	ENST00000419519	
ENSG00000229680	ENST00000411574	
ENSG00000229685	ENST00000454805	
ENSG00000229698	ENST00000376848	
ENSG00000229866	ENST00000419260	
ENSG00000230060	ENST00000426729	
ENSG00000230141	ENST00000438987	
ENSG00000230178	ENST00000456475	
ENSG00000230254	ENST00000427936	
ENSG00000230301	ENST00000383696	
ENSG00000230413	ENST00000452715	
ENSG00000230456	ENST00000427053	
ENSG00000230463	ENST00000426847	
ENSG00000230505	ENST00000455234	
ENSG00000230514	ENST00000448768	
ENSG00000230726	ENST00000414698	
ENSG00000230780	ENST00000427264	
ENSG00000231003	ENST00000428302	
ENSG00000231192	ENST00000354565	
ENSG00000231268	ENST00000424145	
ENSG00000231286	ENST00000399088	
ENSG00000231319	ENST00000419873	
ENSG00000231389	ENST00000419277	ENSCJAP00000040155	
ENSG00000231558	ENST00000426070	
ENSG00000231679	ENST00000383126	
ENSG00000231861	ENST00000427338	ENSCJAP00000047396	
ENSG00000232062	ENST00000444296	
ENSG00000232178	ENST00000414140	
ENSG00000232268	ENST00000450052	ENSCJAP00000041676	
ENSG00000232289	ENST00000440485	
ENSG00000232382	ENST00000332650	ENSCJAP00000047396	
ENSG00000232397	ENST00000457403	
ENSG00000232569	ENST00000452300	
ENSG00000232632	ENST00000423604	
ENSG00000232945	ENST00000419605	
ENSG00000232957	ENST00000426685	
ENSG00000232962	ENST00000434335	
ENSG00000232984	ENST00000421808	
ENSG00000233046	ENST00000441440	
ENSG00000233054	ENST00000420178	
ENSG00000233095	ENST00000434907	
ENSG00000233141	ENST00000415802	
ENSG00000233180	ENST00000444830	
ENSG00000233192	ENST00000449560	
ENSG00000233209	ENST00000416192	
ENSG00000233412	ENST00000356526	
ENSG00000233481	ENST00000414415	
ENSG00000233618	ENST00000418630	
ENSG00000233636	ENST00000430478	
ENSG00000233687	ENST00000450817	
ENSG00000233904	ENST00000415649	
ENSG00000234078	ENST00000421229	
ENSG00000234101	ENST00000421766	
ENSG00000234560	ENST00000431524	
ENSG00000234729	ENST00000441180	
ENSG00000234745	ENST00000412585	
ENSG00000234746	ENST00000427744	
ENSG00000234794	ENST00000411524	
ENSG00000234954	ENST00000418003	
ENSG00000235132	ENST00000440672	
ENSG00000235220	ENST00000428296	
ENSG00000235249	ENST00000426406	
ENSG00000235346	ENST00000457132	
ENSG00000235568	ENST00000329021	ENSCJAP00000048599	
ENSG00000235680	ENST00000429890	
ENSG00000235744	ENST00000452598	
ENSG00000235844	ENST00000443117	
ENSG00000235966	ENST00000438569	
ENSG00000236032	ENST00000437310	
ENSG00000236177	ENST00000515317	
ENSG00000236315	ENST00000457547	
ENSG00000236884	ENST00000444645	
ENSG00000236979	ENST00000441372	
ENSG00000236981	ENST00000375024	
ENSG00000237022	ENST00000438171	
ENSG00000237103	ENST00000436623	
ENSG00000237112	ENST00000425097	
ENSG00000237216	ENST00000415687	
ENSG00000237258	ENST00000421634	
ENSG00000237284	ENST00000451019	
ENSG00000237388	ENST00000446524	
ENSG00000237405	ENST00000441804	
ENSG00000237459	ENST00000444404	
ENSG00000237508	ENST00000445657	
ENSG00000237521	ENST00000456448	
ENSG00000237541	ENST00000374940	ENSCJAP00000002901	
ENSG00000237808	ENST00000418936	
ENSG00000238243	ENST00000537741	
ENSG00000239457	ENST00000456406	
ENSG00000239590	ENST00000340750	ENSCJAP00000014452	
ENSG00000239732	ENST00000360658	ENSCJAP00000011179	
ENSG00000240403	ENST00000326321	
ENSG00000240505	ENST00000261652	ENSCJAP00000014473	
ENSG00000241106	ENST00000438763	ENSCJAP00000046373	
ENSG00000241128	ENST00000366485	
ENSG00000241386	ENST00000447178	
ENSG00000241910	ENST00000454969	
ENSG00000242019	ENST00000291860	
ENSG00000242022	ENST00000505384	
ENSG00000242180	ENST00000300773	ENSCJAP00000040488	
ENSG00000243441	ENST00000444009	
ENSG00000243496	ENST00000454286	
ENSG00000243612	ENST00000426644	
ENSG00000243646	ENST00000290200	ENSCJAP00000000107	
ENSG00000243729	ENST00000377154	
ENSG00000243772	ENST00000342376	
ENSG00000243896	ENST00000493325	ENSCJAP00000047003	
ENSG00000244165	ENST00000321826	
ENSG00000244482	ENST00000396365	ENSCJAP00000001958	
ENSG00000244623	ENST00000316368	
ENSG00000248953	ENST00000380369	
ENSG00000250510	ENST00000311268	ENSCJAP00000013988	
ENSG00000254466	ENST00000530162	ENSCJAP00000041409	
ENSG00000254737	ENST00000320891	
ENSG00000254834	ENST00000526812	ENSCJAP00000016699	
ENSG00000255012	ENST00000526538	ENSCJAP00000016699	
ENSG00000255223	ENST00000528616	ENSCJAP00000016704	
ENSG00000255307	ENST00000530810	
ENSG00000255582	ENST00000542433	ENSCJAP00000016203	
ENSG00000255713	ENST00000545221	
ENSG00000255800	ENST00000374779	ENSCJAP00000030590	
ENSG00000255804	ENST00000540461	ENSCJAP00000015958	
ENSG00000256574	ENST00000553795	ENSCJAP00000044446	
ENSG00000256797	ENST00000535540	
ENSG00000257008	ENST00000335666	
ENSG00000257019	ENST00000542196	ENSCJAP00000030590	
ENSG00000257115	ENST00000550708	
ENSG00000257473	ENST00000552745	
ENSG00000257793	ENST00000552724	
ENSG00000258083	ENST00000548136	ENSCJAP00000041372	
ENSG00000258227	ENST00000546910	ENSCJAP00000025166	
ENSG00000258817	ENST00000555099	ENSCJAP00000016860	
ENSG00000258839	ENST00000555147	
