Ensembl Gene ID	Ensembl Transcript ID	Chimp Ensembl Protein ID	
ENSG00000183671	ENST00000407325	ENSPTRP00000043050	
ENSG00000183695	ENST00000329773	ENSPTRP00000005975	
ENSG00000183706	ENST00000328795	
ENSG00000183729	ENST00000331251	ENSPTRP00000053166	
ENSG00000183748	ENST00000331429	ENSPTRP00000003959	
ENSG00000183813	ENST00000330953	ENSPTRP00000025398	
ENSG00000183840	ENST00000329321	ENSPTRP00000021350	
ENSG00000184012	ENST00000398585	ENSPTRP00000023965	
ENSG00000184022	ENST00000330500	
ENSG00000184140	ENST00000328882	ENSPTRP00000012845	
ENSG00000184155	ENST00000334857	
ENSG00000184160	ENST00000330055	ENSPTRP00000059670	
ENSG00000184166	ENST00000331459	ENSPTRP00000014606	
ENSG00000184194	ENST00000332582	ENSPTRP00000047400	
ENSG00000184292	ENST00000371225	ENSPTRP00000001367	
ENSG00000184321	ENST00000332043	
ENSG00000184350	ENST00000389832	ENSPTRP00000005644	
ENSG00000184394	ENST00000333629	ENSPTRP00000010329	
ENSG00000184451	ENST00000332438	ENSPTRP00000015691	
ENSG00000184478	ENST00000329564	ENSPTRP00000054814	
ENSG00000184574	ENST00000329858	ENSPTRP00000007830	
ENSG00000184698	ENST00000328611	ENSPTRP00000005715	
ENSG00000184845	ENST00000393752	ENSPTRP00000029972	
ENSG00000184881	ENST00000328813	ENSPTRP00000054844	
ENSG00000184933	ENST00000332601	ENSPTRP00000005785	
ENSG00000184954	ENST00000327335	
ENSG00000184984	ENST00000383263	ENSPTRP00000011746	
ENSG00000185008	ENST00000487694	ENSPTRP00000059280	
ENSG00000185097	ENST00000332831	ENSPTRP00000053899	
ENSG00000185149	ENST00000329476	ENSPTRP00000028393	
ENSG00000185231	ENST00000327606	ENSPTRP00000057670	
ENSG00000185245	ENST00000329125	ENSPTRP00000053173	
ENSG00000185291	ENST00000331035	ENSPTRP00000037024	
ENSG00000185372	ENST00000329365	
ENSG00000185385	ENST00000327462	ENSPTRP00000054656	
ENSG00000185436	ENST00000327535	ENSPTRP00000041109	
ENSG00000185483	ENST00000371079	ENSPTRP00000052236	
ENSG00000185803	ENST00000530047	ENSPTRP00000035405	
ENSG00000185821	ENST00000328314	
ENSG00000185825	ENST00000458587	
ENSG00000185897	ENST00000327809	ENSPTRP00000018563	
ENSG00000185920	ENST00000331920	ENSPTRP00000036134	
ENSG00000185926	ENST00000328188	
ENSG00000186038	ENST00000335304	ENSPTRP00000026975	
ENSG00000186074	ENST00000326165	ENSPTRP00000016340	
ENSG00000186090	ENST00000382489	ENSPTRP00000026972	
ENSG00000186092	ENST00000335137	
ENSG00000186113	ENST00000335605	ENSPTRP00000006267	
ENSG00000186117	ENST00000333973	ENSPTRP00000006268	
ENSG00000186119	ENST00000333976	ENSPTRP00000006269	
ENSG00000186188	ENST00000371483	ENSPTRP00000004828	
ENSG00000186265	ENST00000334529	ENSPTRP00000040260	
ENSG00000186297	ENST00000335625	ENSPTRP00000011675	
ENSG00000186306	ENST00000334438	ENSPTRP00000002532	
ENSG00000186400	ENST00000368150	ENSPTRP00000002541	
ENSG00000186407	ENST00000328630	ENSPTRP00000052754	
ENSG00000186440	ENST00000334632	ENSPTRP00000002540	
ENSG00000186509	ENST00000335397	ENSPTRP00000006343	
ENSG00000186513	ENST00000311591	ENSPTRP00000006344	
ENSG00000186723	ENST00000334920	
ENSG00000186810	ENST00000373691	ENSPTRP00000047371	
ENSG00000186818	ENST00000391736	ENSPTRP00000048490	
ENSG00000186827	ENST00000379236	ENSPTRP00000000016	
ENSG00000186867	ENST00000394427	ENSPTRP00000028176	
ENSG00000186881	ENST00000334726	ENSPTRP00000036244	
ENSG00000186891	ENST00000328596	ENSPTRP00000000012	
ENSG00000186912	ENST00000374519	ENSPTRP00000057506	
ENSG00000186919	ENST00000334586	ENSPTRP00000016436	
ENSG00000186943	ENST00000335040	ENSPTRP00000036246	
ENSG00000187037	ENST00000447769	ENSPTRP00000032613	
ENSG00000187080	ENST00000366480	
ENSG00000187244	ENST00000270233	ENSPTRP00000019091	
ENSG00000187258	ENST00000359791	ENSPTRP00000048060	
ENSG00000187266	ENST00000222139	ENSPTRP00000049007	
ENSG00000187323	ENST00000442544	ENSPTRP00000017051	
ENSG00000187474	ENST00000339223	ENSPTRP00000019570	
ENSG00000187554	ENST00000540964	
ENSG00000187612	ENST00000344514	ENSPTRP00000006272	
ENSG00000187701	ENST00000344889	ENSPTRP00000050946	
ENSG00000187730	ENST00000378585	ENSPTRP00000052940	
ENSG00000187747	ENST00000345043	
ENSG00000187764	ENST00000450295	ENSPTRP00000049238	
ENSG00000187800	ENST00000338302	ENSPTRP00000002506	
ENSG00000187848	ENST00000343948	ENSPTRP00000058740	
ENSG00000187857	ENST00000343399	
ENSG00000187871	ENST00000340465	ENSPTRP00000031259	
ENSG00000187918	ENST00000341449	ENSPTRP00000005719	
ENSG00000187957	ENST00000341772	ENSPTRP00000048671	
ENSG00000188000	ENST00000344248	ENSPTRP00000017756	
ENSG00000188069	ENST00000343430	ENSPTRP00000048288	
ENSG00000188124	ENST00000338569	ENSPTRP00000005783	
ENSG00000188269	ENST00000322301	ENSPTRP00000018094	
ENSG00000188324	ENST00000358433	ENSPTRP00000050313	
ENSG00000188340	ENST00000339258	ENSPTRP00000051693	
ENSG00000188372	ENST00000394857	ENSPTRP00000033049	
ENSG00000188393	ENST00000455827	ENSPTRP00000007969	
ENSG00000188394	ENST00000373642	
ENSG00000188558	ENST00000343414	
ENSG00000188763	ENST00000344575	ENSPTRP00000047933	
ENSG00000188778	ENST00000345060	ENSPTRP00000042587	
ENSG00000188822	ENST00000374472	ENSPTRP00000043914	
ENSG00000188828	ENST00000372617	ENSPTRP00000038072	
ENSG00000188888	ENST00000342292	ENSPTRP00000015450	
ENSG00000189013	ENST00000345540	ENSPTRP00000039964	
ENSG00000189143	ENST00000435050	ENSPTRP00000032956	
ENSG00000189181	ENST00000342623	ENSPTRP00000041964	
ENSG00000189430	ENST00000291890	ENSPTRP00000019735	
ENSG00000196071	ENST00000366478	ENSPTRP00000003746	
ENSG00000196083	ENST00000443369	ENSPTRP00000027076	
ENSG00000196090	ENST00000373187	ENSPTRP00000042488	
ENSG00000196098	ENST00000354924	
ENSG00000196099	ENST00000309154	ENSPTRP00000047597	
ENSG00000196101	ENST00000307137	
ENSG00000196119	ENST00000284287	ENSPTRP00000007557	
ENSG00000196126	ENST00000360004	ENSPTRP00000030724	
ENSG00000196131	ENST00000341702	ENSPTRP00000058187	
ENSG00000196171	ENST00000359610	ENSPTRP00000045574	
ENSG00000196184	ENST00000423932	ENSPTRP00000056824	
ENSG00000196189	ENST00000355014	ENSPTRP00000043367	
ENSG00000196218	ENST00000359596	ENSPTRP00000018741	
ENSG00000196240	ENST00000342927	
ENSG00000196242	ENST00000366487	ENSPTRP00000003730	
ENSG00000196248	ENST00000531945	
ENSG00000196266	ENST00000332217	ENSPTRP00000059403	
ENSG00000196277	ENST00000357716	ENSPTRP00000025129	
ENSG00000196338	ENST00000358741	ENSPTRP00000037839	
ENSG00000196341	ENST00000357821	ENSPTRP00000047591	
ENSG00000196411	ENST00000358173	ENSPTRP00000033400	
ENSG00000196539	ENST00000359594	
ENSG00000196578	ENST00000358642	ENSPTRP00000058656	
ENSG00000196610	ENST00000323109	
ENSG00000196639	ENST00000438284	ENSPTRP00000051571	
ENSG00000196661	ENST00000354597	ENSPTRP00000044948	
ENSG00000196664	ENST00000380659	ENSPTRP00000047494	
ENSG00000196772	ENST00000357627	
ENSG00000196776	ENST00000361309	ENSPTRP00000058336	
ENSG00000196778	ENST00000307632	
ENSG00000196811	ENST00000389494	ENSPTRP00000046107	
ENSG00000196832	ENST00000357366	
ENSG00000196917	ENST00000356987	ENSPTRP00000009485	
ENSG00000196936	ENST00000357191	
ENSG00000196944	ENST00000366475	ENSPTRP00000050948	
ENSG00000197081	ENST00000356956	ENSPTRP00000032027	
ENSG00000197125	ENST00000328064	
ENSG00000197177	ENST00000392607	ENSPTRP00000039759	
ENSG00000197233	ENST00000335302	ENSPTRP00000056527	
ENSG00000197263	ENST00000357438	ENSPTRP00000045979	
ENSG00000197309	ENST00000318666	ENSPTRP00000007559	
ENSG00000197376	ENST00000310194	ENSPTRP00000008344	
ENSG00000197403	ENST00000335094	ENSPTRP00000051694	
ENSG00000197405	ENST00000355085	ENSPTRP00000048590	
ENSG00000197428	ENST00000357605	ENSPTRP00000046798	
ENSG00000197437	ENST00000359688	ENSPTRP00000041482	
ENSG00000197454	ENST00000355281	
ENSG00000197471	ENST00000395389	ENSPTRP00000053631	
ENSG00000197532	ENST00000302617	ENSPTRP00000002533	
ENSG00000197591	ENST00000355784	
ENSG00000197594	ENST00000360971	ENSPTRP00000049619	
ENSG00000197635	ENST00000360534	ENSPTRP00000041681	
ENSG00000197646	ENST00000397747	ENSPTRP00000035506	
ENSG00000197706	ENST00000343870	ENSPTRP00000008593	
ENSG00000197786	ENST00000357377	ENSPTRP00000050781	
ENSG00000197790	ENST00000360213	ENSPTRP00000042396	
ENSG00000197887	ENST00000302592	
ENSG00000197938	ENST00000355273	
ENSG00000198019	ENST00000369384	ENSPTRP00000002095	
ENSG00000198049	ENST00000367126	ENSPTRP00000042684	
ENSG00000198053	ENST00000356025	ENSPTRP00000052461	
ENSG00000198104	ENST00000355728	ENSPTRP00000050947	
ENSG00000198121	ENST00000374431	ENSPTRP00000039997	
ENSG00000198128	ENST00000359959	
ENSG00000198223	ENST00000417535	ENSPTRP00000039839	
ENSG00000198283	ENST00000360374	
ENSG00000198601	ENST00000359682	
ENSG00000198657	ENST00000356130	
ENSG00000198753	ENST00000538966	ENSPTRP00000038614	
ENSG00000198785	ENST00000361820	ENSPTRP00000039833	
ENSG00000198821	ENST00000362089	ENSPTRP00000044167	
ENSG00000198822	ENST00000361669	ENSPTRP00000033113	
ENSG00000198829	ENST00000362032	ENSPTRP00000050999	
ENSG00000198851	ENST00000361763	ENSPTRP00000007441	
ENSG00000198877	ENST00000361760	ENSPTRP00000014722	
ENSG00000198965	ENST00000368152	ENSPTRP00000002538	
ENSG00000198967	ENST00000361284	ENSPTRP00000044329	
ENSG00000203618	ENST00000366425	ENSPTRP00000057066	
ENSG00000203661	ENST00000366473	ENSPTRP00000003752	
ENSG00000203663	ENST00000366479	
ENSG00000203710	ENST00000367049	ENSPTRP00000003245	
ENSG00000203737	ENST00000367685	
ENSG00000203747	ENST00000367969	ENSPTRP00000051627	
ENSG00000203757	ENST00000368145	ENSPTRP00000051695	
ENSG00000204174	ENST00000374312	ENSPTRP00000050668	
ENSG00000204217	ENST00000374580	ENSPTRP00000048858	
ENSG00000204246	ENST00000374781	ENSPTRP00000036245	
ENSG00000204252	ENST00000229829	ENSPTRP00000030784	
ENSG00000204276	ENST00000443184	
ENSG00000204293	ENST00000375013	ENSPTRP00000047588	
ENSG00000204305	ENST00000375076	ENSPTRP00000030758	
ENSG00000204345	ENST00000375352	ENSPTRP00000052755	
ENSG00000204420	ENST00000375806	ENSPTRP00000030688	
ENSG00000204475	ENST00000340027	ENSPTRP00000030663	
ENSG00000204577	ENST00000245620	ENSPTRP00000019680	
ENSG00000204580	ENST00000376575	ENSPTRP00000030610	
ENSG00000204632	ENST00000428701	
ENSG00000204642	ENST00000259951	ENSPTRP00000030535	
ENSG00000204657	ENST00000383640	ENSPTRP00000030512	
ENSG00000204681	ENST00000377034	ENSPTRP00000055968	
ENSG00000204687	ENST00000377127	
ENSG00000204688	ENST00000377136	ENSPTRP00000030508	
ENSG00000204689	ENST00000391549	
ENSG00000204690	ENST00000377140	
ENSG00000204692	ENST00000383556	
ENSG00000204694	ENST00000377148	ENSPTRP00000057876	
ENSG00000204695	ENST00000377160	ENSPTRP00000030501	
ENSG00000204701	ENST00000377169	ENSPTRP00000050460	
ENSG00000204702	ENST00000377171	ENSPTRP00000040669	
ENSG00000204703	ENST00000377173	ENSPTRP00000030499	
ENSG00000204704	ENST00000377175	ENSPTRP00000030497	
ENSG00000204882	ENST00000377741	ENSPTRP00000053030	
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	ENSPTRP00000050812	
ENSG00000205213	ENST00000379214	ENSPTRP00000048194	
ENSG00000205327	ENST00000379662	ENSPTRP00000050315	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	
ENSG00000205330	ENST00000379668	ENSPTRP00000050314	
ENSG00000205336	ENST00000388812	ENSPTRP00000059175	
ENSG00000205409	ENST00000329322	ENSPTRP00000048275	
ENSG00000205495	ENST00000380370	ENSPTRP00000048284	
ENSG00000205496	ENST00000380371	ENSPTRP00000048286	
ENSG00000205497	ENST00000380373	ENSPTRP00000048286	
ENSG00000205809	ENST00000381902	ENSPTRP00000054752	
ENSG00000206240	ENST00000399450	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206306	ENST00000328980	
ENSG00000206308	ENST00000383259	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000206474	ENST00000444197	ENSPTRP00000030506	
ENSG00000206493	ENST00000383597	
ENSG00000206503	ENST00000396634	ENSPTRP00000055582	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000206512	ENST00000376947	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSPTRP00000051204	
ENSG00000212807	ENST00000391496	ENSPTRP00000058785	
ENSG00000213088	ENST00000368121	ENSPTRP00000002561	
ENSG00000213215	ENST00000392899	ENSPTRP00000033944	
ENSG00000213694	ENST00000358157	ENSPTRP00000055915	
ENSG00000213809	ENST00000240618	ENSPTRP00000007992	
ENSG00000213906	ENST00000533293	ENSPTRP00000059351	
ENSG00000213949	ENST00000282588	ENSPTRP00000028883	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSPTRP00000056951	
ENSG00000215764	ENST00000400875	
ENSG00000215788	ENST00000377782	ENSPTRP00000059589	
ENSG00000221813	ENST00000408922	
ENSG00000221836	ENST00000408906	
ENSG00000221840	ENST00000319760	ENSPTRP00000055196	
ENSG00000221858	ENST00000408949	ENSPTRP00000054230	
ENSG00000221866	ENST00000321063	
ENSG00000221882	ENST00000408891	ENSPTRP00000054937	
ENSG00000221888	ENST00000408896	
ENSG00000221890	ENST00000333039	ENSPTRP00000042307	
ENSG00000221910	ENST00000408955	
ENSG00000221931	ENST00000327930	
ENSG00000221933	ENST00000408898	
ENSG00000221938	ENST00000408899	
ENSG00000221954	ENST00000335238	ENSPTRP00000006255	
ENSG00000221970	ENST00000408951	ENSPTRP00000058785	
ENSG00000221977	ENST00000408935	
ENSG00000221989	ENST00000408979	
ENSG00000221996	ENST00000408920	ENSPTRP00000054869	
ENSG00000222040	ENST00000409345	
ENSG00000223532	ENST00000425848	
ENSG00000223793	ENST00000447735	
ENSG00000223833	ENST00000452296	
ENSG00000224103	ENST00000415247	
ENSG00000224234	ENST00000437403	
ENSG00000224320	ENST00000417978	
ENSG00000224393	ENST00000451549	
ENSG00000224395	ENST00000415581	
ENSG00000224487	ENST00000430148	
ENSG00000225211	ENST00000412603	
ENSG00000225291	ENST00000434778	
ENSG00000225550	ENST00000440124	
ENSG00000225736	ENST00000456140	
ENSG00000225781	ENST00000418316	ENSPTRP00000047593	
ENSG00000226000	ENST00000415857	
ENSG00000226260	ENST00000442960	
ENSG00000226271	ENST00000428081	
ENSG00000226288	ENST00000312614	ENSPTRP00000048291	
ENSG00000226347	ENST00000457762	
ENSG00000226463	ENST00000421027	
ENSG00000226761	ENST00000533467	ENSPTRP00000054713	
ENSG00000226832	ENST00000415976	
ENSG00000227191	ENST00000436911	
ENSG00000227639	ENST00000411447	
ENSG00000228080	ENST00000419393	
ENSG00000228163	ENST00000422504	
ENSG00000228198	ENST00000456743	ENSPTRP00000050949	
ENSG00000228254	ENST00000442043	
ENSG00000228299	ENST00000420206	
ENSG00000228377	ENST00000420035	
ENSG00000228515	ENST00000449044	
ENSG00000228567	ENST00000311170	ENSPTRP00000054621	
ENSG00000228652	ENST00000439723	
ENSG00000228813	ENST00000433801	
ENSG00000228977	ENST00000420540	
ENSG00000228987	ENST00000411505	
ENSG00000229058	ENST00000412470	
ENSG00000229074	ENST00000437784	
ENSG00000229125	ENST00000440557	
ENSG00000229185	ENST00000439874	
ENSG00000229215	ENST00000444289	
ENSG00000229252	ENST00000415289	
ENSG00000229328	ENST00000446776	
ENSG00000229408	ENST00000446161	
ENSG00000229493	ENST00000419519	
ENSG00000229680	ENST00000411574	
ENSG00000229685	ENST00000454805	
ENSG00000229698	ENST00000376848	
ENSG00000229866	ENST00000419260	
ENSG00000230060	ENST00000426729	
ENSG00000230141	ENST00000438987	
ENSG00000230178	ENST00000456475	ENSPTRP00000053899	
ENSG00000230254	ENST00000427936	
ENSG00000230301	ENST00000383696	ENSPTRP00000026144	
ENSG00000230413	ENST00000452715	
ENSG00000230456	ENST00000427053	
ENSG00000230463	ENST00000426847	
ENSG00000230505	ENST00000455234	
ENSG00000230514	ENST00000448768	
ENSG00000230726	ENST00000414698	
ENSG00000230780	ENST00000427264	
ENSG00000231003	ENST00000428302	
ENSG00000231192	ENST00000354565	ENSPTRP00000059648	
ENSG00000231268	ENST00000424145	
ENSG00000231286	ENST00000399088	
ENSG00000231319	ENST00000419873	
ENSG00000231389	ENST00000419277	ENSPTRP00000030785	
ENSG00000231558	ENST00000426070	
ENSG00000231679	ENST00000383126	
ENSG00000231861	ENST00000427338	
ENSG00000232062	ENST00000444296	
ENSG00000232178	ENST00000414140	
ENSG00000232268	ENST00000450052	ENSPTRP00000005679	
ENSG00000232289	ENST00000440485	
ENSG00000232382	ENST00000332650	ENSPTRP00000051203	
ENSG00000232397	ENST00000457403	
ENSG00000232569	ENST00000452300	
ENSG00000232632	ENST00000423604	
ENSG00000232945	ENST00000419605	
ENSG00000232957	ENST00000426685	
ENSG00000232962	ENST00000434335	
ENSG00000232984	ENST00000421808	
ENSG00000233046	ENST00000441440	
ENSG00000233054	ENST00000420178	
ENSG00000233095	ENST00000434907	
ENSG00000233141	ENST00000415802	
ENSG00000233180	ENST00000444830	
ENSG00000233192	ENST00000449560	
ENSG00000233209	ENST00000416192	
ENSG00000233412	ENST00000356526	ENSPTRP00000057936	
ENSG00000233481	ENST00000414415	
ENSG00000233618	ENST00000418630	
ENSG00000233636	ENST00000430478	
ENSG00000233687	ENST00000450817	
ENSG00000233904	ENST00000415649	
ENSG00000234078	ENST00000421229	
ENSG00000234101	ENST00000421766	
ENSG00000234560	ENST00000431524	ENSPTRP00000047594	
ENSG00000234729	ENST00000441180	
ENSG00000234745	ENST00000412585	
ENSG00000234746	ENST00000427744	
ENSG00000234794	ENST00000411524	
ENSG00000234954	ENST00000418003	
ENSG00000235132	ENST00000440672	
ENSG00000235220	ENST00000428296	
ENSG00000235249	ENST00000426406	ENSPTRP00000053899	
ENSG00000235346	ENST00000457132	
ENSG00000235568	ENST00000329021	ENSPTRP00000024899	
ENSG00000235680	ENST00000429890	
ENSG00000235744	ENST00000452598	
ENSG00000235844	ENST00000443117	
ENSG00000235966	ENST00000438569	
ENSG00000236032	ENST00000437310	ENSPTRP00000051205	
ENSG00000236177	ENST00000515317	
ENSG00000236315	ENST00000457547	
ENSG00000236884	ENST00000444645	
ENSG00000236979	ENST00000441372	
ENSG00000236981	ENST00000375024	ENSPTRP00000059272	
ENSG00000237022	ENST00000438171	
ENSG00000237103	ENST00000436623	
ENSG00000237112	ENST00000425097	
ENSG00000237216	ENST00000415687	
ENSG00000237258	ENST00000421634	
ENSG00000237284	ENST00000451019	
ENSG00000237388	ENST00000446524	ENSPTRP00000048092	
ENSG00000237405	ENST00000441804	
ENSG00000237459	ENST00000444404	
ENSG00000237508	ENST00000445657	
ENSG00000237521	ENST00000456448	
ENSG00000237541	ENST00000374940	ENSPTRP00000030770	
ENSG00000237808	ENST00000418936	
ENSG00000238243	ENST00000537741	ENSPTRP00000030458	
ENSG00000239457	ENST00000456406	
ENSG00000239590	ENST00000340750	ENSPTRP00000054313	
ENSG00000239732	ENST00000360658	ENSPTRP00000025881	
ENSG00000240403	ENST00000326321	
ENSG00000240505	ENST00000261652	ENSPTRP00000015042	
ENSG00000241106	ENST00000438763	ENSPTRP00000030772	
ENSG00000241128	ENST00000366485	
ENSG00000241386	ENST00000447178	
ENSG00000241910	ENST00000454969	
ENSG00000242019	ENST00000291860	
ENSG00000242022	ENST00000505384	
ENSG00000242180	ENST00000300773	ENSPTRP00000054842	
ENSG00000243441	ENST00000444009	
ENSG00000243496	ENST00000454286	
ENSG00000243612	ENST00000426644	
ENSG00000243646	ENST00000290200	ENSPTRP00000042740	
ENSG00000243729	ENST00000377154	
ENSG00000243772	ENST00000342376	ENSPTRP00000048489	
ENSG00000243896	ENST00000493325	
ENSG00000244165	ENST00000321826	
ENSG00000244482	ENST00000396365	ENSPTRP00000019680	
ENSG00000244623	ENST00000316368	ENSPTRP00000033308	
ENSG00000248953	ENST00000380369	
ENSG00000250510	ENST00000311268	ENSPTRP00000007847	
ENSG00000254466	ENST00000530162	ENSPTRP00000048082	
ENSG00000254737	ENST00000320891	
ENSG00000254834	ENST00000526812	
ENSG00000255012	ENST00000526538	
ENSG00000255223	ENST00000528616	
ENSG00000255307	ENST00000530810	
ENSG00000255582	ENST00000542433	ENSPTRP00000010401	
ENSG00000255713	ENST00000545221	
ENSG00000255800	ENST00000374779	ENSPTRP00000049124	
ENSG00000255804	ENST00000540461	ENSPTRP00000010413	
ENSG00000256574	ENST00000553795	ENSPTRP00000004226	
ENSG00000256797	ENST00000535540	
ENSG00000257008	ENST00000335666	ENSPTRP00000052759	
ENSG00000257019	ENST00000542196	ENSPTRP00000049123	
ENSG00000257115	ENST00000550708	ENSPTRP00000053886	
ENSG00000257473	ENST00000552745	
ENSG00000257793	ENST00000552724	
ENSG00000258083	ENST00000548136	
ENSG00000258227	ENST00000546910	ENSPTRP00000033887	
ENSG00000258817	ENST00000555099	ENSPTRP00000006254	
ENSG00000258839	ENST00000555147	
