Ensembl Gene ID	Ensembl Transcript ID	Orangutan Ensembl Protein ID	
ENSG00000185245	ENST00000329125	ENSPPYP00000008836	
ENSG00000185291	ENST00000331035	
ENSG00000185372	ENST00000329365	
ENSG00000185385	ENST00000327462	ENSPPYP00000010825	
ENSG00000185436	ENST00000327535	ENSPPYP00000001991	
ENSG00000185483	ENST00000371079	ENSPPYP00000001486	
ENSG00000185803	ENST00000530047	ENSPPYP00000021276	
ENSG00000185821	ENST00000328314	
ENSG00000185825	ENST00000458587	ENSPPYP00000023335	
ENSG00000185897	ENST00000327809	
ENSG00000185920	ENST00000331920	ENSPPYP00000021750	
ENSG00000185926	ENST00000328188	
ENSG00000186038	ENST00000335304	ENSPPYP00000016039	
ENSG00000186074	ENST00000326165	ENSPPYP00000009662	
ENSG00000186090	ENST00000382489	ENSPPYP00000016037	
ENSG00000186092	ENST00000335137	ENSPPYP00000007752	
ENSG00000186113	ENST00000335605	
ENSG00000186117	ENST00000333973	
ENSG00000186119	ENST00000333976	
ENSG00000186188	ENST00000371483	ENSPPYP00000002888	
ENSG00000186265	ENST00000334529	ENSPPYP00000015149	
ENSG00000186297	ENST00000335625	ENSPPYP00000007113	
ENSG00000186306	ENST00000334438	ENSPPYP00000000787	
ENSG00000186400	ENST00000368150	
ENSG00000186407	ENST00000328630	ENSPPYP00000009871	
ENSG00000186440	ENST00000334632	ENSPPYP00000000784	
ENSG00000186509	ENST00000335397	ENSPPYP00000003743	
ENSG00000186513	ENST00000311591	ENSPPYP00000003742	
ENSG00000186723	ENST00000334920	ENSPPYP00000014562	
ENSG00000186810	ENST00000373691	ENSPPYP00000022905	
ENSG00000186818	ENST00000391736	
ENSG00000186827	ENST00000379236	ENSPPYP00000002336	
ENSG00000186867	ENST00000394427	ENSPPYP00000016792	
ENSG00000186881	ENST00000334726	
ENSG00000186891	ENST00000328596	ENSPPYP00000002337	
ENSG00000186912	ENST00000374519	
ENSG00000186919	ENST00000334586	ENSPPYP00000009714	
ENSG00000186943	ENST00000335040	
ENSG00000187037	ENST00000447769	ENSPPYP00000019760	
ENSG00000187080	ENST00000366480	ENSPPYP00000000021	
ENSG00000187244	ENST00000270233	ENSPPYP00000011296	
ENSG00000187258	ENST00000359791	ENSPPYP00000019778	
ENSG00000187266	ENST00000222139	
ENSG00000187323	ENST00000442544	ENSPPYP00000010298	
ENSG00000187474	ENST00000339223	ENSPPYP00000011566	
ENSG00000187554	ENST00000540964	
ENSG00000187612	ENST00000344514	
ENSG00000187701	ENST00000344889	ENSPPYP00000000007	
ENSG00000187730	ENST00000378585	ENSPPYP00000002302	
ENSG00000187747	ENST00000345043	
ENSG00000187764	ENST00000450295	ENSPPYP00000021695	
ENSG00000187800	ENST00000338302	ENSPPYP00000000807	
ENSG00000187848	ENST00000343948	ENSPPYP00000005858	
ENSG00000187857	ENST00000343399	
ENSG00000187871	ENST00000340465	ENSPPYP00000018716	
ENSG00000187918	ENST00000341449	ENSPPYP00000004097	
ENSG00000187957	ENST00000341772	ENSPPYP00000014808	
ENSG00000188000	ENST00000344248	ENSPPYP00000010679	
ENSG00000188069	ENST00000343430	
ENSG00000188124	ENST00000338569	ENSPPYP00000004049	
ENSG00000188269	ENST00000322301	ENSPPYP00000010822	
ENSG00000188324	ENST00000358433	ENSPPYP00000005889	
ENSG00000188340	ENST00000339258	ENSPPYP00000000779	
ENSG00000188372	ENST00000394857	
ENSG00000188393	ENST00000455827	ENSPPYP00000004860	
ENSG00000188394	ENST00000373642	
ENSG00000188558	ENST00000343414	ENSPPYP00000011903	
ENSG00000188763	ENST00000344575	ENSPPYP00000019620	
ENSG00000188778	ENST00000345060	ENSPPYP00000020755	
ENSG00000188822	ENST00000374472	ENSPPYP00000002001	
ENSG00000188828	ENST00000372617	ENSPPYP00000023043	
ENSG00000188888	ENST00000342292	ENSPPYP00000009952	
ENSG00000189013	ENST00000345540	ENSPPYP00000011649	
ENSG00000189143	ENST00000435050	ENSPPYP00000019609	
ENSG00000189181	ENST00000342623	
ENSG00000189430	ENST00000291890	ENSPPYP00000011798	
ENSG00000196071	ENST00000366478	ENSPPYP00000000016	
ENSG00000196083	ENST00000443369	ENSPPYP00000016111	
ENSG00000196090	ENST00000373187	ENSPPYP00000012306	
ENSG00000196098	ENST00000354924	
ENSG00000196099	ENST00000309154	ENSPPYP00000004693	
ENSG00000196101	ENST00000307137	
ENSG00000196119	ENST00000284287	ENSPPYP00000004588	
ENSG00000196126	ENST00000360004	
ENSG00000196131	ENST00000341702	
ENSG00000196171	ENST00000359610	ENSPPYP00000000782	
ENSG00000196184	ENST00000423932	
ENSG00000196189	ENST00000355014	ENSPPYP00000000844	
ENSG00000196218	ENST00000359596	ENSPPYP00000011124	
ENSG00000196240	ENST00000342927	ENSPPYP00000011924	
ENSG00000196242	ENST00000366487	ENSPPYP00000000033	
ENSG00000196248	ENST00000531945	ENSPPYP00000004570	
ENSG00000196266	ENST00000332217	
ENSG00000196277	ENST00000357716	ENSPPYP00000015310	
ENSG00000196338	ENST00000358741	ENSPPYP00000022892	
ENSG00000196341	ENST00000357821	ENSPPYP00000004580	
ENSG00000196411	ENST00000358173	ENSPPYP00000019539	
ENSG00000196539	ENST00000359594	ENSPPYP00000000009	
ENSG00000196578	ENST00000358642	ENSPPYP00000015225	
ENSG00000196610	ENST00000323109	
ENSG00000196639	ENST00000438284	ENSPPYP00000015264	
ENSG00000196661	ENST00000354597	ENSPPYP00000004584	
ENSG00000196664	ENST00000380659	
ENSG00000196772	ENST00000357627	ENSPPYP00000000024	
ENSG00000196776	ENST00000361309	ENSPPYP00000015179	
ENSG00000196778	ENST00000307632	ENSPPYP00000004141	
ENSG00000196811	ENST00000389494	ENSPPYP00000014845	
ENSG00000196832	ENST00000357366	ENSPPYP00000006327	
ENSG00000196917	ENST00000356987	
ENSG00000196936	ENST00000357191	ENSPPYP00000000022	
ENSG00000196944	ENST00000366475	ENSPPYP00000000010	
ENSG00000197081	ENST00000356956	ENSPPYP00000019206	
ENSG00000197125	ENST00000328064	ENSPPYP00000004586	
ENSG00000197177	ENST00000392607	ENSPPYP00000003253	
ENSG00000197233	ENST00000335302	
ENSG00000197263	ENST00000357438	ENSPPYP00000004581	
ENSG00000197309	ENST00000318666	ENSPPYP00000004575	
ENSG00000197376	ENST00000310194	ENSPPYP00000005093	
ENSG00000197403	ENST00000335094	ENSPPYP00000011896	
ENSG00000197405	ENST00000355085	
ENSG00000197428	ENST00000357605	ENSPPYP00000004136	
ENSG00000197437	ENST00000359688	ENSPPYP00000000030	
ENSG00000197454	ENST00000355281	ENSPPYP00000000020	
ENSG00000197471	ENST00000395389	ENSPPYP00000008207	
ENSG00000197532	ENST00000302617	ENSPPYP00000000785	
ENSG00000197591	ENST00000355784	
ENSG00000197594	ENST00000360971	ENSPPYP00000019048	
ENSG00000197635	ENST00000360534	ENSPPYP00000014378	
ENSG00000197646	ENST00000397747	ENSPPYP00000021542	
ENSG00000197706	ENST00000343870	ENSPPYP00000005883	
ENSG00000197786	ENST00000357377	ENSPPYP00000003736	
ENSG00000197790	ENST00000360213	
ENSG00000197887	ENST00000302592	ENSPPYP00000003741	
ENSG00000197938	ENST00000355273	
ENSG00000198019	ENST00000369384	ENSPPYP00000022369	
ENSG00000198049	ENST00000367126	ENSPPYP00000000312	
ENSG00000198053	ENST00000356025	ENSPPYP00000012114	
ENSG00000198104	ENST00000355728	ENSPPYP00000011897	
ENSG00000198121	ENST00000374431	ENSPPYP00000021839	
ENSG00000198128	ENST00000359959	ENSPPYP00000000022	
ENSG00000198223	ENST00000417535	ENSPPYP00000022455	
ENSG00000198283	ENST00000360374	ENSPPYP00000003735	
ENSG00000198601	ENST00000359682	
ENSG00000198657	ENST00000356130	ENSPPYP00000004585	
ENSG00000198753	ENST00000538966	ENSPPYP00000023338	
ENSG00000198785	ENST00000361820	ENSPPYP00000021802	
ENSG00000198821	ENST00000362089	ENSPPYP00000000644	
ENSG00000198822	ENST00000361669	ENSPPYP00000020006	
ENSG00000198829	ENST00000362032	
ENSG00000198851	ENST00000361763	ENSPPYP00000004500	
ENSG00000198877	ENST00000361760	
ENSG00000198965	ENST00000368152	ENSPPYP00000000786	
ENSG00000198967	ENST00000361284	ENSPPYP00000011875	
ENSG00000203618	ENST00000366425	ENSPPYP00000012921	
ENSG00000203661	ENST00000366473	
ENSG00000203663	ENST00000366479	ENSPPYP00000000019	
ENSG00000203710	ENST00000367049	
ENSG00000203737	ENST00000367685	
ENSG00000203747	ENST00000367969	ENSPPYP00000000694	
ENSG00000203757	ENST00000368145	ENSPPYP00000000781	
ENSG00000204174	ENST00000374312	ENSPPYP00000002608	
ENSG00000204217	ENST00000374580	ENSPPYP00000014623	
ENSG00000204246	ENST00000374781	
ENSG00000204252	ENST00000229829	ENSPPYP00000018450	
ENSG00000204276	ENST00000443184	
ENSG00000204293	ENST00000375013	ENSPPYP00000004584	
ENSG00000204305	ENST00000375076	ENSPPYP00000018434	
ENSG00000204345	ENST00000375352	ENSPPYP00000009869	
ENSG00000204420	ENST00000375806	ENSPPYP00000018398	
ENSG00000204475	ENST00000340027	ENSPPYP00000018384	
ENSG00000204577	ENST00000245620	ENSPPYP00000011828	
ENSG00000204580	ENST00000376575	ENSPPYP00000018362	
ENSG00000204632	ENST00000428701	
ENSG00000204642	ENST00000259951	ENSPPYP00000018330	
ENSG00000204657	ENST00000383640	ENSPPYP00000018321	
ENSG00000204681	ENST00000377034	ENSPPYP00000018322	
ENSG00000204687	ENST00000377127	ENSPPYP00000018318	
ENSG00000204688	ENST00000377136	
ENSG00000204689	ENST00000391549	
ENSG00000204690	ENST00000377140	
ENSG00000204692	ENST00000383556	
ENSG00000204694	ENST00000377148	ENSPPYP00000018316	
ENSG00000204695	ENST00000377160	ENSPPYP00000018314	
ENSG00000204701	ENST00000377169	ENSPPYP00000018311	
ENSG00000204702	ENST00000377171	ENSPPYP00000018310	
ENSG00000204703	ENST00000377173	ENSPPYP00000019312	
ENSG00000204704	ENST00000377175	
ENSG00000204882	ENST00000377741	ENSPPYP00000021217	
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	
ENSG00000205213	ENST00000379214	ENSPPYP00000003908	
ENSG00000205327	ENST00000379662	
ENSG00000205328	ENST00000379665	ENSPPYP00000005267	
ENSG00000205329	ENST00000379667	ENSPPYP00000005266	
ENSG00000205330	ENST00000379668	ENSPPYP00000005890	
ENSG00000205336	ENST00000388812	ENSPPYP00000008355	
ENSG00000205409	ENST00000329322	
ENSG00000205495	ENST00000380370	
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000205809	ENST00000381902	ENSPPYP00000004875	
ENSG00000206240	ENST00000399450	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206306	ENST00000328980	
ENSG00000206308	ENST00000383259	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000206474	ENST00000444197	ENSPPYP00000018317	
ENSG00000206493	ENST00000383597	
ENSG00000206503	ENST00000396634	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000206512	ENST00000376947	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSPPYP00000015223	
ENSG00000212807	ENST00000391496	ENSPPYP00000020343	
ENSG00000213088	ENST00000368121	ENSPPYP00000000771	
ENSG00000213215	ENST00000392899	ENSPPYP00000020336	
ENSG00000213694	ENST00000358157	
ENSG00000213809	ENST00000240618	ENSPPYP00000004872	
ENSG00000213906	ENST00000533293	
ENSG00000213949	ENST00000282588	ENSPPYP00000017264	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	
ENSG00000215764	ENST00000400875	ENSPPYP00000011638	
ENSG00000215788	ENST00000377782	ENSPPYP00000002252	
ENSG00000221813	ENST00000408922	ENSPPYP00000020339	
ENSG00000221836	ENST00000408906	
ENSG00000221840	ENST00000319760	
ENSG00000221858	ENST00000408949	
ENSG00000221866	ENST00000321063	ENSPPYP00000020209	
ENSG00000221882	ENST00000408891	ENSPPYP00000008792	
ENSG00000221888	ENST00000408896	ENSPPYP00000000026	
ENSG00000221890	ENST00000333039	ENSPPYP00000013197	
ENSG00000221910	ENST00000408955	
ENSG00000221931	ENST00000327930	ENSPPYP00000004567	
ENSG00000221933	ENST00000408898	ENSPPYP00000020340	
ENSG00000221938	ENST00000408899	ENSPPYP00000020341	
ENSG00000221954	ENST00000335238	
ENSG00000221970	ENST00000408951	ENSPPYP00000020343	
ENSG00000221977	ENST00000408935	ENSPPYP00000006376	
ENSG00000221989	ENST00000408979	
ENSG00000221996	ENST00000408920	
ENSG00000222040	ENST00000409345	ENSPPYP00000013448	
ENSG00000223532	ENST00000425848	
ENSG00000223793	ENST00000447735	
ENSG00000223833	ENST00000452296	
ENSG00000224103	ENST00000415247	
ENSG00000224234	ENST00000437403	
ENSG00000224320	ENST00000417978	
ENSG00000224393	ENST00000451549	
ENSG00000224395	ENST00000415581	
ENSG00000224487	ENST00000430148	
ENSG00000225211	ENST00000412603	
ENSG00000225291	ENST00000434778	
ENSG00000225550	ENST00000440124	
ENSG00000225736	ENST00000456140	
ENSG00000225781	ENST00000418316	ENSPPYP00000020314	
ENSG00000226000	ENST00000415857	
ENSG00000226260	ENST00000442960	
ENSG00000226271	ENST00000428081	
ENSG00000226288	ENST00000312614	
ENSG00000226347	ENST00000457762	
ENSG00000226463	ENST00000421027	
ENSG00000226761	ENST00000533467	
ENSG00000226832	ENST00000415976	
ENSG00000227191	ENST00000436911	
ENSG00000227639	ENST00000411447	
ENSG00000228080	ENST00000419393	
ENSG00000228163	ENST00000422504	
ENSG00000228198	ENST00000456743	
ENSG00000228254	ENST00000442043	
ENSG00000228299	ENST00000420206	
ENSG00000228377	ENST00000420035	
ENSG00000228515	ENST00000449044	
ENSG00000228567	ENST00000311170	
ENSG00000228652	ENST00000439723	
ENSG00000228813	ENST00000433801	
ENSG00000228977	ENST00000420540	
ENSG00000228987	ENST00000411505	
ENSG00000229058	ENST00000412470	
ENSG00000229074	ENST00000437784	
ENSG00000229125	ENST00000440557	
ENSG00000229185	ENST00000439874	
ENSG00000229215	ENST00000444289	
ENSG00000229252	ENST00000415289	
ENSG00000229328	ENST00000446776	
ENSG00000229408	ENST00000446161	
ENSG00000229493	ENST00000419519	
ENSG00000229680	ENST00000411574	
ENSG00000229685	ENST00000454805	
ENSG00000229698	ENST00000376848	
ENSG00000229866	ENST00000419260	
ENSG00000230060	ENST00000426729	
ENSG00000230141	ENST00000438987	
ENSG00000230178	ENST00000456475	
ENSG00000230254	ENST00000427936	
ENSG00000230301	ENST00000383696	ENSPPYP00000015224	
ENSG00000230413	ENST00000452715	
ENSG00000230456	ENST00000427053	
ENSG00000230463	ENST00000426847	
ENSG00000230505	ENST00000455234	
ENSG00000230514	ENST00000448768	
ENSG00000230726	ENST00000414698	
ENSG00000230780	ENST00000427264	
ENSG00000231003	ENST00000428302	
ENSG00000231192	ENST00000354565	ENSPPYP00000015224	
ENSG00000231268	ENST00000424145	
ENSG00000231286	ENST00000399088	
ENSG00000231319	ENST00000419873	
ENSG00000231389	ENST00000419277	ENSPPYP00000019310	
ENSG00000231558	ENST00000426070	
ENSG00000231679	ENST00000383126	
ENSG00000231861	ENST00000427338	ENSPPYP00000015221	
ENSG00000232062	ENST00000444296	
ENSG00000232178	ENST00000414140	
ENSG00000232268	ENST00000450052	
ENSG00000232289	ENST00000440485	
ENSG00000232382	ENST00000332650	ENSPPYP00000015222	
ENSG00000232397	ENST00000457403	
ENSG00000232569	ENST00000452300	
ENSG00000232632	ENST00000423604	
ENSG00000232945	ENST00000419605	
ENSG00000232957	ENST00000426685	
ENSG00000232962	ENST00000434335	
ENSG00000232984	ENST00000421808	
ENSG00000233046	ENST00000441440	
ENSG00000233054	ENST00000420178	
ENSG00000233095	ENST00000434907	
ENSG00000233141	ENST00000415802	
ENSG00000233180	ENST00000444830	
ENSG00000233192	ENST00000449560	
ENSG00000233209	ENST00000416192	
ENSG00000233412	ENST00000356526	ENSPPYP00000015224	
ENSG00000233481	ENST00000414415	
ENSG00000233618	ENST00000418630	
ENSG00000233636	ENST00000430478	
ENSG00000233687	ENST00000450817	
ENSG00000233904	ENST00000415649	
ENSG00000234078	ENST00000421229	
ENSG00000234101	ENST00000421766	
ENSG00000234560	ENST00000431524	ENSPPYP00000004573	
ENSG00000234729	ENST00000441180	
ENSG00000234745	ENST00000412585	ENSPPYP00000019281	
ENSG00000234746	ENST00000427744	
ENSG00000234794	ENST00000411524	
ENSG00000234954	ENST00000418003	
ENSG00000235132	ENST00000440672	
ENSG00000235220	ENST00000428296	
ENSG00000235249	ENST00000426406	
ENSG00000235346	ENST00000457132	
ENSG00000235568	ENST00000329021	ENSPPYP00000013275	
ENSG00000235680	ENST00000429890	
ENSG00000235744	ENST00000452598	
ENSG00000235844	ENST00000443117	
ENSG00000235966	ENST00000438569	
ENSG00000236032	ENST00000437310	ENSPPYP00000015224	
ENSG00000236177	ENST00000515317	
ENSG00000236315	ENST00000457547	
ENSG00000236884	ENST00000444645	
ENSG00000236979	ENST00000441372	
ENSG00000236981	ENST00000375024	ENSPPYP00000004572	
ENSG00000237022	ENST00000438171	
ENSG00000237103	ENST00000436623	
ENSG00000237112	ENST00000425097	
ENSG00000237216	ENST00000415687	
ENSG00000237258	ENST00000421634	
ENSG00000237284	ENST00000451019	
ENSG00000237388	ENST00000446524	
ENSG00000237405	ENST00000441804	
ENSG00000237459	ENST00000444404	
ENSG00000237508	ENST00000445657	
ENSG00000237521	ENST00000456448	
ENSG00000237541	ENST00000374940	ENSPPYP00000019298	
ENSG00000237808	ENST00000418936	
ENSG00000238243	ENST00000537741	ENSPPYP00000018290	
ENSG00000239457	ENST00000456406	
ENSG00000239590	ENST00000340750	
ENSG00000239732	ENST00000360658	
ENSG00000240403	ENST00000326321	
ENSG00000240505	ENST00000261652	ENSPPYP00000009026	
ENSG00000241106	ENST00000438763	ENSPPYP00000019301	
ENSG00000241128	ENST00000366485	ENSPPYP00000000028	
ENSG00000241386	ENST00000447178	
ENSG00000241910	ENST00000454969	
ENSG00000242019	ENST00000291860	ENSPPYP00000011638	
ENSG00000242022	ENST00000505384	
ENSG00000242180	ENST00000300773	
ENSG00000243441	ENST00000444009	
ENSG00000243496	ENST00000454286	
ENSG00000243612	ENST00000426644	
ENSG00000243646	ENST00000290200	ENSPPYP00000012694	
ENSG00000243729	ENST00000377154	ENSPPYP00000018315	
ENSG00000243772	ENST00000342376	
ENSG00000243896	ENST00000493325	
ENSG00000244165	ENST00000321826	
ENSG00000244482	ENST00000396365	ENSPPYP00000011828	
ENSG00000244623	ENST00000316368	
ENSG00000248953	ENST00000380369	
ENSG00000250510	ENST00000311268	
ENSG00000254466	ENST00000530162	
ENSG00000254737	ENST00000320891	ENSPPYP00000004571	
ENSG00000254834	ENST00000526812	
ENSG00000255012	ENST00000526538	
ENSG00000255223	ENST00000528616	
ENSG00000255307	ENST00000530810	
ENSG00000255582	ENST00000542433	ENSPPYP00000007088	
ENSG00000255713	ENST00000545221	
ENSG00000255800	ENST00000374779	ENSPPYP00000021807	
ENSG00000255804	ENST00000540461	ENSPPYP00000006410	
ENSG00000256574	ENST00000553795	
ENSG00000256797	ENST00000535540	
ENSG00000257008	ENST00000335666	
ENSG00000257019	ENST00000542196	
ENSG00000257115	ENST00000550708	
ENSG00000257473	ENST00000552745	
ENSG00000257793	ENST00000552724	
ENSG00000258083	ENST00000548136	
ENSG00000258227	ENST00000546910	ENSPPYP00000020278	
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	
