Ensembl Gene ID	Ensembl Transcript ID	GO Term Evidence Code	GO Term Accession	Canonical transcript stable ID(s)	Description	Associated Gene Name
ENSG00000064651	ENST00000262461	TAS	GO:0005886	ENST00000262461	solute carrier family 12 (sodium/potassium/chloride transporters), member 2 [Source:HGNC Symbol;Acc:10911]	SLC12A2
ENSG00000028137	ENST00000376259	IEA	GO:0005886	ENST00000376259	tumor necrosis factor receptor superfamily, member 1B [Source:HGNC Symbol;Acc:11917]	TNFRSF1B
ENSG00000118257	ENST00000360409	TAS	GO:0005886	ENST00000360409	neuropilin 2 [Source:HGNC Symbol;Acc:8005]	NRP2
ENSG00000196660	ENST00000366926	IEA	GO:0005886	ENST00000366926	solute carrier family 30, member 10 [Source:HGNC Symbol;Acc:25355]	SLC30A10
ENSG00000102245	ENST00000370629	TAS	GO:0005886	ENST00000370629	CD40 ligand [Source:HGNC Symbol;Acc:11935]	CD40LG
ENSG00000155897	ENST00000286355	TAS	GO:0005886	ENST00000286355	adenylate cyclase 8 (brain) [Source:HGNC Symbol;Acc:239]	ADCY8
ENSG00000138448	ENST00000261023	IDA	GO:0005886	ENST00000261023	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51) [Source:HGNC Symbol;Acc:6150]	ITGAV
ENSG00000138448	ENST00000261023	IEA	GO:0005886	ENST00000261023	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51) [Source:HGNC Symbol;Acc:6150]	ITGAV
ENSG00000069702	ENST00000370399	IEA	GO:0005886	ENST00000212355	transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:11774]	TGFBR3
ENSG00000069702	ENST00000525962	IEA	GO:0005886	ENST00000212355	transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:11774]	TGFBR3
ENSG00000069702	ENST00000212355	IEA	GO:0005886	ENST00000212355	transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:11774]	TGFBR3
ENSG00000126861	ENST00000247271	TAS	GO:0005886	ENST00000247271	oligodendrocyte myelin glycoprotein [Source:HGNC Symbol;Acc:8135]	OMG
ENSG00000175294	ENST00000312106	IEA	GO:0005886	ENST00000312106	cation channel, sperm associated 1 [Source:HGNC Symbol;Acc:17116]	CATSPER1
ENSG00000167972	ENST00000301732	IDA	GO:0005886	ENST00000301732	ATP-binding cassette, sub-family A (ABC1), member 3 [Source:HGNC Symbol;Acc:33]	ABCA3
ENSG00000099203	ENST00000214869	IEA	GO:0005886	ENST00000214869	transmembrane emp24 protein transport domain containing 1 [Source:HGNC Symbol;Acc:17291]	TMED1
ENSG00000145246	ENST00000273859	TAS	GO:0005886	ENST00000273859	ATPase, class V, type 10D [Source:HGNC Symbol;Acc:13549]	ATP10D
ENSG00000124731	ENST00000244709	TAS	GO:0005886	ENST00000244709	triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:17760]	TREM1
ENSG00000177707	ENST00000485303	ISS	GO:0005886	ENST00000485303	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:17664]	PVRL3
ENSG00000177707	ENST00000485303	IEA	GO:0005886	ENST00000485303	poliovirus receptor-related 3 [Source:HGNC Symbol;Acc:17664]	PVRL3
ENSG00000033627	ENST00000343619	IDA	GO:0005886	ENST00000264649	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:865]	ATP6V0A1
ENSG00000237405	ENST00000447921	TAS	GO:0005886	ENST00000441804	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000237405	ENST00000549656	TAS	GO:0005886	ENST00000441804	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000096264	ENST00000373089	IEA	GO:0005886	ENST00000373089	natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:6732]	NCR2
ENSG00000237405	ENST00000550196	IEA	GO:0005886	ENST00000441804	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000078295	ENST00000338316	IDA	GO:0005886	ENST00000338316	adenylate cyclase 2 (brain) [Source:HGNC Symbol;Acc:233]	ADCY2
ENSG00000237405	ENST00000551677	IEA	GO:0005886	ENST00000441804	advanced glycosylation end product-specific receptor [Source:HGNC Symbol;Acc:320]	AGER
ENSG00000055118	ENST00000262186	TAS	GO:0005886	ENST00000262186	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:6251]	KCNH2
ENSG00000055118	ENST00000262186	IEA	GO:0005886	ENST00000262186	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:6251]	KCNH2
ENSG00000006283	ENST00000359106	IEA	GO:0005886	ENST00000359106	calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:HGNC Symbol;Acc:1394]	CACNA1G
ENSG00000055118	ENST00000392968	TAS	GO:0005886	ENST00000262186	potassium voltage-gated channel, subfamily H (eag-related), member 2 [Source:HGNC Symbol;Acc:6251]	KCNH2
ENSG00000124134	ENST00000306117	IDA	GO:0005886	ENST00000306117	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 [Source:HGNC Symbol;Acc:6300]	KCNS1
ENSG00000124134	ENST00000537075	IDA	GO:0005886	ENST00000306117	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 [Source:HGNC Symbol;Acc:6300]	KCNS1
ENSG00000206493	ENST00000383597	TAS	GO:0005886	ENST00000383597	major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:4962]	HLA-E
ENSG00000186198	ENST00000334287	IDA	GO:0005886	ENST00000334287	Organic solute transporter subunit beta [Source:UniProtKB/Swiss-Prot;Acc:Q86UW2]	AC013553.1
ENSG00000147246	ENST00000371951	IDA	GO:0005886	ENST00000276198	5-hydroxytryptamine (serotonin) receptor 2C [Source:HGNC Symbol;Acc:5295]	HTR2C
ENSG00000147246	ENST00000276198	IDA	GO:0005886	ENST00000276198	5-hydroxytryptamine (serotonin) receptor 2C [Source:HGNC Symbol;Acc:5295]	HTR2C
ENSG00000116329	ENST00000234961	TAS	GO:0005886	ENST00000234961	opioid receptor, delta 1 [Source:HGNC Symbol;Acc:8153]	OPRD1
ENSG00000116329	ENST00000234961	IEA	GO:0005886	ENST00000234961	opioid receptor, delta 1 [Source:HGNC Symbol;Acc:8153]	OPRD1
ENSG00000152315	ENST00000282146	TAS	GO:0005886	ENST00000282146	potassium channel, subfamily K, member 13 [Source:HGNC Symbol;Acc:6275]	KCNK13
ENSG00000157765	ENST00000382051	TAS	GO:0005886	ENST00000382051	solute carrier family 34 (sodium phosphate), member 2 [Source:HGNC Symbol;Acc:11020]	SLC34A2
ENSG00000153283	ENST00000283285	TAS	GO:0005886	ENST00000283285	CD96 molecule [Source:HGNC Symbol;Acc:16892]	CD96
ENSG00000115657	ENST00000265316	IDA	GO:0005886	ENST00000265316	ATP-binding cassette, sub-family B (MDR/TAP), member 6 [Source:HGNC Symbol;Acc:47]	ABCB6
ENSG00000080854	ENST00000321016	IEA	GO:0005886	ENST00000321016	immunoglobulin superfamily, member 9B [Source:HGNC Symbol;Acc:32326]	IGSF9B
ENSG00000157168	ENST00000405005	IEA	GO:0005886	ENST00000356819	neuregulin 1 [Source:HGNC Symbol;Acc:7997]	NRG1
ENSG00000157168	ENST00000356819	IEA	GO:0005886	ENST00000356819	neuregulin 1 [Source:HGNC Symbol;Acc:7997]	NRG1
ENSG00000157168	ENST00000287840	IEA	GO:0005886	ENST00000356819	neuregulin 1 [Source:HGNC Symbol;Acc:7997]	NRG1
ENSG00000188580	ENST00000368417	IEA	GO:0005886	ENST00000368417	Na+/K+ transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:16443]	NKAIN2
ENSG00000145244	ENST00000273857	IEA	GO:0005886	ENST00000273857	corin, serine peptidase [Source:HGNC Symbol;Acc:19012]	CORIN
ENSG00000145244	ENST00000502252	IEA	GO:0005886	ENST00000273857	corin, serine peptidase [Source:HGNC Symbol;Acc:19012]	CORIN
ENSG00000145244	ENST00000505909	IEA	GO:0005886	ENST00000273857	corin, serine peptidase [Source:HGNC Symbol;Acc:19012]	CORIN
ENSG00000145244	ENST00000504584	IEA	GO:0005886	ENST00000273857	corin, serine peptidase [Source:HGNC Symbol;Acc:19012]	CORIN
ENSG00000184451	ENST00000332438	TAS	GO:0005886	ENST00000332438	chemokine (C-C motif) receptor 10 [Source:HGNC Symbol;Acc:4474]	CCR10
ENSG00000064989	ENST00000392370	IDA	GO:0005886	ENST00000392370	calcitonin receptor-like [Source:HGNC Symbol;Acc:16709]	CALCRL
ENSG00000108797	ENST00000264638	IEA	GO:0005886	ENST00000264638	contactin associated protein 1 [Source:HGNC Symbol;Acc:8011]	CNTNAP1
ENSG00000064989	ENST00000409998	IDA	GO:0005886	ENST00000392370	calcitonin receptor-like [Source:HGNC Symbol;Acc:16709]	CALCRL
ENSG00000064989	ENST00000410068	IDA	GO:0005886	ENST00000392370	calcitonin receptor-like [Source:HGNC Symbol;Acc:16709]	CALCRL
ENSG00000116014	ENST00000234371	TAS	GO:0005886	ENST00000234371	KISS1 receptor [Source:HGNC Symbol;Acc:4510]	KISS1R
ENSG00000149295	ENST00000346454	IEA	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000149295	ENST00000362072	TAS	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000149295	ENST00000362072	IEA	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000149295	ENST00000542968	TAS	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000149295	ENST00000538967	IEA	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000149295	ENST00000543292	IEA	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000149295	ENST00000355319	IEA	GO:0005886	ENST00000362072	dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]	DRD2
ENSG00000138821	ENST00000356736	TAS	GO:0005886	ENST00000356736	solute carrier family 39 (zinc transporter), member 8 [Source:HGNC Symbol;Acc:20862]	SLC39A8
ENSG00000138821	ENST00000394833	TAS	GO:0005886	ENST00000356736	solute carrier family 39 (zinc transporter), member 8 [Source:HGNC Symbol;Acc:20862]	SLC39A8
ENSG00000223532	ENST00000425848	TAS	GO:0005886	ENST00000425848	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:4932]	HLA-B
ENSG00000116032	ENST00000234389	IEA	GO:0005886	ENST00000234389	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B [Source:HGNC Symbol;Acc:16768]	GRIN3B
ENSG00000183671	ENST00000407325	IEA	GO:0005886	ENST00000407325	G protein-coupled receptor 1 [Source:HGNC Symbol;Acc:4463]	GPR1
ENSG00000183671	ENST00000437420	IEA	GO:0005886	ENST00000407325	G protein-coupled receptor 1 [Source:HGNC Symbol;Acc:4463]	GPR1
ENSG00000235568	ENST00000329021	IEA	GO:0005886	ENST00000329021	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:29872]	NFAM1
ENSG00000131477	ENST00000253796	TAS	GO:0005886	ENST00000253796	receptor (G protein-coupled) activity modifying protein 2 [Source:HGNC Symbol;Acc:9844]	RAMP2
ENSG00000126858	ENST00000333942	TAS	GO:0005886	ENST00000358365	ras homolog gene family, member T1 [Source:HGNC Symbol;Acc:21168]	RHOT1
ENSG00000187554	ENST00000366881	TAS	GO:0005886	ENST00000540964	toll-like receptor 5 [Source:HGNC Symbol;Acc:11851]	TLR5
ENSG00000187554	ENST00000540964	TAS	GO:0005886	ENST00000540964	toll-like receptor 5 [Source:HGNC Symbol;Acc:11851]	TLR5
ENSG00000187554	ENST00000342210	TAS	GO:0005886	ENST00000540964	toll-like receptor 5 [Source:HGNC Symbol;Acc:11851]	TLR5
ENSG00000081800	ENST00000194130	TAS	GO:0005886	ENST00000194130	solute carrier family 13 (sodium/sulfate symporters), member 1 [Source:HGNC Symbol;Acc:10916]	SLC13A1
ENSG00000173567	ENST00000333478	IEA	GO:0005886	ENST00000311519	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:18989]	GPR113
ENSG00000173567	ENST00000447444	IEA	GO:0005886	ENST00000311519	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:18989]	GPR113
ENSG00000173567	ENST00000421160	IEA	GO:0005886	ENST00000311519	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:18989]	GPR113
ENSG00000173567	ENST00000311519	IEA	GO:0005886	ENST00000311519	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:18989]	GPR113
ENSG00000173567	ENST00000541401	IEA	GO:0005886	ENST00000311519	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:18989]	GPR113
ENSG00000167995	ENST00000378043	IEA	GO:0005886	ENST00000449131	bestrophin 1 [Source:HGNC Symbol;Acc:12703]	BEST1
ENSG00000114948	ENST00000264377	IEA	GO:0005886	ENST00000264377	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:202]	ADAM23
ENSG00000117834	ENST00000438567	TAS	GO:0005886	ENST00000236495	solute carrier family 5 (sodium/glucose cotransporter), member 9 [Source:HGNC Symbol;Acc:22146]	SLC5A9
ENSG00000130164	ENST00000252444	TAS	GO:0005886	ENST00000252444	low density lipoprotein receptor [Source:HGNC Symbol;Acc:6547]	LDLR
ENSG00000130164	ENST00000252444	IEA	GO:0005886	ENST00000252444	low density lipoprotein receptor [Source:HGNC Symbol;Acc:6547]	LDLR
ENSG00000166682	ENST00000299882	IEA	GO:0005886	ENST00000299882	transmembrane protease, serine 5 [Source:HGNC Symbol;Acc:14908]	TMPRSS5
ENSG00000064687	ENST00000263094	TAS	GO:0005886	ENST00000263094	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	ABCA7
ENSG00000064687	ENST00000263094	IEA	GO:0005886	ENST00000263094	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	ABCA7
ENSG00000255072	ENST00000527353	IDA	GO:0005886	ENST00000527353	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y [Source:UniProtKB/Swiss-Prot;Acc:Q3MUY2]	RP11-466G12.4
ENSG00000064687	ENST00000524850	IEA	GO:0005886	ENST00000263094	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	ABCA7
ENSG00000162975	ENST00000295082	TAS	GO:0005886	ENST00000295082	potassium voltage-gated channel, subfamily F, member 1 [Source:HGNC Symbol;Acc:6246]	KCNF1
ENSG00000064687	ENST00000433129	TAS	GO:0005886	ENST00000263094	ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:37]	ABCA7
ENSG00000072041	ENST00000266682	TAS	GO:0005886	ENST00000266682	solute carrier family 6 (neutral amino acid transporter), member 15 [Source:HGNC Symbol;Acc:13621]	SLC6A15
ENSG00000204116	ENST00000373502	IEA	GO:0005886	ENST00000373502	cysteine-rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:1934]	CHIC1
ENSG00000123384	ENST00000243077	IEA	GO:0005886	ENST00000243077	low density lipoprotein receptor-related protein 1 [Source:HGNC Symbol;Acc:6692]	LRP1
ENSG00000166762	ENST00000299989	IEA	GO:0005886	ENST00000299989	cation channel, sperm associated 2 [Source:HGNC Symbol;Acc:18810]	CATSPER2
ENSG00000185942	ENST00000523211	IEA	GO:0005886	ENST00000523211	Na+/K+ transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:26829]	NKAIN3
ENSG00000147606	ENST00000523719	TAS	GO:0005886	ENST00000309536	solute carrier family 26, member 7 [Source:HGNC Symbol;Acc:14467]	SLC26A7
ENSG00000185942	ENST00000328472	IEA	GO:0005886	ENST00000523211	Na+/K+ transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:26829]	NKAIN3
ENSG00000060656	ENST00000345512	IEA	GO:0005886	ENST00000345512	protein tyrosine phosphatase, receptor type, U [Source:HGNC Symbol;Acc:9683]	PTPRU
ENSG00000147606	ENST00000276609	TAS	GO:0005886	ENST00000309536	solute carrier family 26, member 7 [Source:HGNC Symbol;Acc:14467]	SLC26A7
ENSG00000166762	ENST00000321596	IEA	GO:0005886	ENST00000299989	cation channel, sperm associated 2 [Source:HGNC Symbol;Acc:18810]	CATSPER2
ENSG00000131480	ENST00000253799	IEA	GO:0005886	ENST00000253799	amine oxidase, copper containing 2 (retina-specific) [Source:HGNC Symbol;Acc:549]	AOC2
ENSG00000131471	ENST00000308423	IDA	GO:0005886	ENST00000308423	amine oxidase, copper containing 3 (vascular adhesion protein 1) [Source:HGNC Symbol;Acc:550]	AOC3
ENSG00000165449	ENST00000395348	IEA	GO:0005886	ENST00000395348	solute carrier family 16, member 9 (monocarboxylic acid transporter 9) [Source:HGNC Symbol;Acc:23520]	SLC16A9
ENSG00000165449	ENST00000395347	IEA	GO:0005886	ENST00000395348	solute carrier family 16, member 9 (monocarboxylic acid transporter 9) [Source:HGNC Symbol;Acc:23520]	SLC16A9
ENSG00000043591	ENST00000369295	TAS	GO:0005886	ENST00000369295	adrenergic, beta-1-, receptor [Source:HGNC Symbol;Acc:285]	ADRB1
ENSG00000184140	ENST00000328882	TAS	GO:0005886	ENST00000328882	olfactory receptor, family 4, subfamily F, member 6 [Source:HGNC Symbol;Acc:15372]	OR4F6
ENSG00000182854	ENST00000332238	TAS	GO:0005886	ENST00000332238	olfactory receptor, family 4, subfamily F, member 15 [Source:HGNC Symbol;Acc:15078]	OR4F15
ENSG00000177693	ENST00000326183	TAS	GO:0005886	ENST00000326183	olfactory receptor, family 4, subfamily F, member 4 [Source:HGNC Symbol;Acc:8301]	OR4F4
ENSG00000164756	ENST00000456015	IDA	GO:0005886	ENST00000456015	solute carrier family 30 (zinc transporter), member 8 [Source:HGNC Symbol;Acc:20303]	SLC30A8
ENSG00000151726	ENST00000515030	IEA	GO:0005886	ENST00000515030	acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:3569]	ACSL1
ENSG00000130821	ENST00000253122	TAS	GO:0005886	ENST00000253122	solute carrier family 6 (neurotransmitter transporter, creatine), member 8 [Source:HGNC Symbol;Acc:11055]	SLC6A8
ENSG00000082781	ENST00000296181	TAS	GO:0005886	ENST00000296181	integrin, beta 5 [Source:HGNC Symbol;Acc:6160]	ITGB5
ENSG00000151726	ENST00000281455	IEA	GO:0005886	ENST00000515030	acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:3569]	ACSL1
ENSG00000151726	ENST00000507295	IEA	GO:0005886	ENST00000515030	acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:3569]	ACSL1
ENSG00000151726	ENST00000504342	IEA	GO:0005886	ENST00000515030	acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:3569]	ACSL1
ENSG00000168575	ENST00000342228	TAS	GO:0005886	ENST00000342228	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	SLC20A2
ENSG00000168575	ENST00000520262	TAS	GO:0005886	ENST00000342228	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	SLC20A2
ENSG00000168575	ENST00000520179	TAS	GO:0005886	ENST00000342228	solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]	SLC20A2
ENSG00000147100	ENST00000276033	IEA	GO:0005886	ENST00000276033	solute carrier family 16, member 2 (monocarboxylic acid transporter 8) [Source:HGNC Symbol;Acc:10923]	SLC16A2
ENSG00000228607	ENST00000453129	IEA	GO:0005886	ENST00000453129	claudin 25 [Source:HGNC Symbol;Acc:37218]	CLDN25
ENSG00000151025	ENST00000376351	IEA	GO:0005886	ENST00000376351	G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:23689]	GPR158
ENSG00000103742	ENST00000352385	IEA	GO:0005886	ENST00000352385	immunoglobulin superfamily, DCC subclass, member 4 [Source:HGNC Symbol;Acc:13770]	IGDCC4
ENSG00000165370	ENST00000298110	IEA	GO:0005886	ENST00000298110	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:14963]	GPR101
ENSG00000137103	ENST00000377991	IDA	GO:0005886	ENST00000377991	transmembrane protein 8B [Source:HGNC Symbol;Acc:21427]	TMEM8B
ENSG00000137103	ENST00000377988	IDA	GO:0005886	ENST00000377991	transmembrane protein 8B [Source:HGNC Symbol;Acc:21427]	TMEM8B
ENSG00000184156	ENST00000388996	TAS	GO:0005886	ENST00000388996	potassium voltage-gated channel, KQT-like subfamily, member 3 [Source:HGNC Symbol;Acc:6297]	KCNQ3
ENSG00000187266	ENST00000222139	IEA	GO:0005886	ENST00000222139	erythropoietin receptor [Source:HGNC Symbol;Acc:3416]	EPOR
ENSG00000164509	ENST00000447346	IEA	GO:0005886	ENST00000447346	interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969]	IL31RA
ENSG00000164509	ENST00000354961	IEA	GO:0005886	ENST00000447346	interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969]	IL31RA
ENSG00000173702	ENST00000311075	IEA	GO:0005886	ENST00000311075	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:7511]	MUC13
ENSG00000143786	ENST00000272133	IEA	GO:0005886	ENST00000272133	cornichon homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:26802]	CNIH3
ENSG00000234343	ENST00000434496	IEA	GO:0005886	ENST00000434496	sialidase 1 (lysosomal sialidase) [Source:HGNC Symbol;Acc:7758]	NEU1
ENSG00000183454	ENST00000396573	TAS	GO:0005886	ENST00000396573	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	GRIN2A
ENSG00000183454	ENST00000396573	IEA	GO:0005886	ENST00000396573	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	GRIN2A
ENSG00000183454	ENST00000330684	TAS	GO:0005886	ENST00000396573	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	GRIN2A
ENSG00000183454	ENST00000396575	TAS	GO:0005886	ENST00000396573	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	GRIN2A
ENSG00000176040	ENST00000452346	ISS	GO:0005886	ENST00000419127	transmembrane protease, serine 7 [Source:HGNC Symbol;Acc:30846]	TMPRSS7
ENSG00000183454	ENST00000404927	IEA	GO:0005886	ENST00000396573	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	GRIN2A
ENSG00000183454	ENST00000535259	IEA	GO:0005886	ENST00000396573	glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]	GRIN2A
ENSG00000176040	ENST00000443106	ISS	GO:0005886	ENST00000419127	transmembrane protease, serine 7 [Source:HGNC Symbol;Acc:30846]	TMPRSS7
ENSG00000182450	ENST00000422670	TAS	GO:0005886	ENST00000422670	potassium channel, subfamily K, member 4 [Source:HGNC Symbol;Acc:6279]	KCNK4
ENSG00000158865	ENST00000347898	TAS	GO:0005886	ENST00000347898	solute carrier family 5 (sodium/glucose cotransporter), member 11 [Source:HGNC Symbol;Acc:23091]	SLC5A11
ENSG00000182450	ENST00000394525	TAS	GO:0005886	ENST00000422670	potassium channel, subfamily K, member 4 [Source:HGNC Symbol;Acc:6279]	KCNK4
ENSG00000182450	ENST00000539216	TAS	GO:0005886	ENST00000422670	potassium channel, subfamily K, member 4 [Source:HGNC Symbol;Acc:6279]	KCNK4
ENSG00000182450	ENST00000544845	TAS	GO:0005886	ENST00000422670	potassium channel, subfamily K, member 4 [Source:HGNC Symbol;Acc:6279]	KCNK4
ENSG00000182450	ENST00000539852	TAS	GO:0005886	ENST00000422670	potassium channel, subfamily K, member 4 [Source:HGNC Symbol;Acc:6279]	KCNK4
ENSG00000147432	ENST00000289957	TAS	GO:0005886	ENST00000289957	cholinergic receptor, nicotinic, beta 3 [Source:HGNC Symbol;Acc:1963]	CHRNB3
ENSG00000138449	ENST00000261024	IDA	GO:0005886	ENST00000261024	solute carrier family 40 (iron-regulated transporter), member 1 [Source:HGNC Symbol;Acc:10909]	SLC40A1
ENSG00000147434	ENST00000276410	TAS	GO:0005886	ENST00000276410	cholinergic receptor, nicotinic, alpha 6 [Source:HGNC Symbol;Acc:15963]	CHRNA6
ENSG00000147434	ENST00000534622	IEA	GO:0005886	ENST00000276410	cholinergic receptor, nicotinic, alpha 6 [Source:HGNC Symbol;Acc:15963]	CHRNA6
ENSG00000115155	ENST00000272371	IEA	GO:0005886	ENST00000272371	otoferlin [Source:HGNC Symbol;Acc:8515]	OTOF
ENSG00000155066	ENST00000403131	IEA	GO:0005886	ENST00000403131	prominin 2 [Source:HGNC Symbol;Acc:20685]	PROM2
ENSG00000155066	ENST00000317668	IEA	GO:0005886	ENST00000403131	prominin 2 [Source:HGNC Symbol;Acc:20685]	PROM2
ENSG00000163394	ENST00000295589	TAS	GO:0005886	ENST00000295589	cholecystokinin A receptor [Source:HGNC Symbol;Acc:1570]	CCKAR
ENSG00000163394	ENST00000295589	IEA	GO:0005886	ENST00000295589	cholecystokinin A receptor [Source:HGNC Symbol;Acc:1570]	CCKAR
ENSG00000168229	ENST00000306051	IDA	GO:0005886	ENST00000306051	prostaglandin D2 receptor (DP) [Source:HGNC Symbol;Acc:9591]	PTGDR
ENSG00000168229	ENST00000306051	IEA	GO:0005886	ENST00000306051	prostaglandin D2 receptor (DP) [Source:HGNC Symbol;Acc:9591]	PTGDR
ENSG00000155066	ENST00000317620	IEA	GO:0005886	ENST00000403131	prominin 2 [Source:HGNC Symbol;Acc:20685]	PROM2
ENSG00000175161	ENST00000407528	TAS	GO:0005886	ENST00000405615	cell adhesion molecule 2 [Source:HGNC Symbol;Acc:29849]	CADM2
ENSG00000109163	ENST00000226413	TAS	GO:0005886	ENST00000226413	gonadotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:4421]	GNRHR
ENSG00000109163	ENST00000226413	IEA	GO:0005886	ENST00000226413	gonadotropin-releasing hormone receptor [Source:HGNC Symbol;Acc:4421]	GNRHR
ENSG00000149305	ENST00000260191	TAS	GO:0005886	ENST00000260191	5-hydroxytryptamine (serotonin) receptor 3B [Source:HGNC Symbol;Acc:5298]	HTR3B
ENSG00000106304	ENST00000460182	IEA	GO:0005886	ENST00000340011	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]	SPAM1
ENSG00000106304	ENST00000439500	IEA	GO:0005886	ENST00000340011	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]	SPAM1
ENSG00000106304	ENST00000402183	IEA	GO:0005886	ENST00000340011	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]	SPAM1
ENSG00000153802	ENST00000283916	IEA	GO:0005886	ENST00000283916	transmembrane protease, serine 11D [Source:HGNC Symbol;Acc:24059]	TMPRSS11D
ENSG00000106304	ENST00000223028	IEA	GO:0005886	ENST00000340011	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding) [Source:HGNC Symbol;Acc:11217]	SPAM1
ENSG00000228263	ENST00000425238	TAS	GO:0005886	ENST00000425238	solute carrier family 44, member 4 [Source:HGNC Symbol;Acc:13941]	SLC44A4
