Ensembl Gene ID	Ensembl Transcript ID	Canonical transcript stable ID(s)	GO Term Evidence Code	GO Term Accession	Description	Associated Gene Name
ENSG00000164078	ENST00000296474	ENST00000296474	TAS	GO:0005011	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	MST1R
ENSG00000164078	ENST00000344206	ENST00000296474	IEA	GO:0004872	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	MST1R
ENSG00000164078	ENST00000344206	ENST00000296474	TAS	GO:0005011	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	MST1R
ENSG00000164078	ENST00000411578	ENST00000296474	IEA	GO:0004872	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	MST1R
ENSG00000164078	ENST00000411578	ENST00000296474	TAS	GO:0005011	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	MST1R
ENSG00000164082	ENST00000395052	ENST00000395052	IEA	GO:0001641	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164082	ENST00000395052	ENST00000395052	IEA	GO:0004872	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164082	ENST00000395052	ENST00000395052	TAS	GO:0004930	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164082	ENST00000395052	ENST00000395052	TAS	GO:0008066	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164082	ENST00000442933	ENST00000395052	IEA	GO:0001641	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164082	ENST00000442933	ENST00000395052	IEA	GO:0004872	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164082	ENST00000442933	ENST00000395052	IEA	GO:0004930	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	GRM2
ENSG00000164128	ENST00000296533	ENST00000296533	IEA	GO:0001601	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000296533	ENST00000296533	IEA	GO:0001602	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000296533	ENST00000296533	IEA	GO:0004872	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000296533	ENST00000296533	IEA	GO:0004930	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000296533	ENST00000296533	IEA	GO:0004983	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000296533	ENST00000296533	TAS	GO:0004983	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000504391	ENST00000296533	IEA	GO:0001601	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000504391	ENST00000296533	IEA	GO:0001602	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000504790	ENST00000296533	IEA	GO:0001601	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000504790	ENST00000296533	IEA	GO:0001602	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000509586	ENST00000296533	IEA	GO:0001601	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000509586	ENST00000296533	IEA	GO:0001602	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000509586	ENST00000296533	IEA	GO:0004872	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000512819	ENST00000296533	IEA	GO:0001601	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000512819	ENST00000296533	IEA	GO:0001602	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000515701	ENST00000296533	IEA	GO:0001601	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164128	ENST00000515701	ENST00000296533	IEA	GO:0001602	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	NPY1R
ENSG00000164129	ENST00000338566	ENST00000338566	IEA	GO:0001601	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000338566	ENST00000338566	IEA	GO:0001602	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000338566	ENST00000338566	IEA	GO:0004872	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000338566	ENST00000338566	IEA	GO:0004930	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000338566	ENST00000338566	IEA	GO:0004983	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000338566	ENST00000338566	TAS	GO:0004983	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000506953	ENST00000338566	IEA	GO:0001601	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000506953	ENST00000338566	IEA	GO:0001602	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000506953	ENST00000338566	IEA	GO:0004872	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000506953	ENST00000338566	IEA	GO:0004930	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000506953	ENST00000338566	TAS	GO:0004983	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000515560	ENST00000338566	IEA	GO:0001601	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000515560	ENST00000338566	IEA	GO:0001602	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000515560	ENST00000338566	IEA	GO:0004872	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000515560	ENST00000338566	IEA	GO:0004930	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164129	ENST00000515560	ENST00000338566	TAS	GO:0004983	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	NPY5R
ENSG00000164171	ENST00000296585	ENST00000296585	IEA	GO:0004872	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) [Source:HGNC Symbol;Acc:6137]	ITGA2
ENSG00000164199	ENST00000296619	ENST00000405460	IEA	GO:0004888	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	GPR98
ENSG00000164199	ENST00000296619	ENST00000405460	IEA	GO:0004930	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	GPR98
ENSG00000164199	ENST00000405460	ENST00000405460	IEA	GO:0004888	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	GPR98
ENSG00000164199	ENST00000405460	ENST00000405460	NAS	GO:0004930	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	GPR98
ENSG00000164199	ENST00000425867	ENST00000405460	IEA	GO:0004888	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	GPR98
ENSG00000164199	ENST00000425867	ENST00000405460	IEA	GO:0004930	G protein-coupled receptor 98 [Source:HGNC Symbol;Acc:17416]	GPR98
ENSG00000164220	ENST00000296641	ENST00000296641	IEA	GO:0004872	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539]	F2RL2
ENSG00000164220	ENST00000296641	ENST00000296641	IEA	GO:0004930	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539]	F2RL2
ENSG00000164220	ENST00000296641	ENST00000296641	IEA	GO:0015057	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539]	F2RL2
ENSG00000164220	ENST00000504899	ENST00000296641	IEA	GO:0004872	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539]	F2RL2
ENSG00000164220	ENST00000504899	ENST00000296641	IEA	GO:0004930	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539]	F2RL2
ENSG00000164220	ENST00000504899	ENST00000296641	IEA	GO:0015057	coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539]	F2RL2
ENSG00000164251	ENST00000296677	ENST00000296677	IEA	GO:0004872	coagulation factor II (thrombin) receptor-like 1 [Source:HGNC Symbol;Acc:3538]	F2RL1
ENSG00000164251	ENST00000296677	ENST00000296677	IEA	GO:0015057	coagulation factor II (thrombin) receptor-like 1 [Source:HGNC Symbol;Acc:3538]	F2RL1
ENSG00000164251	ENST00000296677	ENST00000296677	IMP	GO:0004930	coagulation factor II (thrombin) receptor-like 1 [Source:HGNC Symbol;Acc:3538]	F2RL1
ENSG00000164251	ENST00000514165	ENST00000296677	IEA	GO:0015057	coagulation factor II (thrombin) receptor-like 1 [Source:HGNC Symbol;Acc:3538]	F2RL1
ENSG00000164270	ENST00000314512	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000314512	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000360693	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000360693	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000360693	ENST00000360693	IEA	GO:0004993	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000377888	ENST00000360693	IDA	GO:0004993	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000377888	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000377888	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000520514	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000520514	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000521735	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000521735	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000522588	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000522588	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000524063	ENST00000360693	IEA	GO:0004872	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164270	ENST00000524063	ENST00000360693	IEA	GO:0004930	5-hydroxytryptamine (serotonin) receptor 4 [Source:HGNC Symbol;Acc:5299]	HTR4
ENSG00000164342	ENST00000296795	ENST00000296795	IEA	GO:0004872	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	TLR3
ENSG00000164342	ENST00000296795	ENST00000296795	NAS	GO:0004888	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	TLR3
ENSG00000164342	ENST00000296795	ENST00000296795	TAS	GO:0004872	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	TLR3
ENSG00000164342	ENST00000504367	ENST00000296795	IEA	GO:0004888	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	TLR3
ENSG00000164342	ENST00000542020	ENST00000296795	IEA	GO:0004888	toll-like receptor 3 [Source:HGNC Symbol;Acc:11849]	TLR3
ENSG00000164393	ENST00000296862	ENST00000296862	IEA	GO:0004888	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000296862	ENST00000296862	IEA	GO:0004930	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000398742	ENST00000296862	IEA	GO:0004888	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000398742	ENST00000296862	IEA	GO:0004930	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000467205	ENST00000296862	IEA	GO:0004888	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000467205	ENST00000296862	IEA	GO:0004930	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000507065	ENST00000296862	IEA	GO:0004888	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164393	ENST00000507065	ENST00000296862	IEA	GO:0004930	G protein-coupled receptor 111 [Source:HGNC Symbol;Acc:18991]	GPR111
ENSG00000164418	ENST00000318991	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000369134	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000369137	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000369138	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000403289	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000413795	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000421544	ENST00000421544	IDA	GO:0015277	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000421544	ENST00000421544	IEA	GO:0004872	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000421544	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000421544	ENST00000421544	IEA	GO:0008066	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000421544	ENST00000421544	IEA	GO:0015277	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000436862	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164418	ENST00000540076	ENST00000421544	IEA	GO:0004970	glutamate receptor, ionotropic, kainate 2 [Source:HGNC Symbol;Acc:4580]	GRIK2
ENSG00000164509	ENST00000354961	ENST00000447346	IEA	GO:0004872	interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969]	IL31RA
ENSG00000164509	ENST00000354961	ENST00000447346	TAS	GO:0004896	interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969]	IL31RA
ENSG00000164509	ENST00000447346	ENST00000447346	IEA	GO:0004872	interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969]	IL31RA
ENSG00000164509	ENST00000447346	ENST00000447346	TAS	GO:0004896	interleukin 31 receptor A [Source:HGNC Symbol;Acc:18969]	IL31RA
ENSG00000164604	ENST00000297146	ENST00000501255	IEA	GO:0004872	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000297146	ENST00000501255	TAS	GO:0004930	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000424100	ENST00000501255	IEA	GO:0004872	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000424100	ENST00000501255	TAS	GO:0004930	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000449591	ENST00000501255	IEA	GO:0004872	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000449591	ENST00000501255	TAS	GO:0004930	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000501255	ENST00000501255	IEA	GO:0004872	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164604	ENST00000501255	ENST00000501255	TAS	GO:0004930	G protein-coupled receptor 85 [Source:HGNC Symbol;Acc:4536]	GPR85
ENSG00000164849	ENST00000297468	ENST00000397095	IEA	GO:0004872	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718]	GPR146
ENSG00000164849	ENST00000297468	ENST00000397095	IEA	GO:0004930	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718]	GPR146
ENSG00000164849	ENST00000397095	ENST00000397095	IEA	GO:0004872	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718]	GPR146
ENSG00000164849	ENST00000397095	ENST00000397095	IEA	GO:0004930	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718]	GPR146
ENSG00000164849	ENST00000500070	ENST00000397095	IEA	GO:0004872	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:21718]	GPR146
ENSG00000164930	ENST00000358755	ENST00000522566	IDA	GO:0042813	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000358755	ENST00000522566	IEA	GO:0004888	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000358755	ENST00000522566	IEA	GO:0004930	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000522484	ENST00000522566	IEA	GO:0004888	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000522566	ENST00000522566	IDA	GO:0042813	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000522566	ENST00000522566	IEA	GO:0004888	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000522566	ENST00000522566	IEA	GO:0004930	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000523739	ENST00000522566	IEA	GO:0004888	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000523739	ENST00000522566	IEA	GO:0004930	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000539487	ENST00000522566	IEA	GO:0004888	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000539487	ENST00000522566	IEA	GO:0004930	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000540287	ENST00000522566	IEA	GO:0004888	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000164930	ENST00000540287	ENST00000522566	IEA	GO:0004930	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	FZD6
ENSG00000165029	ENST00000374736	ENST00000374736	IDA	GO:0034188	ATP-binding cassette, sub-family A (ABC1), member 1 [Source:HGNC Symbol;Acc:29]	ABCA1
ENSG00000165186	ENST00000379361	ENST00000379361	IEA	GO:0008158	patched domain containing 1 [Source:HGNC Symbol;Acc:26392]	PTCHD1
ENSG00000165202	ENST00000297913	ENST00000297913	IEA	GO:0004872	olfactory receptor, family 1, subfamily Q, member 1 [Source:HGNC Symbol;Acc:8223]	OR1Q1
ENSG00000165202	ENST00000297913	ENST00000297913	IEA	GO:0004930	olfactory receptor, family 1, subfamily Q, member 1 [Source:HGNC Symbol;Acc:8223]	OR1Q1
ENSG00000165202	ENST00000297913	ENST00000297913	NAS	GO:0004984	olfactory receptor, family 1, subfamily Q, member 1 [Source:HGNC Symbol;Acc:8223]	OR1Q1
ENSG00000165204	ENST00000277309	ENST00000277309	IEA	GO:0004872	olfactory receptor, family 1, subfamily K, member 1 [Source:HGNC Symbol;Acc:8212]	OR1K1
ENSG00000165204	ENST00000277309	ENST00000277309	IEA	GO:0004930	olfactory receptor, family 1, subfamily K, member 1 [Source:HGNC Symbol;Acc:8212]	OR1K1
ENSG00000165204	ENST00000277309	ENST00000277309	IEA	GO:0004984	olfactory receptor, family 1, subfamily K, member 1 [Source:HGNC Symbol;Acc:8212]	OR1K1
ENSG00000165215	ENST00000395145	ENST00000395145	TAS	GO:0004888	claudin 3 [Source:HGNC Symbol;Acc:2045]	CLDN3
ENSG00000165246	ENST00000339174	ENST00000355905	IBA	GO:0004872	neuroligin 4, Y-linked [Source:HGNC Symbol;Acc:15529]	NLGN4Y
ENSG00000165246	ENST00000355905	ENST00000355905	IBA	GO:0004872	neuroligin 4, Y-linked [Source:HGNC Symbol;Acc:15529]	NLGN4Y
ENSG00000165370	ENST00000298110	ENST00000298110	IEA	GO:0004872	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:14963]	GPR101
ENSG00000165370	ENST00000298110	ENST00000298110	IEA	GO:0004930	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:14963]	GPR101
ENSG00000165409	ENST00000298171	ENST00000541158	IEA	GO:0004872	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	TSHR
ENSG00000165409	ENST00000298171	ENST00000541158	IEA	GO:0004996	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	TSHR
ENSG00000165409	ENST00000412429	ENST00000541158	IEA	GO:0004872	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	TSHR
ENSG00000165409	ENST00000412429	ENST00000541158	IEA	GO:0016500	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	TSHR
ENSG00000165409	ENST00000541158	ENST00000541158	IEA	GO:0004996	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	TSHR
ENSG00000165621	ENST00000298440	ENST00000298440	IEA	GO:0004872	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	OXGR1
ENSG00000165621	ENST00000298440	ENST00000298440	IEA	GO:0004930	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	OXGR1
ENSG00000165621	ENST00000298440	ENST00000298440	IEA	GO:0045028	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	OXGR1
ENSG00000165621	ENST00000543457	ENST00000298440	IEA	GO:0004872	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	OXGR1
ENSG00000165621	ENST00000543457	ENST00000298440	IEA	GO:0004930	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	OXGR1
ENSG00000165621	ENST00000543457	ENST00000298440	IEA	GO:0045028	oxoglutarate (alpha-ketoglutarate) receptor 1 [Source:HGNC Symbol;Acc:4531]	OXGR1
ENSG00000165682	ENST00000298527	ENST00000298527	TAS	GO:0004888	C-type lectin domain family 1, member B [Source:HGNC Symbol;Acc:24356]	CLEC1B
ENSG00000165731	ENST00000340058	ENST00000355710	IEA	GO:0004714	ret proto-oncogene [Source:HGNC Symbol;Acc:9967]	RET
ENSG00000165731	ENST00000340058	ENST00000355710	TAS	GO:0004872	ret proto-oncogene [Source:HGNC Symbol;Acc:9967]	RET
ENSG00000165731	ENST00000355710	ENST00000355710	IEA	GO:0004714	ret proto-oncogene [Source:HGNC Symbol;Acc:9967]	RET
ENSG00000165731	ENST00000355710	ENST00000355710	TAS	GO:0004872	ret proto-oncogene [Source:HGNC Symbol;Acc:9967]	RET
ENSG00000165762	ENST00000298642	ENST00000298642	IEA	GO:0004872	olfactory receptor, family 4, subfamily K, member 2 [Source:HGNC Symbol;Acc:14728]	OR4K2
ENSG00000165762	ENST00000298642	ENST00000298642	IEA	GO:0004930	olfactory receptor, family 4, subfamily K, member 2 [Source:HGNC Symbol;Acc:14728]	OR4K2
ENSG00000165762	ENST00000298642	ENST00000298642	IEA	GO:0004984	olfactory receptor, family 4, subfamily K, member 2 [Source:HGNC Symbol;Acc:14728]	OR4K2
ENSG00000166073	ENST00000299092	ENST00000299092	IEA	GO:0004872	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:32370]	GPR176
ENSG00000166073	ENST00000299092	ENST00000299092	IEA	GO:0004930	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:32370]	GPR176
ENSG00000166073	ENST00000543580	ENST00000299092	IEA	GO:0004872	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:32370]	GPR176
ENSG00000166148	ENST00000299178	ENST00000299178	IEA	GO:0004872	arginine vasopressin receptor 1A [Source:HGNC Symbol;Acc:895]	AVPR1A
ENSG00000166148	ENST00000299178	ENST00000299178	IEA	GO:0004930	arginine vasopressin receptor 1A [Source:HGNC Symbol;Acc:895]	AVPR1A
ENSG00000166148	ENST00000299178	ENST00000299178	IEA	GO:0005000	arginine vasopressin receptor 1A [Source:HGNC Symbol;Acc:895]	AVPR1A
ENSG00000166160	ENST00000369929	ENST00000369929	IEA	GO:0004930	opsin 1 (cone pigments), medium-wave-sensitive 2 [Source:HGNC Symbol;Acc:26952]	OPN1MW2
ENSG00000166160	ENST00000369929	ENST00000369929	IEA	GO:0009881	opsin 1 (cone pigments), medium-wave-sensitive 2 [Source:HGNC Symbol;Acc:26952]	OPN1MW2
ENSG00000166206	ENST00000299267	ENST00000311550	IEA	GO:0004890	gamma-aminobutyric acid (GABA) A receptor, beta 3 [Source:HGNC Symbol;Acc:4083]	GABRB3
