ENSPTRG00000000009|ENSPTRT00000000016|ENSPTRP00000000012
ENSETEG00000010679|ENSETET00000010679|ENSETEP00000008675
ENSETEG00000010691|ENSETET00000010690|ENSETEP00000008685
ENSETEG00000010727|ENSETET00000010728|ENSETEP00000008713
ENSETEG00000010737|ENSETET00000010735|ENSETEP00000008718
ENSETEG00000010766|ENSETET00000010766|ENSETEP00000008744
ENSETEG00000010776|ENSETET00000010774|ENSETEP00000008751
ENSETEG00000010783|ENSETET00000010786|ENSETEP00000008761
ENSETEG00000010801|ENSETET00000010800|ENSETEP00000008771
ENSETEG00000010817|ENSETET00000010817|ENSETEP00000008786
ENSETEG00000010818|ENSETET00000010820|ENSETEP00000008789
ENSETEG00000010836|ENSETET00000010837|ENSETEP00000008803
ENSETEG00000010903|ENSETET00000010901|ENSETEP00000008843
ENSETEG00000010908|ENSETET00000010908|ENSETEP00000008849
ENSETEG00000010927|ENSETET00000010926|ENSETEP00000008866
ENSETEG00000010938|ENSETET00000010939|ENSETEP00000008878
ENSETEG00000010961|ENSETET00000010963|ENSETEP00000008893
ENSETEG00000010977|ENSETET00000010976|ENSETEP00000008905
ENSETEG00000011014|ENSETET00000011014|ENSETEP00000008933
ENSETEG00000011018|ENSETET00000011016|ENSETEP00000008935
ENSETEG00000011028|ENSETET00000011026|ENSETEP00000008945
ENSETEG00000011043|ENSETET00000011043|ENSETEP00000008959
ENSETEG00000011083|ENSETET00000011081|ENSETEP00000008986
ENSETEG00000011116|ENSETET00000011116|ENSETEP00000009018
ENSETEG00000011176|ENSETET00000011176|ENSETEP00000009067
ENSETEG00000011181|ENSETET00000011179|ENSETEP00000009070
ENSETEG00000011194|ENSETET00000011193|ENSETEP00000009079
ENSETEG00000011229|ENSETET00000011228|ENSETEP00000009105
ENSETEG00000011276|ENSETET00000011277|ENSETEP00000009146
ENSETEG00000011310|ENSETET00000011309|ENSETEP00000009170
ENSETEG00000011351|ENSETET00000011350|ENSETEP00000009203
ENSETEG00000011360|ENSETET00000011358|ENSETEP00000009209
ENSETEG00000011364|ENSETET00000011362|ENSETEP00000009213
ENSETEG00000011366|ENSETET00000011372|ENSETEP00000009221
ENSETEG00000011389|ENSETET00000011390|ENSETEP00000009237
ENSETEG00000011400|ENSETET00000011397|ENSETEP00000009243
ENSETEG00000011402|ENSETET00000011403|ENSETEP00000009249
ENSETEG00000011430|ENSETET00000011438|ENSETEP00000009277
ENSETEG00000011575|ENSETET00000011575|ENSETEP00000009393
ENSETEG00000011635|ENSETET00000011635|ENSETEP00000009441
ENSETEG00000011649|ENSETET00000011650|ENSETEP00000009455
ENSETEG00000011666|ENSETET00000011665|ENSETEP00000009466
ENSETEG00000011672|ENSETET00000011672|ENSETEP00000009471
ENSETEG00000011680|ENSETET00000011680|ENSETEP00000009477
ENSETEG00000011743|ENSETET00000011743|ENSETEP00000009530
ENSETEG00000011764|ENSETET00000011763|ENSETEP00000009546
ENSETEG00000011765|ENSETET00000011765|ENSETEP00000009548
ENSETEG00000011792|ENSETET00000011791|ENSETEP00000009570
ENSETEG00000011811|ENSETET00000011810|ENSETEP00000009584
ENSETEG00000011852|ENSETET00000011853|ENSETEP00000009617
ENSETEG00000011924|ENSETET00000011923|ENSETEP00000009676
ENSETEG00000011943|ENSETET00000011944|ENSETEP00000009695
ENSETEG00000011986|ENSETET00000011985|ENSETEP00000009727
ENSETEG00000012025|ENSETET00000012026|ENSETEP00000009763
ENSETEG00000012039|ENSETET00000012038|ENSETEP00000009772
ENSETEG00000012085|ENSETET00000012085|ENSETEP00000009812
ENSETEG00000012093|ENSETET00000012095|ENSETEP00000009822
ENSETEG00000012099|ENSETET00000012101|ENSETEP00000009827
ENSETEG00000012112|ENSETET00000012112|ENSETEP00000009837
ENSETEG00000012160|ENSETET00000012160|ENSETEP00000009873
ENSETEG00000012166|ENSETET00000012166|ENSETEP00000009876
ENSETEG00000012169|ENSETET00000012168|ENSETEP00000009878
ENSETEG00000012179|ENSETET00000012179|ENSETEP00000009888
ENSETEG00000012189|ENSETET00000012192|ENSETEP00000009896
ENSETEG00000012287|ENSETET00000012287|ENSETEP00000009966
ENSETEG00000012304|ENSETET00000012304|ENSETEP00000009981
ENSETEG00000012312|ENSETET00000012313|ENSETEP00000009987
ENSETEG00000012327|ENSETET00000012325|ENSETEP00000009998
ENSETEG00000012342|ENSETET00000012342|ENSETEP00000010013
ENSETEG00000012360|ENSETET00000012362|ENSETEP00000010028
ENSETEG00000012392|ENSETET00000012392|ENSETEP00000010049
ENSETEG00000012423|ENSETET00000012422|ENSETEP00000010070
ENSETEG00000012426|ENSETET00000012425|ENSETEP00000010073
ENSETEG00000012430|ENSETET00000012429|ENSETEP00000010076
ENSETEG00000012445|ENSETET00000012442|ENSETEP00000010088
ENSETEG00000012458|ENSETET00000012459|ENSETEP00000010102
ENSETEG00000012490|ENSETET00000012491|ENSETEP00000010131
ENSETEG00000012524|ENSETET00000012524|ENSETEP00000010158
ENSETEG00000012592|ENSETET00000012590|ENSETEP00000010208
ENSETEG00000012613|ENSETET00000012612|ENSETEP00000010221
ENSETEG00000012638|ENSETET00000012638|ENSETEP00000010245
ENSETEG00000012647|ENSETET00000012648|ENSETEP00000010254
ENSETEG00000012656|ENSETET00000012655|ENSETEP00000010261
ENSETEG00000012687|ENSETET00000012687|ENSETEP00000010287
ENSETEG00000012688|ENSETET00000012688|ENSETEP00000010288
ENSETEG00000012728|ENSETET00000012728|ENSETEP00000010322
ENSETEG00000012775|ENSETET00000012773|ENSETEP00000010357
ENSETEG00000012787|ENSETET00000012787|ENSETEP00000010368
ENSETEG00000012805|ENSETET00000012803|ENSETEP00000010383
ENSETEG00000012807|ENSETET00000012806|ENSETEP00000010385
ENSETEG00000012912|ENSETET00000012911|ENSETEP00000010469
ENSETEG00000012917|ENSETET00000012919|ENSETEP00000010476
ENSETEG00000012934|ENSETET00000012933|ENSETEP00000010488
ENSETEG00000012950|ENSETET00000012949|ENSETEP00000010502
ENSETEG00000012953|ENSETET00000012952|ENSETEP00000010505
ENSETEG00000012980|ENSETET00000012977|ENSETEP00000010528
ENSETEG00000013006|ENSETET00000013005|ENSETEP00000010552
ENSETEG00000013032|ENSETET00000013033|ENSETEP00000010573
ENSETEG00000013055|ENSETET00000013059|ENSETEP00000010596
ENSETEG00000013077|ENSETET00000013077|ENSETEP00000010612
ENSETEG00000013116|ENSETET00000013114|ENSETEP00000010643
ENSETEG00000013137|ENSETET00000013142|ENSETEP00000010663
ENSETEG00000013199|ENSETET00000013199|ENSETEP00000010705
ENSETEG00000013200|ENSETET00000013200|ENSETEP00000010706
ENSETEG00000013204|ENSETET00000013203|ENSETEP00000010708
ENSETEG00000013210|ENSETET00000013213|ENSETEP00000010715
ENSETEG00000013223|ENSETET00000013224|ENSETEP00000010724
ENSETEG00000013255|ENSETET00000013254|ENSETEP00000010749
ENSETEG00000013327|ENSETET00000013327|ENSETEP00000010807
ENSETEG00000013342|ENSETET00000013345|ENSETEP00000010823
ENSETEG00000013349|ENSETET00000013349|ENSETEP00000010826
ENSETEG00000013392|ENSETET00000013391|ENSETEP00000010858
ENSETEG00000013405|ENSETET00000013404|ENSETEP00000010869
ENSETEG00000013406|ENSETET00000013405|ENSETEP00000010870
ENSETEG00000013431|ENSETET00000013431|ENSETEP00000010891
ENSETEG00000013469|ENSETET00000013469|ENSETEP00000010921
ENSETEG00000013483|ENSETET00000013483|ENSETEP00000010934
ENSETEG00000013524|ENSETET00000013525|ENSETEP00000010973
ENSETEG00000013528|ENSETET00000013529|ENSETEP00000010976
ENSETEG00000013556|ENSETET00000013554|ENSETEP00000010995
ENSETEG00000013554|ENSETET00000013571|ENSETEP00000011009
ENSETEG00000013631|ENSETET00000013630|ENSETEP00000011055
ENSETEG00000013674|ENSETET00000013674|ENSETEP00000011091
ENSETEG00000013683|ENSETET00000013683|ENSETEP00000011099
ENSETEG00000013752|ENSETET00000013753|ENSETEP00000011155
ENSETEG00000013762|ENSETET00000013761|ENSETEP00000011160
ENSETEG00000013798|ENSETET00000013797|ENSETEP00000011194
ENSETEG00000013815|ENSETET00000013813|ENSETEP00000011205
ENSETEG00000013858|ENSETET00000013860|ENSETEP00000011246
ENSETEG00000013870|ENSETET00000013870|ENSETEP00000011253
ENSETEG00000013871|ENSETET00000013871|ENSETEP00000011254
ENSETEG00000013917|ENSETET00000013919|ENSETEP00000011296
ENSETEG00000013926|ENSETET00000013925|ENSETEP00000011301
ENSETEG00000013934|ENSETET00000013933|ENSETEP00000011307
ENSETEG00000013984|ENSETET00000013984|ENSETEP00000011349
ENSETEG00000013989|ENSETET00000013987|ENSETEP00000011352
ENSETEG00000014019|ENSETET00000014019|ENSETEP00000011379
ENSETEG00000014042|ENSETET00000014041|ENSETEP00000011399
ENSETEG00000014046|ENSETET00000014045|ENSETEP00000011403
ENSETEG00000014050|ENSETET00000014049|ENSETEP00000011407
ENSETEG00000014158|ENSETET00000014158|ENSETEP00000011493
ENSETEG00000014159|ENSETET00000014159|ENSETEP00000011494
ENSETEG00000014210|ENSETET00000014210|ENSETEP00000011533
ENSETEG00000014216|ENSETET00000014216|ENSETEP00000011539
ENSETEG00000014222|ENSETET00000014221|ENSETEP00000011544
ENSETEG00000014302|ENSETET00000014302|ENSETEP00000011603
ENSETEG00000014320|ENSETET00000014321|ENSETEP00000011618
ENSETEG00000014362|ENSETET00000014362|ENSETEP00000011657
ENSETEG00000014372|ENSETET00000014374|ENSETEP00000011666
ENSETEG00000014443|ENSETET00000014442|ENSETEP00000011714
ENSETEG00000014444|ENSETET00000014443|ENSETEP00000011715
ENSETEG00000014449|ENSETET00000014449|ENSETEP00000011720
ENSETEG00000014467|ENSETET00000014467|ENSETEP00000011734
ENSETEG00000014501|ENSETET00000014501|ENSETEP00000011762
ENSETEG00000014575|ENSETET00000014574|ENSETEP00000011820
ENSETEG00000014577|ENSETET00000014575|ENSETEP00000011821
ENSETEG00000014691|ENSETET00000014693|ENSETEP00000011909
ENSETEG00000014696|ENSETET00000014694|ENSETEP00000011910
ENSETEG00000014730|ENSETET00000014731|ENSETEP00000011940
ENSETEG00000014734|ENSETET00000014734|ENSETEP00000011942
ENSETEG00000014747|ENSETET00000014746|ENSETEP00000011953
ENSETEG00000014757|ENSETET00000014761|ENSETEP00000011963
ENSETEG00000014769|ENSETET00000014767|ENSETEP00000011966
ENSETEG00000014817|ENSETET00000014815|ENSETEP00000012005
ENSETEG00000014841|ENSETET00000014841|ENSETEP00000012028
ENSETEG00000014867|ENSETET00000014868|ENSETEP00000012051
ENSETEG00000014881|ENSETET00000014881|ENSETEP00000012062
ENSETEG00000014888|ENSETET00000014885|ENSETEP00000012065
ENSETEG00000014944|ENSETET00000014944|ENSETEP00000012111
ENSETEG00000014970|ENSETET00000014967|ENSETEP00000012127
ENSETEG00000015005|ENSETET00000015002|ENSETEP00000012158
ENSETEG00000015015|ENSETET00000015012|ENSETEP00000012164
ENSETEG00000015017|ENSETET00000015016|ENSETEP00000012167
ENSETEG00000015052|ENSETET00000015053|ENSETEP00000012196
ENSETEG00000015086|ENSETET00000015087|ENSETEP00000012226
ENSETEG00000015100|ENSETET00000015100|ENSETEP00000012239
ENSETEG00000015172|ENSETET00000015171|ENSETEP00000012295
ENSETEG00000015204|ENSETET00000015204|ENSETEP00000012323
ENSETEG00000015212|ENSETET00000015211|ENSETEP00000012328
ENSETEG00000015237|ENSETET00000015237|ENSETEP00000012353
ENSETEG00000015254|ENSETET00000015253|ENSETEP00000012366
ENSETEG00000015292|ENSETET00000015291|ENSETEP00000012396
ENSETEG00000015294|ENSETET00000015294|ENSETEP00000012399
ENSETEG00000015337|ENSETET00000015336|ENSETEP00000012428
ENSETEG00000015365|ENSETET00000015365|ENSETEP00000012454
ENSETEG00000015390|ENSETET00000015388|ENSETEP00000012473
ENSETEG00000015412|ENSETET00000015411|ENSETEP00000012492
ENSETEG00000015420|ENSETET00000015423|ENSETEP00000012503
ENSETEG00000015467|ENSETET00000015468|ENSETEP00000012540
ENSETEG00000015487|ENSETET00000015487|ENSETEP00000012554
ENSETEG00000015496|ENSETET00000015496|ENSETEP00000012562
ENSETEG00000015499|ENSETET00000015499|ENSETEP00000012565
ENSETEG00000015516|ENSETET00000015515|ENSETEP00000012580
ENSETEG00000015532|ENSETET00000015530|ENSETEP00000012591
ENSETEG00000015531|ENSETET00000015531|ENSETEP00000012592
ENSETEG00000015544|ENSETET00000015544|ENSETEP00000012603
ENSETEG00000015565|ENSETET00000015564|ENSETEP00000012620
ENSETEG00000015610|ENSETET00000015610|ENSETEP00000012657
ENSETEG00000015662|ENSETET00000015663|ENSETEP00000012702
ENSETEG00000015667|ENSETET00000015667|ENSETEP00000012706
ENSETEG00000015674|ENSETET00000015672|ENSETEP00000012711
ENSETEG00000015672|ENSETET00000015674|ENSETEP00000012713
ENSETEG00000015694|ENSETET00000015691|ENSETEP00000012727
ENSETEG00000015708|ENSETET00000015709|ENSETEP00000012740
ENSETEG00000015712|ENSETET00000015712|ENSETEP00000012742
ENSETEG00000015722|ENSETET00000015723|ENSETEP00000012752
ENSETEG00000015739|ENSETET00000015738|ENSETEP00000012766
ENSETEG00000015752|ENSETET00000015752|ENSETEP00000012777
ENSETEG00000015757|ENSETET00000015759|ENSETEP00000012783
ENSETEG00000015778|ENSETET00000015778|ENSETEP00000012801
ENSETEG00000015791|ENSETET00000015790|ENSETEP00000012809
ENSETEG00000015840|ENSETET00000015838|ENSETEP00000012845
ENSETEG00000015847|ENSETET00000015844|ENSETEP00000012849
ENSETEG00000015853|ENSETET00000015853|ENSETEP00000012857
ENSETEG00000015885|ENSETET00000015885|ENSETEP00000012885
ENSETEG00000015890|ENSETET00000015888|ENSETEP00000012888
ENSETEG00000015908|ENSETET00000015908|ENSETEP00000012906
ENSETEG00000015940|ENSETET00000015939|ENSETEP00000012927
ENSETEG00000016009|ENSETET00000016011|ENSETEP00000012986
ENSETEG00000016034|ENSETET00000016038|ENSETEP00000013008
ENSETEG00000016040|ENSETET00000016040|ENSETEP00000013010
ENSETEG00000016057|ENSETET00000016055|ENSETEP00000013023
ENSETEG00000016062|ENSETET00000016062|ENSETEP00000013029
ENSETEG00000016073|ENSETET00000016073|ENSETEP00000013037
ENSETEG00000016102|ENSETET00000016104|ENSETEP00000013062
ENSETEG00000016105|ENSETET00000016108|ENSETEP00000013065
ENSETEG00000016109|ENSETET00000016111|ENSETEP00000013068
ENSETEG00000016123|ENSETET00000016127|ENSETEP00000013077
ENSETEG00000016148|ENSETET00000016148|ENSETEP00000013094
ENSETEG00000016218|ENSETET00000016216|ENSETEP00000013142
ENSETEG00000016213|ENSETET00000016217|ENSETEP00000013143
ENSETEG00000016216|ENSETET00000016218|ENSETEP00000013144
ENSETEG00000016249|ENSETET00000016252|ENSETEP00000013174
ENSETEG00000016323|ENSETET00000016322|ENSETEP00000013237
ENSETEG00000016326|ENSETET00000016328|ENSETEP00000013243
ENSETEG00000016340|ENSETET00000016340|ENSETEP00000013251
ENSETEG00000016378|ENSETET00000016380|ENSETEP00000013282
ENSETEG00000016382|ENSETET00000016382|ENSETEP00000013284
ENSETEG00000016406|ENSETET00000016411|ENSETEP00000013309
ENSETEG00000016417|ENSETET00000016416|ENSETEP00000013313
ENSETEG00000016428|ENSETET00000016426|ENSETEP00000013323
ENSETEG00000016460|ENSETET00000016462|ENSETEP00000013355
ENSETEG00000016478|ENSETET00000016475|ENSETEP00000013365
ENSETEG00000016484|ENSETET00000016484|ENSETEP00000013373
ENSETEG00000016504|ENSETET00000016504|ENSETEP00000013388
ENSETEG00000016505|ENSETET00000016505|ENSETEP00000013389
ENSETEG00000016541|ENSETET00000016541|ENSETEP00000013421
ENSETEG00000016553|ENSETET00000016552|ENSETEP00000013430
ENSETEG00000016552|ENSETET00000016554|ENSETEP00000013432
ENSETEG00000016558|ENSETET00000016558|ENSETEP00000013436
ENSETEG00000016566|ENSETET00000016566|ENSETEP00000013442
ENSETEG00000016576|ENSETET00000016575|ENSETEP00000013448
ENSETEG00000016586|ENSETET00000016589|ENSETEP00000013459
ENSETEG00000016650|ENSETET00000016651|ENSETEP00000013511
ENSETEG00000016670|ENSETET00000016671|ENSETEP00000013529
ENSETEG00000016678|ENSETET00000016677|ENSETEP00000013533
ENSETEG00000016748|ENSETET00000016749|ENSETEP00000013593
ENSETEG00000016751|ENSETET00000016752|ENSETEP00000013595
ENSETEG00000016771|ENSETET00000016768|ENSETEP00000013610
ENSETEG00000016853|ENSETET00000016853|ENSETEP00000013677
ENSETEG00000016866|ENSETET00000016866|ENSETEP00000013687
ENSETEG00000016888|ENSETET00000016887|ENSETEP00000013704
ENSETEG00000016895|ENSETET00000016895|ENSETEP00000013711
ENSETEG00000016896|ENSETET00000016896|ENSETEP00000013712
ENSETEG00000016902|ENSETET00000016901|ENSETEP00000013716
ENSETEG00000016904|ENSETET00000016903|ENSETEP00000013718
ENSETEG00000016919|ENSETET00000016918|ENSETEP00000013730
ENSETEG00000016925|ENSETET00000016923|ENSETEP00000013735
ENSETEG00000016988|ENSETET00000016989|ENSETEP00000013788
ENSETEG00000017146|ENSETET00000017146|ENSETEP00000013913
ENSETEG00000017155|ENSETET00000017154|ENSETEP00000013921
ENSETEG00000017167|ENSETET00000017166|ENSETEP00000013931
ENSETEG00000017189|ENSETET00000017189|ENSETEP00000013949
ENSETEG00000017198|ENSETET00000017197|ENSETEP00000013957
ENSETEG00000017196|ENSETET00000017199|ENSETEP00000013958
ENSETEG00000017230|ENSETET00000017229|ENSETEP00000013987
ENSETEG00000017243|ENSETET00000017242|ENSETEP00000013999
ENSETEG00000017249|ENSETET00000017250|ENSETEP00000014006
ENSETEG00000017257|ENSETET00000017256|ENSETEP00000014011
ENSETEG00000017291|ENSETET00000017291|ENSETEP00000014041
ENSETEG00000017358|ENSETET00000017355|ENSETEP00000014091
ENSETEG00000017373|ENSETET00000017375|ENSETEP00000014108
ENSETEG00000017384|ENSETET00000017384|ENSETEP00000014116
ENSETEG00000017412|ENSETET00000017412|ENSETEP00000014138
ENSETEG00000017450|ENSETET00000017449|ENSETEP00000014169
ENSETEG00000017467|ENSETET00000017466|ENSETEP00000014185
ENSETEG00000017471|ENSETET00000017471|ENSETEP00000014190
ENSETEG00000017507|ENSETET00000017507|ENSETEP00000014219
ENSETEG00000017516|ENSETET00000017515|ENSETEP00000014224
ENSETEG00000017517|ENSETET00000017516|ENSETEP00000014225
ENSETEG00000017636|ENSETET00000017639|ENSETEP00000014327
ENSETEG00000017640|ENSETET00000017641|ENSETEP00000014329
ENSETEG00000017712|ENSETET00000017710|ENSETEP00000014386
ENSETEG00000017716|ENSETET00000017715|ENSETEP00000014390
ENSETEG00000017774|ENSETET00000017777|ENSETEP00000014444
ENSETEG00000017782|ENSETET00000017782|ENSETEP00000014447
ENSETEG00000017801|ENSETET00000017800|ENSETEP00000014461
ENSETEG00000017850|ENSETET00000017847|ENSETEP00000014499
ENSETEG00000017857|ENSETET00000017855|ENSETEP00000014506
ENSETEG00000017868|ENSETET00000017866|ENSETEP00000014515
ENSETEG00000017873|ENSETET00000017870|ENSETEP00000014517
ENSETEG00000017948|ENSETET00000017948|ENSETEP00000014586
ENSETEG00000017958|ENSETET00000017958|ENSETEP00000014592
ENSETEG00000017971|ENSETET00000017971|ENSETEP00000014599
ENSETEG00000017974|ENSETET00000017973|ENSETEP00000014601
ENSETEG00000018014|ENSETET00000018013|ENSETEP00000014638
ENSETEG00000018033|ENSETET00000018033|ENSETEP00000014653
ENSETEG00000018100|ENSETET00000018099|ENSETEP00000014705
ENSETEG00000018102|ENSETET00000018103|ENSETEP00000014709
ENSETEG00000018103|ENSETET00000018104|ENSETEP00000014710
ENSETEG00000018108|ENSETET00000018108|ENSETEP00000014714
ENSETEG00000018183|ENSETET00000018181|ENSETEP00000014771
ENSETEG00000018200|ENSETET00000018202|ENSETEP00000014789
ENSETEG00000018270|ENSETET00000018269|ENSETEP00000014843
ENSETEG00000018302|ENSETET00000018300|ENSETEP00000014870
ENSETEG00000018327|ENSETET00000018327|ENSETEP00000014895
ENSETEG00000018359|ENSETET00000018360|ENSETEP00000014922
ENSETEG00000018422|ENSETET00000018419|ENSETEP00000014972
ENSETEG00000018440|ENSETET00000018439|ENSETEP00000014990
ENSETEG00000018441|ENSETET00000018442|ENSETEP00000014993
ENSETEG00000018461|ENSETET00000018460|ENSETEP00000015008
ENSETEG00000018500|ENSETET00000018500|ENSETEP00000015040
ENSETEG00000018548|ENSETET00000018548|ENSETEP00000015076
ENSETEG00000018562|ENSETET00000018563|ENSETEP00000015089
ENSETEG00000018561|ENSETET00000018564|ENSETEP00000015090
ENSETEG00000018616|ENSETET00000018615|ENSETEP00000015128
ENSETEG00000018647|ENSETET00000018648|ENSETEP00000015155
ENSETEG00000018645|ENSETET00000018652|ENSETEP00000015158
ENSETEG00000018656|ENSETET00000018655|ENSETEP00000015160
ENSETEG00000018660|ENSETET00000018659|ENSETEP00000015161
ENSETEG00000018669|ENSETET00000018670|ENSETEP00000015168
ENSETEG00000018696|ENSETET00000018693|ENSETEP00000015189
ENSETEG00000018713|ENSETET00000018713|ENSETEP00000015204
ENSETEG00000018723|ENSETET00000018723|ENSETEP00000015213
ENSETEG00000018744|ENSETET00000018741|ENSETEP00000015229
ENSETEG00000018761|ENSETET00000018761|ENSETEP00000015246
ENSETEG00000018773|ENSETET00000018778|ENSETEP00000015259
ENSETEG00000018781|ENSETET00000018782|ENSETEP00000015261
ENSETEG00000018822|ENSETET00000018820|ENSETEP00000015290
ENSETEG00000018828|ENSETET00000018833|ENSETEP00000015300
ENSETEG00000018872|ENSETET00000018870|ENSETEP00000015333
ENSETEG00000018873|ENSETET00000018872|ENSETEP00000015335
ENSETEG00000018917|ENSETET00000018915|ENSETEP00000015368
ENSETEG00000018933|ENSETET00000018934|ENSETEP00000015383
ENSETEG00000018938|ENSETET00000018939|ENSETEP00000015386
ENSETEG00000018941|ENSETET00000018942|ENSETEP00000015388
ENSETEG00000018936|ENSETET00000018945|ENSETEP00000015389
ENSETEG00000019008|ENSETET00000019008|ENSETEP00000015440
ENSETEG00000019013|ENSETET00000019013|ENSETEP00000015444
ENSETEG00000019059|ENSETET00000019060|ENSETEP00000015482
ENSETEG00000019086|ENSETET00000019087|ENSETEP00000015502
ENSETEG00000019093|ENSETET00000019099|ENSETEP00000015511
ENSETEG00000019119|ENSETET00000019119|ENSETEP00000015528
ENSETEG00000019125|ENSETET00000019125|ENSETEP00000015533
ENSETEG00000019130|ENSETET00000019130|ENSETEP00000015537
ENSETEG00000019127|ENSETET00000019133|ENSETEP00000015539
ENSETEG00000019176|ENSETET00000019175|ENSETEP00000015577
ENSETEG00000019182|ENSETET00000019182|ENSETEP00000015582
ENSETEG00000019196|ENSETET00000019196|ENSETEP00000015593
ENSETEG00000019217|ENSETET00000019215|ENSETEP00000015607
ENSETEG00000019216|ENSETET00000019216|ENSETEP00000015608
ENSETEG00000019243|ENSETET00000019245|ENSETEP00000015633
ENSETEG00000019251|ENSETET00000019250|ENSETEP00000015637
ENSETEG00000019258|ENSETET00000019259|ENSETEP00000015644
ENSETEG00000019290|ENSETET00000019291|ENSETEP00000015673
ENSETEG00000019293|ENSETET00000019292|ENSETEP00000015674
ENSETEG00000019306|ENSETET00000019310|ENSETEP00000015688
ENSETEG00000019334|ENSETET00000019333|ENSETEP00000015707
ENSETEG00000019348|ENSETET00000019348|ENSETEP00000015717
ENSETEG00000019369|ENSETET00000019368|ENSETEP00000015736
ENSETEG00000019365|ENSETET00000019369|ENSETEP00000015737
ENSETEG00000019396|ENSETET00000019395|ENSETEP00000015756
ENSETEG00000019424|ENSETET00000019423|ENSETEP00000015776
ENSETEG00000019452|ENSETET00000019452|ENSETEP00000015801
ENSETEG00000019466|ENSETET00000019465|ENSETEP00000015812
ENSETEG00000019472|ENSETET00000019472|ENSETEP00000015818
ENSETEG00000019473|ENSETET00000019473|ENSETEP00000015819
ENSETEG00000019532|ENSETET00000019533|ENSETEP00000015868
ENSETEG00000019544|ENSETET00000019542|ENSETEP00000015875
ENSETEG00000019555|ENSETET00000019554|ENSETEP00000015886
ENSETEG00000019611|ENSETET00000019611|ENSETEP00000015927
ENSETEG00000019620|ENSETET00000019619|ENSETEP00000015935
ENSETEG00000019641|ENSETET00000019641|ENSETEP00000015955
ENSETEG00000019687|ENSETET00000019686|ENSETEP00000015990
ENSETEG00000019697|ENSETET00000019697|ENSETEP00000015999
ENSETEG00000019701|ENSETET00000019701|ENSETEP00000016002
ENSETEG00000019710|ENSETET00000019710|ENSETEP00000016011
ENSETEG00000019755|ENSETET00000019754|ENSETEP00000016048
ENSETEG00000019798|ENSETET00000019801|ENSETEP00000016084
ENSETEG00000019802|ENSETET00000019803|ENSETEP00000016086
ENSETEG00000019816|ENSETET00000019815|ENSETEP00000016097
ENSETEG00000019813|ENSETET00000019817|ENSETEP00000016099
ENSETEG00000019819|ENSETET00000019819|ENSETEP00000016101
ENSETEG00000019832|ENSETET00000019831|ENSETEP00000016111
ENSETEG00000019838|ENSETET00000019837|ENSETEP00000016116
ENSETEG00000019861|ENSETET00000019862|ENSETEP00000016138
ENSETEG00000019869|ENSETET00000019869|ENSETEP00000016142
ENSETEG00000019874|ENSETET00000019873|ENSETEP00000016145
ENSETEG00000019901|ENSETET00000019901|ENSETEP00000016166
ENSETEG00000019914|ENSETET00000019915|ENSETEP00000016177
ENSETEG00000019958|ENSETET00000019956|ENSETEP00000016209
ENSETEG00000019966|ENSETET00000019969|ENSETEP00000016219
ENSETEG00000019978|ENSETET00000019977|ENSETEP00000016227
ENSETEG00000020003|ENSETET00000020003|ENSETEP00000016248
ENSETEG00000020063|ENSETET00000020063|ENSETEP00000016296
ENSETEG00000020065|ENSETET00000020064|ENSETEP00000016297
ENSETEG00000020095|ENSETET00000020097|ENSETEP00000016325
ENSETEG00000020131|ENSETET00000020131|ENSETEP00000016355
ENSETEG00000020150|ENSETET00000020150|ENSETEP00000016368
ENSETEG00000020172|ENSETET00000020172|ENSETEP00000016383
ENSETEG00000020202|ENSETET00000020201|ENSETEP00000016411
ENSETEG00000020208|ENSETET00000020208|ENSETEP00000016417
ENSETEG00000020217|ENSETET00000020217|ENSETEP00000016425
ENSETEG00000020255|ENSETET00000020255|ENSETEP00000016455
ENSETEG00000020277|ENSETET00000020277|ENSETEP00000016471
ENSETEG00000020290|ENSETET00000020290|ENSETEP00000016482
ENSETEG00000020295|ENSETET00000020295|ENSETEP00000016487
ENSETEG00000020321|ENSETET00000020321|ENSETEP00000016510
ENSETEG00000020323|ENSETET00000020323|ENSETEP00000016512
ENSETEG00000020356|ENSETET00000020356|ENSETEP00000016539
ENSETEG00000020364|ENSETET00000020364|ENSETEP00000016546
ENSETEG00000020382|ENSETET00000020382|ENSETEP00000016563
ENSETEG00000020402|ENSETET00000020402|ENSETEP00000016580
ENSMEUG00000000001|ENSMEUT00000000001|ENSMEUP00000000001
ENSMEUG00000000021|ENSMEUT00000000019|ENSMEUP00000000018
ENSMEUG00000000024|ENSMEUT00000000024|ENSMEUP00000000023
ENSMEUG00000000036|ENSMEUT00000000035|ENSMEUP00000000034
ENSMEUG00000000059|ENSMEUT00000000059|ENSMEUP00000000055
ENSMEUG00000000060|ENSMEUT00000000060|ENSMEUP00000000056
ENSMEUG00000000075|ENSMEUT00000000073|ENSMEUP00000000067
ENSMEUG00000000094|ENSMEUT00000000102|ENSMEUP00000000092
ENSMEUG00000000120|ENSMEUT00000000117|ENSMEUP00000000106
ENSMEUG00000000148|ENSMEUT00000000148|ENSMEUP00000000135
ENSMEUG00000000152|ENSMEUT00000000154|ENSMEUP00000000141
ENSMEUG00000000169|ENSMEUT00000000185|ENSMEUP00000000168
