Ensembl Gene ID	Ensembl Transcript ID	Gibbon Ensembl Protein ID	
ENSG00000186440	ENST00000334632	ENSNLEP00000022197	
ENSG00000186509	ENST00000335397	ENSNLEP00000023172	
ENSG00000186513	ENST00000311591	ENSNLEP00000023173	
ENSG00000186723	ENST00000334920	ENSNLEP00000023055	
ENSG00000186810	ENST00000373691	ENSNLEP00000001309	
ENSG00000186818	ENST00000391736	ENSNLEP00000012857	
ENSG00000186827	ENST00000379236	ENSNLEP00000000037	
ENSG00000186867	ENST00000394427	ENSNLEP00000011164	
ENSG00000186881	ENST00000334726	
ENSG00000186891	ENST00000328596	ENSNLEP00000000035	
ENSG00000186912	ENST00000374519	
ENSG00000186919	ENST00000334586	ENSNLEP00000002544	
ENSG00000186943	ENST00000335040	ENSNLEP00000022826	
ENSG00000187037	ENST00000447769	ENSNLEP00000022312	
ENSG00000187080	ENST00000366480	
ENSG00000187244	ENST00000270233	
ENSG00000187258	ENST00000359791	ENSNLEP00000018792	
ENSG00000187266	ENST00000222139	ENSNLEP00000015215	
ENSG00000187323	ENST00000442544	ENSNLEP00000014442	
ENSG00000187474	ENST00000339223	ENSNLEP00000007209	
ENSG00000187554	ENST00000540964	ENSNLEP00000000501	
ENSG00000187612	ENST00000344514	
ENSG00000187701	ENST00000344889	ENSNLEP00000022297	
ENSG00000187730	ENST00000378585	ENSNLEP00000000201	
ENSG00000187747	ENST00000345043	
ENSG00000187764	ENST00000450295	ENSNLEP00000000506	
ENSG00000187800	ENST00000338302	ENSNLEP00000015626	
ENSG00000187848	ENST00000343948	ENSNLEP00000010483	
ENSG00000187857	ENST00000343399	
ENSG00000187871	ENST00000340465	ENSNLEP00000003991	
ENSG00000187918	ENST00000341449	ENSNLEP00000022071	
ENSG00000187957	ENST00000341772	ENSNLEP00000016459	
ENSG00000188000	ENST00000344248	ENSNLEP00000022989	
ENSG00000188069	ENST00000343430	
ENSG00000188124	ENST00000338569	ENSNLEP00000022079	
ENSG00000188269	ENST00000322301	
ENSG00000188324	ENST00000358433	
ENSG00000188340	ENST00000339258	
ENSG00000188372	ENST00000394857	ENSNLEP00000010235	
ENSG00000188393	ENST00000455827	ENSNLEP00000003714	
ENSG00000188394	ENST00000373642	ENSNLEP00000020912	
ENSG00000188558	ENST00000343414	
ENSG00000188763	ENST00000344575	ENSNLEP00000022578	
ENSG00000188778	ENST00000345060	ENSNLEP00000022973	
ENSG00000188822	ENST00000374472	ENSNLEP00000010703	
ENSG00000188828	ENST00000372617	ENSNLEP00000016449	
ENSG00000188888	ENST00000342292	ENSNLEP00000000638	
ENSG00000189013	ENST00000345540	ENSNLEP00000012837	
ENSG00000189143	ENST00000435050	ENSNLEP00000022575	
ENSG00000189181	ENST00000342623	
ENSG00000189430	ENST00000291890	ENSNLEP00000012918	
ENSG00000196071	ENST00000366478	
ENSG00000196083	ENST00000443369	ENSNLEP00000008218	
ENSG00000196090	ENST00000373187	ENSNLEP00000007929	
ENSG00000196098	ENST00000354924	ENSNLEP00000002599	
ENSG00000196099	ENST00000309154	
ENSG00000196101	ENST00000307137	
ENSG00000196119	ENST00000284287	ENSNLEP00000023091	
ENSG00000196126	ENST00000360004	
ENSG00000196131	ENST00000341702	
ENSG00000196171	ENST00000359610	
ENSG00000196184	ENST00000423932	ENSNLEP00000023004	
ENSG00000196189	ENST00000355014	ENSNLEP00000015058	
ENSG00000196218	ENST00000359596	ENSNLEP00000020469	
ENSG00000196240	ENST00000342927	ENSNLEP00000022298	
ENSG00000196242	ENST00000366487	
ENSG00000196248	ENST00000531945	ENSNLEP00000023082	
ENSG00000196266	ENST00000332217	ENSNLEP00000016040	
ENSG00000196277	ENST00000357716	ENSNLEP00000004532	
ENSG00000196338	ENST00000358741	ENSNLEP00000001469	
ENSG00000196341	ENST00000357821	
ENSG00000196411	ENST00000358173	ENSNLEP00000014526	
ENSG00000196539	ENST00000359594	ENSNLEP00000022299	
ENSG00000196578	ENST00000358642	
ENSG00000196610	ENST00000323109	
ENSG00000196639	ENST00000438284	ENSNLEP00000022780	
ENSG00000196661	ENST00000354597	
ENSG00000196664	ENST00000380659	ENSNLEP00000011104	
ENSG00000196772	ENST00000357627	
ENSG00000196776	ENST00000361309	ENSNLEP00000004415	
ENSG00000196778	ENST00000307632	
ENSG00000196811	ENST00000389494	ENSNLEP00000017402	
ENSG00000196832	ENST00000357366	
ENSG00000196917	ENST00000356987	
ENSG00000196936	ENST00000357191	
ENSG00000196944	ENST00000366475	ENSNLEP00000022301	
ENSG00000197081	ENST00000356956	ENSNLEP00000013754	
ENSG00000197125	ENST00000328064	ENSNLEP00000023089	
ENSG00000197177	ENST00000392607	ENSNLEP00000002425	
ENSG00000197233	ENST00000335302	
ENSG00000197263	ENST00000357438	
ENSG00000197309	ENST00000318666	ENSNLEP00000023085	
ENSG00000197376	ENST00000310194	ENSNLEP00000021724	
ENSG00000197403	ENST00000335094	ENSNLEP00000023002	
ENSG00000197405	ENST00000355085	ENSNLEP00000022308	
ENSG00000197428	ENST00000357605	
ENSG00000197437	ENST00000359688	
ENSG00000197454	ENST00000355281	
ENSG00000197471	ENST00000395389	ENSNLEP00000019104	
ENSG00000197532	ENST00000302617	ENSNLEP00000022196	
ENSG00000197591	ENST00000355784	
ENSG00000197594	ENST00000360971	ENSNLEP00000017656	
ENSG00000197635	ENST00000360534	ENSNLEP00000003089	
ENSG00000197646	ENST00000397747	ENSNLEP00000011009	
ENSG00000197706	ENST00000343870	
ENSG00000197786	ENST00000357377	ENSNLEP00000023176	
ENSG00000197790	ENST00000360213	
ENSG00000197887	ENST00000302592	ENSNLEP00000015791	
ENSG00000197938	ENST00000355273	ENSNLEP00000022327	
ENSG00000198019	ENST00000369384	ENSNLEP00000011766	
ENSG00000198049	ENST00000367126	ENSNLEP00000000515	
ENSG00000198053	ENST00000356025	
ENSG00000198104	ENST00000355728	ENSNLEP00000022295	
ENSG00000198121	ENST00000374431	ENSNLEP00000021217	
ENSG00000198128	ENST00000359959	
ENSG00000198223	ENST00000417535	ENSNLEP00000015991	
ENSG00000198283	ENST00000360374	
ENSG00000198601	ENST00000359682	
ENSG00000198657	ENST00000356130	
ENSG00000198753	ENST00000538966	ENSNLEP00000016363	
ENSG00000198785	ENST00000361820	ENSNLEP00000020832	
ENSG00000198821	ENST00000362089	ENSNLEP00000018004	
ENSG00000198822	ENST00000361669	ENSNLEP00000018114	
ENSG00000198829	ENST00000362032	ENSNLEP00000004263	
ENSG00000198851	ENST00000361763	ENSNLEP00000008977	
ENSG00000198877	ENST00000361760	
ENSG00000198965	ENST00000368152	ENSNLEP00000022195	
ENSG00000198967	ENST00000361284	ENSNLEP00000023000	
ENSG00000203618	ENST00000366425	
ENSG00000203661	ENST00000366473	ENSNLEP00000022300	
ENSG00000203663	ENST00000366479	
ENSG00000203710	ENST00000367049	ENSNLEP00000001352	
ENSG00000203737	ENST00000367685	ENSNLEP00000023010	
ENSG00000203747	ENST00000367969	ENSNLEP00000017512	
ENSG00000203757	ENST00000368145	
ENSG00000204174	ENST00000374312	ENSNLEP00000019430	
ENSG00000204217	ENST00000374580	ENSNLEP00000008547	
ENSG00000204246	ENST00000374781	
ENSG00000204252	ENST00000229829	ENSNLEP00000008271	
ENSG00000204276	ENST00000443184	
ENSG00000204293	ENST00000375013	ENSNLEP00000023088	
ENSG00000204305	ENST00000375076	ENSNLEP00000008060	
ENSG00000204345	ENST00000375352	
ENSG00000204420	ENST00000375806	ENSNLEP00000007591	
ENSG00000204475	ENST00000340027	ENSNLEP00000007445	
ENSG00000204577	ENST00000245620	
ENSG00000204580	ENST00000376575	ENSNLEP00000006722	
ENSG00000204632	ENST00000428701	
ENSG00000204642	ENST00000259951	ENSNLEP00000006080	
ENSG00000204657	ENST00000383640	
ENSG00000204681	ENST00000377034	ENSNLEP00000005641	
ENSG00000204687	ENST00000377127	ENSNLEP00000023050	
ENSG00000204688	ENST00000377136	
ENSG00000204689	ENST00000391549	
ENSG00000204690	ENST00000377140	
ENSG00000204692	ENST00000383556	
ENSG00000204694	ENST00000377148	
ENSG00000204695	ENST00000377160	ENSNLEP00000023016	
ENSG00000204701	ENST00000377169	
ENSG00000204702	ENST00000377171	
ENSG00000204703	ENST00000377173	
ENSG00000204704	ENST00000377175	ENSNLEP00000023049	
ENSG00000204882	ENST00000377741	
ENSG00000205029	ENST00000378396	
ENSG00000205030	ENST00000378397	ENSNLEP00000015222	
ENSG00000205213	ENST00000379214	ENSNLEP00000021686	
ENSG00000205327	ENST00000379662	ENSNLEP00000023112	
ENSG00000205328	ENST00000379665	
ENSG00000205329	ENST00000379667	
ENSG00000205330	ENST00000379668	ENSNLEP00000023113	
ENSG00000205336	ENST00000388812	ENSNLEP00000003808	
ENSG00000205409	ENST00000329322	
ENSG00000205495	ENST00000380370	
ENSG00000205496	ENST00000380371	
ENSG00000205497	ENST00000380373	
ENSG00000205809	ENST00000381902	
ENSG00000206240	ENST00000399450	
ENSG00000206291	ENST00000383224	
ENSG00000206292	ENST00000383226	
ENSG00000206305	ENST00000383251	
ENSG00000206306	ENST00000328980	
ENSG00000206308	ENST00000383259	
ENSG00000206320	ENST00000383279	
ENSG00000206396	ENST00000383412	
ENSG00000206430	ENST00000383476	
ENSG00000206466	ENST00000383542	
ENSG00000206470	ENST00000383549	
ENSG00000206471	ENST00000383550	
ENSG00000206472	ENST00000383551	
ENSG00000206474	ENST00000444197	
ENSG00000206493	ENST00000383597	
ENSG00000206503	ENST00000396634	ENSNLEP00000005958	
ENSG00000206506	ENST00000383623	
ENSG00000206509	ENST00000383627	
ENSG00000206511	ENST00000383638	
ENSG00000206512	ENST00000376947	
ENSG00000206515	ENST00000383643	
ENSG00000206516	ENST00000383644	
ENSG00000206517	ENST00000383645	
ENSG00000206522	ENST00000383651	
ENSG00000206524	ENST00000383653	
ENSG00000206525	ENST00000383654	
ENSG00000206536	ENST00000383695	ENSNLEP00000022328	
ENSG00000212807	ENST00000391496	ENSNLEP00000022927	
ENSG00000213088	ENST00000368121	ENSNLEP00000023003	
ENSG00000213215	ENST00000392899	
ENSG00000213694	ENST00000358157	ENSNLEP00000010590	
ENSG00000213809	ENST00000240618	ENSNLEP00000004017	
ENSG00000213906	ENST00000533293	
ENSG00000213949	ENST00000282588	ENSNLEP00000013222	
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSNLEP00000012524	
ENSG00000215764	ENST00000400875	
ENSG00000215788	ENST00000377782	ENSNLEP00000010361	
ENSG00000221813	ENST00000408922	ENSNLEP00000022323	
ENSG00000221836	ENST00000408906	
ENSG00000221840	ENST00000319760	
ENSG00000221858	ENST00000408949	
ENSG00000221866	ENST00000321063	ENSNLEP00000015718	
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	
ENSG00000221890	ENST00000333039	ENSNLEP00000018457	
ENSG00000221910	ENST00000408955	ENSNLEP00000022322	
ENSG00000221931	ENST00000327930	
ENSG00000221933	ENST00000408898	ENSNLEP00000022324	
ENSG00000221938	ENST00000408899	
ENSG00000221954	ENST00000335238	
ENSG00000221970	ENST00000408951	
ENSG00000221977	ENST00000408935	ENSNLEP00000023127	
ENSG00000221989	ENST00000408979	
ENSG00000221996	ENST00000408920	
ENSG00000222040	ENST00000409345	
ENSG00000223532	ENST00000425848	
ENSG00000223793	ENST00000447735	
ENSG00000223833	ENST00000452296	
ENSG00000224103	ENST00000415247	
ENSG00000224234	ENST00000437403	
ENSG00000224320	ENST00000417978	
ENSG00000224393	ENST00000451549	
ENSG00000224395	ENST00000415581	
ENSG00000224487	ENST00000430148	
ENSG00000225211	ENST00000412603	
ENSG00000225291	ENST00000434778	
ENSG00000225550	ENST00000440124	
ENSG00000225736	ENST00000456140	
ENSG00000225781	ENST00000418316	ENSNLEP00000022318	
ENSG00000226000	ENST00000415857	
ENSG00000226260	ENST00000442960	
ENSG00000226271	ENST00000428081	
ENSG00000226288	ENST00000312614	ENSNLEP00000022059	
ENSG00000226347	ENST00000457762	
ENSG00000226463	ENST00000421027	
ENSG00000226761	ENST00000533467	
ENSG00000226832	ENST00000415976	
ENSG00000227191	ENST00000436911	
ENSG00000227639	ENST00000411447	
ENSG00000228080	ENST00000419393	
ENSG00000228163	ENST00000422504	
ENSG00000228198	ENST00000456743	
ENSG00000228254	ENST00000442043	
ENSG00000228299	ENST00000420206	
ENSG00000228377	ENST00000420035	
ENSG00000228515	ENST00000449044	
ENSG00000228567	ENST00000311170	ENSNLEP00000019933	
ENSG00000228652	ENST00000439723	
ENSG00000228813	ENST00000433801	
ENSG00000228977	ENST00000420540	
ENSG00000228987	ENST00000411505	
ENSG00000229058	ENST00000412470	
ENSG00000229074	ENST00000437784	
ENSG00000229125	ENST00000440557	
ENSG00000229185	ENST00000439874	
ENSG00000229215	ENST00000444289	
ENSG00000229252	ENST00000415289	
ENSG00000229328	ENST00000446776	
ENSG00000229408	ENST00000446161	
ENSG00000229493	ENST00000419519	
ENSG00000229680	ENST00000411574	
ENSG00000229685	ENST00000454805	
ENSG00000229698	ENST00000376848	
ENSG00000229866	ENST00000419260	
ENSG00000230060	ENST00000426729	
ENSG00000230141	ENST00000438987	
ENSG00000230178	ENST00000456475	
ENSG00000230254	ENST00000427936	
ENSG00000230301	ENST00000383696	
ENSG00000230413	ENST00000452715	
ENSG00000230456	ENST00000427053	
ENSG00000230463	ENST00000426847	
ENSG00000230505	ENST00000455234	
ENSG00000230514	ENST00000448768	
ENSG00000230726	ENST00000414698	
ENSG00000230780	ENST00000427264	
ENSG00000231003	ENST00000428302	
ENSG00000231192	ENST00000354565	ENSNLEP00000022326	
ENSG00000231268	ENST00000424145	
ENSG00000231286	ENST00000399088	
ENSG00000231319	ENST00000419873	
ENSG00000231389	ENST00000419277	ENSNLEP00000008272	
ENSG00000231558	ENST00000426070	
ENSG00000231679	ENST00000383126	
ENSG00000231861	ENST00000427338	ENSNLEP00000022331	
ENSG00000232062	ENST00000444296	
ENSG00000232178	ENST00000414140	
ENSG00000232268	ENST00000450052	ENSNLEP00000022059	
ENSG00000232289	ENST00000440485	
ENSG00000232382	ENST00000332650	ENSNLEP00000022330	
ENSG00000232397	ENST00000457403	
ENSG00000232569	ENST00000452300	
ENSG00000232632	ENST00000423604	
ENSG00000232945	ENST00000419605	
ENSG00000232957	ENST00000426685	
ENSG00000232962	ENST00000434335	
ENSG00000232984	ENST00000421808	
ENSG00000233046	ENST00000441440	
ENSG00000233054	ENST00000420178	
ENSG00000233095	ENST00000434907	
ENSG00000233141	ENST00000415802	
ENSG00000233180	ENST00000444830	
ENSG00000233192	ENST00000449560	
ENSG00000233209	ENST00000416192	
ENSG00000233412	ENST00000356526	ENSNLEP00000022326	
ENSG00000233481	ENST00000414415	
ENSG00000233618	ENST00000418630	
ENSG00000233636	ENST00000430478	
ENSG00000233687	ENST00000450817	
ENSG00000233904	ENST00000415649	
ENSG00000234078	ENST00000421229	
ENSG00000234101	ENST00000421766	
ENSG00000234560	ENST00000431524	
ENSG00000234729	ENST00000441180	
ENSG00000234745	ENST00000412585	ENSNLEP00000007376	
ENSG00000234746	ENST00000427744	
ENSG00000234794	ENST00000411524	
ENSG00000234954	ENST00000418003	
ENSG00000235132	ENST00000440672	
ENSG00000235220	ENST00000428296	
ENSG00000235249	ENST00000426406	
ENSG00000235346	ENST00000457132	
ENSG00000235568	ENST00000329021	ENSNLEP00000019271	
ENSG00000235680	ENST00000429890	
ENSG00000235744	ENST00000452598	
ENSG00000235844	ENST00000443117	
ENSG00000235966	ENST00000438569	
ENSG00000236032	ENST00000437310	ENSNLEP00000022325	
ENSG00000236177	ENST00000515317	
ENSG00000236315	ENST00000457547	
ENSG00000236884	ENST00000444645	
ENSG00000236979	ENST00000441372	
ENSG00000236981	ENST00000375024	
ENSG00000237022	ENST00000438171	
ENSG00000237103	ENST00000436623	
ENSG00000237112	ENST00000425097	
ENSG00000237216	ENST00000415687	
ENSG00000237258	ENST00000421634	
ENSG00000237284	ENST00000451019	
ENSG00000237388	ENST00000446524	
ENSG00000237405	ENST00000441804	
ENSG00000237459	ENST00000444404	
ENSG00000237508	ENST00000445657	
ENSG00000237521	ENST00000456448	ENSNLEP00000023151	
ENSG00000237541	ENST00000374940	
ENSG00000237808	ENST00000418936	
ENSG00000238243	ENST00000537741	
ENSG00000239457	ENST00000456406	
ENSG00000239590	ENST00000340750	ENSNLEP00000022850	
ENSG00000239732	ENST00000360658	ENSNLEP00000008642	
ENSG00000240403	ENST00000326321	
ENSG00000240505	ENST00000261652	ENSNLEP00000016073	
ENSG00000241106	ENST00000438763	
ENSG00000241128	ENST00000366485	
ENSG00000241386	ENST00000447178	
ENSG00000241910	ENST00000454969	
ENSG00000242019	ENST00000291860	
ENSG00000242022	ENST00000505384	
ENSG00000242180	ENST00000300773	
ENSG00000243441	ENST00000444009	
ENSG00000243496	ENST00000454286	
ENSG00000243612	ENST00000426644	
ENSG00000243646	ENST00000290200	ENSNLEP00000004632	
ENSG00000243729	ENST00000377154	
ENSG00000243772	ENST00000342376	
ENSG00000243896	ENST00000493325	
ENSG00000244165	ENST00000321826	
ENSG00000244482	ENST00000396365	
ENSG00000244623	ENST00000316368	
ENSG00000248953	ENST00000380369	
ENSG00000250510	ENST00000311268	ENSNLEP00000005689	
ENSG00000254466	ENST00000530162	
ENSG00000254737	ENST00000320891	ENSNLEP00000023083	
ENSG00000254834	ENST00000526812	
ENSG00000255012	ENST00000526538	ENSNLEP00000023163	
ENSG00000255223	ENST00000528616	ENSNLEP00000023162	
ENSG00000255307	ENST00000530810	
ENSG00000255582	ENST00000542433	
ENSG00000255713	ENST00000545221	ENSNLEP00000022463	
ENSG00000255800	ENST00000374779	
ENSG00000255804	ENST00000540461	
ENSG00000256574	ENST00000553795	
ENSG00000256797	ENST00000535540	ENSNLEP00000003712	
ENSG00000257008	ENST00000335666	ENSNLEP00000001087	
ENSG00000257019	ENST00000542196	
ENSG00000257115	ENST00000550708	
ENSG00000257473	ENST00000552745	
ENSG00000257793	ENST00000552724	
ENSG00000258083	ENST00000548136	
ENSG00000258227	ENST00000546910	ENSNLEP00000002928	
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	
