ENSG00000003056	ENST00000000412	ENSAMEP00000007155
ENSG00000106123	ENST00000392957	ENSAMEP00000006749
ENSG00000106278	ENST00000393386	ENSAMEP00000004546
ENSG00000114554	ENST00000393409	ENSAMEP00000007036
ENSG00000175591	ENST00000393597	ENSAMEP00000021344
ENSG00000184845	ENST00000393752	ENSAMEP00000007267
ENSG00000144847	ENST00000393775	ENSAMEP00000007721
ENSG00000145864	ENST00000393959	ENSAMEP00000007066
ENSG00000156920	ENST00000394143	ENSAMEP00000003098
ENSG00000179626	ENST00000394256	ENSAMEP00000020271
ENSG00000186867	ENST00000394427	ENSAMEP00000003247
ENSG00000119737	ENST00000394705	ENSAMEP00000020290
ENSG00000188372	ENST00000394857	ENSAMEP00000016409
ENSG00000164082	ENST00000395052	ENSAMEP00000009778
ENSG00000172772	ENST00000395079	ENSAMEP00000021090
ENSG00000137868	ENST00000395105	ENSAMEP00000009630
ENSG00000181619	ENST00000395116	ENSAMEP00000002947
ENSG00000165215	ENST00000395145	ENSAMEP00000020172
ENSG00000126777	ENST00000395309	ENSAMEP00000016645
ENSG00000197471	ENST00000395389	ENSAMEP00000008442
ENSG00000077238	ENST00000395762	ENSAMEP00000004325
ENSG00000150093	ENST00000396033	ENSAMEP00000018348
ENSG00000179826	ENST00000396275	
ENSG00000244482	ENST00000396365	
ENSG00000183454	ENST00000396573	ENSAMEP00000011259
ENSG00000206503	ENST00000396634	
ENSG00000137101	ENST00000396757	ENSAMEP00000009970
ENSG00000167332	ENST00000396950	ENSAMEP00000021134
ENSG00000180785	ENST00000396952	ENSAMEP00000021129
ENSG00000115232	ENST00000397033	ENSAMEP00000003411
ENSG00000164849	ENST00000397095	ENSAMEP00000021149
ENSG00000125245	ENST00000397473	ENSAMEP00000021172
ENSG00000162009	ENST00000397547	
ENSG00000197646	ENST00000397747	ENSAMEP00000010338
ENSG00000134160	ENST00000397795	ENSAMEP00000016334
ENSG00000160255	ENST00000397852	ENSAMEP00000002163
ENSG00000154928	ENST00000398015	ENSAMEP00000002020
ENSG00000152558	ENST00000398136	ENSAMEP00000010567
ENSG00000120088	ENST00000398285	ENSAMEP00000015388
ENSG00000127418	ENST00000398484	ENSAMEP00000017800
ENSG00000184012	ENST00000398585	ENSAMEP00000011121
ENSG00000231286	ENST00000399088	
ENSG00000206240	ENST00000399450	
ENSG00000171189	ENST00000399907	ENSAMEP00000008902
ENSG00000215522	ENST00000400489	
ENSG00000215644	ENST00000400723	ENSAMEP00000018502
ENSG00000215764	ENST00000400875	ENSAMEP00000003386
ENSG00000112486	ENST00000400926	ENSAMEP00000020642
ENSG00000111886	ENST00000402938	ENSAMEP00000000514
ENSG00000121764	ENST00000403528	ENSAMEP00000018780
ENSG00000100368	ENST00000403662	ENSAMEP00000010314
ENSG00000179915	ENST00000404971	ENSAMEP00000014727
ENSG00000164199	ENST00000405460	ENSAMEP00000013926
ENSG00000132975	ENST00000405846	ENSAMEP00000020466
ENSG00000170820	ENST00000406846	ENSAMEP00000000264
ENSG00000183671	ENST00000407325	ENSAMEP00000003161
ENSG00000064547	ENST00000407877	ENSAMEP00000012543
ENSG00000120903	ENST00000407991	ENSAMEP00000000187
ENSG00000221882	ENST00000408891	
ENSG00000221888	ENST00000408896	ENSAMEP00000010512
ENSG00000221933	ENST00000408898	ENSAMEP00000009106
ENSG00000221938	ENST00000408899	
ENSG00000221836	ENST00000408906	ENSAMEP00000019905
ENSG00000221996	ENST00000408920	ENSAMEP00000019680
ENSG00000221813	ENST00000408922	ENSAMEP00000019921
ENSG00000221977	ENST00000408935	
ENSG00000221858	ENST00000408949	ENSAMEP00000019879
ENSG00000221970	ENST00000408951	ENSAMEP00000009101
ENSG00000221989	ENST00000408979	ENSAMEP00000009103
ENSG00000091409	ENST00000409080	ENSAMEP00000013706
ENSG00000222040	ENST00000409345	ENSAMEP00000020417
ENSG00000121966	ENST00000409817	ENSAMEP00000020215
ENSG00000115594	ENST00000410023	ENSAMEP00000013841
ENSG00000115604	ENST00000410040	ENSAMEP00000013892
ENSG00000227639	ENST00000411447	
ENSG00000228987	ENST00000411505	
ENSG00000234794	ENST00000411524	
ENSG00000229680	ENST00000411574	
ENSG00000006638	ENST00000411851	ENSAMEP00000006042
ENSG00000020181	ENST00000412232	ENSAMEP00000011558
ENSG00000229058	ENST00000412470	
ENSG00000234745	ENST00000412585	
ENSG00000225211	ENST00000412603	
ENSG00000232178	ENST00000414140	
ENSG00000154269	ENST00000414305	ENSAMEP00000011003
ENSG00000233481	ENST00000414415	
ENSG00000230726	ENST00000414698	
ENSG00000224103	ENST00000415247	
ENSG00000229252	ENST00000415289	
ENSG00000224395	ENST00000415581	
ENSG00000233904	ENST00000415649	
ENSG00000237216	ENST00000415687	
ENSG00000233141	ENST00000415802	
ENSG00000226000	ENST00000415857	
ENSG00000226832	ENST00000415976	
ENSG00000233209	ENST00000416192	
ENSG00000198223	ENST00000417535	ENSAMEP00000005956
ENSG00000224320	ENST00000417978	
ENSG00000112218	ENST00000417980	ENSAMEP00000019860
ENSG00000234954	ENST00000418003	
ENSG00000168959	ENST00000418177	
ENSG00000225781	ENST00000418316	ENSAMEP00000020615
ENSG00000233618	ENST00000418630	
ENSG00000111199	ENST00000418703	ENSAMEP00000006226
ENSG00000237808	ENST00000418936	
ENSG00000229866	ENST00000419260	
ENSG00000231389	ENST00000419277	ENSAMEP00000002006
ENSG00000228080	ENST00000419393	
ENSG00000229493	ENST00000419519	
ENSG00000232945	ENST00000419605	
ENSG00000231319	ENST00000419873	
ENSG00000228377	ENST00000420035	
ENSG00000233054	ENST00000420178	
ENSG00000228299	ENST00000420206	
ENSG00000228977	ENST00000420540	
ENSG00000226463	ENST00000421027	
ENSG00000234078	ENST00000421229	
ENSG00000164418	ENST00000421544	ENSAMEP00000005804
ENSG00000237258	ENST00000421634	
ENSG00000234101	ENST00000421766	
ENSG00000232984	ENST00000421808	
ENSG00000139626	ENST00000422257	ENSAMEP00000012938
ENSG00000228163	ENST00000422504	
ENSG00000232632	ENST00000423604	
ENSG00000196184	ENST00000423932	
ENSG00000231268	ENST00000424145	
ENSG00000237112	ENST00000425097	
ENSG00000073008	ENST00000425690	ENSAMEP00000013571
ENSG00000223532	ENST00000425848	
ENSG00000077782	ENST00000425967	ENSAMEP00000016427
ENSG00000231558	ENST00000426070	
ENSG00000235249	ENST00000426406	
ENSG00000243612	ENST00000426644	
ENSG00000232957	ENST00000426685	
ENSG00000230060	ENST00000426729	
ENSG00000230463	ENST00000426847	
ENSG00000230456	ENST00000427053	
ENSG00000230780	ENST00000427264	
ENSG00000231861	ENST00000427338	ENSAMEP00000020033
ENSG00000234746	ENST00000427744	
ENSG00000230254	ENST00000427936	
ENSG00000226271	ENST00000428081	
ENSG00000235220	ENST00000428296	
ENSG00000231003	ENST00000428302	
ENSG00000204632	ENST00000428701	
ENSG00000026508	ENST00000428726	ENSAMEP00000008380
ENSG00000170929	ENST00000429566	ENSAMEP00000019734
ENSG00000235680	ENST00000429890	
ENSG00000096996	ENST00000430026	ENSAMEP00000011576
ENSG00000224487	ENST00000430148	
ENSG00000233636	ENST00000430478	
ENSG00000180720	ENST00000433765	ENSAMEP00000021116
ENSG00000228813	ENST00000433801	
ENSG00000232962	ENST00000434335	
ENSG00000225291	ENST00000434778	
ENSG00000112038	ENST00000434900	ENSAMEP00000010887
ENSG00000233095	ENST00000434907	
ENSG00000189143	ENST00000435050	ENSAMEP00000020210
ENSG00000147145	ENST00000435339	ENSAMEP00000021062
ENSG00000135218	ENST00000435819	ENSAMEP00000017149
ENSG00000237103	ENST00000436623	
ENSG00000174130	ENST00000436693	ENSAMEP00000019536
ENSG00000227191	ENST00000436911	
ENSG00000224234	ENST00000437403	
ENSG00000229074	ENST00000437784	
ENSG00000237022	ENST00000438171	
ENSG00000196639	ENST00000438284	ENSAMEP00000020277
ENSG00000235966	ENST00000438569	
ENSG00000172215	ENST00000438735	ENSAMEP00000020433
ENSG00000241106	ENST00000438763	
ENSG00000230141	ENST00000438987	
ENSG00000180739	ENST00000439028	
ENSG00000228652	ENST00000439723	
ENSG00000229185	ENST00000439874	
ENSG00000225550	ENST00000440124	
ENSG00000232289	ENST00000440485	
ENSG00000229125	ENST00000440557	
ENSG00000235132	ENST00000440672	
ENSG00000171517	ENST00000440886	ENSAMEP00000018274
ENSG00000234729	ENST00000441180	
ENSG00000236979	ENST00000441372	
ENSG00000233046	ENST00000441440	
ENSG00000172935	ENST00000441623	ENSAMEP00000001701
ENSG00000237405	ENST00000441804	
ENSG00000228254	ENST00000442043	
ENSG00000170915	ENST00000442253	ENSAMEP00000020332
ENSG00000081237	ENST00000442510	ENSAMEP00000013424
ENSG00000187323	ENST00000442544	ENSAMEP00000018183
ENSG00000144648	ENST00000442925	ENSAMEP00000020348
ENSG00000226260	ENST00000442960	
ENSG00000235844	ENST00000443117	
ENSG00000204276	ENST00000443184	
ENSG00000196083	ENST00000443369	ENSAMEP00000012161
ENSG00000243441	ENST00000444009	
ENSG00000206474	ENST00000444197	ENSAMEP00000020779
ENSG00000229215	ENST00000444289	
ENSG00000232062	ENST00000444296	
ENSG00000237459	ENST00000444404	
ENSG00000236884	ENST00000444645	
ENSG00000233180	ENST00000444830	
ENSG00000237508	ENST00000445657	
ENSG00000181072	ENST00000445907	ENSAMEP00000020788
ENSG00000152034	ENST00000445970	ENSAMEP00000015557
ENSG00000229408	ENST00000446161	
ENSG00000091181	ENST00000446632	ENSAMEP00000015290
ENSG00000229328	ENST00000446776	
ENSG00000241386	ENST00000447178	
ENSG00000164509	ENST00000447346	ENSAMEP00000003762
ENSG00000223793	ENST00000447735	
ENSG00000187037	ENST00000447769	ENSAMEP00000020133
ENSG00000230514	ENST00000448768	
ENSG00000228515	ENST00000449044	
ENSG00000233192	ENST00000449560	
ENSG00000160801	ENST00000449590	ENSAMEP00000013314
ENSG00000232268	ENST00000450052	
ENSG00000187764	ENST00000450295	ENSAMEP00000003626
ENSG00000233687	ENST00000450817	
ENSG00000237284	ENST00000451019	
ENSG00000224393	ENST00000451549	
ENSG00000223833	ENST00000452296	
ENSG00000232569	ENST00000452300	
ENSG00000069122	ENST00000452370	ENSAMEP00000001685
ENSG00000235744	ENST00000452598	
ENSG00000230413	ENST00000452715	
ENSG00000182168	ENST00000453304	ENSAMEP00000006412
ENSG00000175344	ENST00000454250	ENSAMEP00000001343
ENSG00000243496	ENST00000454286	
ENSG00000229685	ENST00000454805	
ENSG00000146276	ENST00000454853	ENSAMEP00000000479
ENSG00000241910	ENST00000454969	
ENSG00000126251	ENST00000454971	ENSAMEP00000020296
ENSG00000230505	ENST00000455234	
ENSG00000188393	ENST00000455827	ENSAMEP00000004154
ENSG00000145888	ENST00000455880	ENSAMEP00000008234
ENSG00000225736	ENST00000456140	
ENSG00000239457	ENST00000456406	
ENSG00000237521	ENST00000456448	ENSAMEP00000009305
ENSG00000230178	ENST00000456475	
ENSG00000228198	ENST00000456743	ENSAMEP00000020487
ENSG00000235346	ENST00000457132	
ENSG00000232397	ENST00000457403	
ENSG00000066468	ENST00000457416	ENSAMEP00000011659
ENSG00000236315	ENST00000457547	
ENSG00000169760	ENST00000457714	ENSAMEP00000001548
ENSG00000226347	ENST00000457762	
ENSG00000185825	ENST00000458587	ENSAMEP00000009185
ENSG00000151577	ENST00000460779	ENSAMEP00000005693
ENSG00000175697	ENST00000464295	ENSAMEP00000007336
ENSG00000101850	ENST00000467482	ENSAMEP00000009760
ENSG00000106113	ENST00000471646	ENSAMEP00000007077
ENSG00000144724	ENST00000474889	ENSAMEP00000016231
ENSG00000179921	ENST00000479077	
ENSG00000112195	ENST00000483722	ENSAMEP00000004621
ENSG00000185008	ENST00000487694	ENSAMEP00000012069
ENSG00000243896	ENST00000493325	
ENSG00000147155	ENST00000495186	ENSAMEP00000013347
ENSG00000144891	ENST00000497524	ENSAMEP00000020351
ENSG00000036828	ENST00000498619	ENSAMEP00000015060
ENSG00000163956	ENST00000500728	ENSAMEP00000015679
ENSG00000164604	ENST00000501255	
ENSG00000242022	ENST00000505384	
ENSG00000151834	ENST00000510861	ENSAMEP00000003629
ENSG00000069018	ENST00000513104	ENSAMEP00000018977
ENSG00000138696	ENST00000515059	ENSAMEP00000006278
ENSG00000236177	ENST00000515317	
ENSG00000173402	ENST00000515359	ENSAMEP00000013193
ENSG00000094755	ENST00000518525	ENSAMEP00000004209
ENSG00000174417	ENST00000518632	ENSAMEP00000013555
ENSG00000164930	ENST00000522566	ENSAMEP00000017279
ENSG00000255012	ENST00000526538	ENSAMEP00000019592
ENSG00000254834	ENST00000526812	ENSAMEP00000019592
ENSG00000149403	ENST00000527524	ENSAMEP00000008598
ENSG00000156097	ENST00000527748	ENSAMEP00000020017
ENSG00000255223	ENST00000528616	ENSAMEP00000019587
ENSG00000185803	ENST00000530047	ENSAMEP00000006080
ENSG00000254466	ENST00000530162	ENSAMEP00000019662
ENSG00000255307	ENST00000530810	ENSAMEP00000021252
ENSG00000174804	ENST00000531380	ENSAMEP00000006621
ENSG00000119714	ENST00000531499	ENSAMEP00000001762
ENSG00000196248	ENST00000531945	ENSAMEP00000019998
ENSG00000160654	ENST00000532917	ENSAMEP00000013846
ENSG00000213906	ENST00000533293	ENSAMEP00000016978
ENSG00000226761	ENST00000533467	
ENSG00000256797	ENST00000535540	ENSAMEP00000004187
ENSG00000137872	ENST00000536845	ENSAMEP00000002179
ENSG00000238243	ENST00000537741	ENSAMEP00000020918
ENSG00000104290	ENST00000537916	ENSAMEP00000016866
ENSG00000183269	ENST00000537935	ENSAMEP00000020443
ENSG00000198753	ENST00000538966	ENSAMEP00000019522
ENSG00000171631	ENST00000540342	ENSAMEP00000021343
ENSG00000255804	ENST00000540461	
ENSG00000183150	ENST00000540510	ENSAMEP00000019816
ENSG00000187554	ENST00000540964	ENSAMEP00000021245
ENSG00000165409	ENST00000541158	ENSAMEP00000001991
ENSG00000135503	ENST00000541224	ENSAMEP00000001897
ENSG00000128271	ENST00000541988	ENSAMEP00000014720
ENSG00000257019	ENST00000542196	ENSAMEP00000020882
ENSG00000255582	ENST00000542433	
ENSG00000105281	ENST00000542575	ENSAMEP00000008864
ENSG00000078589	ENST00000544091	ENSAMEP00000021223
ENSG00000144230	ENST00000544369	ENSAMEP00000019622
ENSG00000169896	ENST00000544665	ENSAMEP00000007519
ENSG00000183625	ENST00000545097	ENSAMEP00000020520
ENSG00000255713	ENST00000545221	
ENSG00000101292	ENST00000546004	ENSAMEP00000009621
ENSG00000089041	ENST00000546057	ENSAMEP00000014894
ENSG00000258227	ENST00000546910	ENSAMEP00000015914
ENSG00000258083	ENST00000548136	ENSAMEP00000020837
ENSG00000257115	ENST00000550708	ENSAMEP00000020260
ENSG00000257793	ENST00000552724	
ENSG00000257473	ENST00000552745	
ENSG00000256574	ENST00000553795	ENSAMEP00000019537
ENSG00000168398	ENST00000554311	ENSAMEP00000004066
ENSG00000021645	ENST00000554719	
ENSG00000137070	ENST00000555003	ENSAMEP00000007284
ENSG00000258817	ENST00000555099	
ENSG00000258839	ENST00000555147	ENSAMEP00000020117
